sentence,best_code
"15분마다 온도를 측정해서 25도 이상이면 에어컨을 냉방 모드로 켜고, 25도 미만이면 꺼줘.","[{'name': 'TemperatureControl', 'cron': '', 'period': 900000, 'code': 'temp = (#TemperatureSensor).temperatureMeasurement_temperature\nif (temp >= 25.0) {\n  (#AirConditioner).airConditionerMode_setAirConditionerMode(""cool"")\n} else {\n  (#AirConditioner).airConditionerMode_setAirConditionerMode(""off"")\n}'}]"
오후 10시부터 11시까지 5분마다 체크해서 충전이 완료되면 꺼줘.,"[{'name': 'BatteryCheckAndShutdown', 'cron': '', 'period': 300000, 'code': 'if ((#Charger).chargingState_chargingState == ""fullyCharged"") {\n  (#Charger).switch_off()\n}'}]"
오전 8시에 고효율 태그가 붙은 공기청정기를 켜고 자동모드로 설정해줘.,"[{'name': 'AirPurifierOnAuto', 'cron': '0 8 * * *', 'period': -1, 'code': '(#HighEfficiencyAirPurifier).switch_on()\n(#HighEfficiencyAirPurifier).airPurifierFanMode_setAirPurifierFanMode(""auto"")'}]"
오후 6시에 창문이 하나라도 열려있으면 모두 닫아줘.,"[{'name': 'CloseAllWindows', 'cron': '0 18 * * *', 'period': -1, 'code': 'if (any(#Window).windowControl_window == ""open"") {\n  all(#Window).windowControl_close()\n}'}]"
오후 1시에 블라인드를 모두 열어줘.,"[{'name': 'BlindOpenAt1pm', 'cron': '0 13 * * *', 'period': -1, 'code': '(#Blind).windowShade_open()'}]"
오후 6시부터 8시까지 1층에 사람이 감지되면 1층 불을 다 켜줘.,"[{'name': 'TurnOnLightsInLivingRoom', 'cron': '0 18 * * *', 'period': 3600000, 'code': 'if ((#OccupancySensor).presenceSensor_presence == ""present"") {\n  all(#Light).switch_on()\n}'}]"
1시간마다 문을 열었다 닫았다 반복해줘.,"[{'name': 'DoorToggle', 'cron': '', 'period': 3600000, 'code': 'if ((#Door).windowControl_door == ""closed"") {\n  (#Door).windowControl_open()\n} else {\n  (#Door).windowControl_close()\n}'}]"
오후 1시부터 3시까지 5분마다 벨브를 열었다 닫았다 반복해줘.,"[{'name': 'BellToggle', 'cron': '', 'period': 300000, 'code': 'if ((#Clock).clock_time >= 1300 and (#Clock).clock_time < 1500) { (#Bell).bell_toggle() }'}]"
30분마다 거실 공기청정기를 수면모드와 자동모드 사이에서 전환해줘.,"[{'name': 'ToggleVacuumMode', 'cron': '', 'period': 1800000, 'code': 'mode := false\nif (mode == false) {\n  (#VacuumCleaner).vacuumMode_setVacuumMode(""sleep"")\n  mode = true\n} else {\n  (#VacuumCleaner).vacuumMode_setVacuumMode(""auto"")\n  mode = false\n}'}]"
10분마다 창문을 열었다 닫았다 반복해줘.,"[{'name': 'WindowToggle', 'cron': '', 'period': 600000, 'code': 'if ((#Window).windowControl_window == ""closed"") {\n  (#Window).windowControl_open()\n} else {\n  (#Window).windowControl_close()\n}'}]"
30분마다 공기청정기를 수면모드와 강풍모드 사이에서 전환해줘.,"[{'name': 'ToggleAirPurifierModes', 'cron': '', 'period': 1800000, 'code': 'mode := false\nif (mode == false) {\n  (#AirPurifier).airPurifierFanMode_setAirPurifierFanMode(""sleep"")\n  mode = true\n} else {\n  (#AirPurifier).airPurifierFanMode_setAirPurifierFanMode(""high"")\n  mode = false\n}'}]"
습도가 30% 이하로 떨어질 때마다 가습기를 켜줘.,"[{'name': 'HumidityMonitor', 'cron': '', 'period': 100, 'code': 'if ((#HumiditySensor).relativeHumidityMeasurement_humidity <= 30) {\n  (#Humidifier).switch_on()\n}'}]"
비가 그칠 때마다 창문을 열어줘.,"[{'name': 'RainyDayAction', 'cron': '', 'period': 100, 'code': 'if ((#WeatherProvider).weatherProvider_weather == ""rain"") {\n  (#Window).windowControl_open()\n}'}]"
소리 센서 값이 30을 넘길 때마다 공기 청정기를 수면모드로 바꿔줘.,"[{'name': 'ChangeAirPurifierMode', 'cron': '', 'period': 100, 'code': 'if ((#SoundSensor).soundSensor_sound == ""detected"") {\n  wait until ((#AirPurifier).airPurifierFanMode_airPurifierFanMode != ""sleep"")\n  (#AirPurifier).airPurifierFanMode_setAirPurifierFanMode(""sleep"")\n}'}]"
습도가 50% 밑으로 떨어질 때마다 제습기를 건조모드로 작동해줘.,"[{'name': 'DehumidifierDryMode', 'cron': '', 'period': -1, 'code': 'if ((#Dehumidifier).dehumidifierMode_dehumidifierMode != ""drying"") {\n  wait until ((#HumiditySensor).relativeHumidityMeasurement_humidity < 50.0)\n  (#Dehumidifier).dehumidifierMode_setDehumidifierMode(""drying"")\n}'}]"
창문이 열릴 때마다 스피커로 '창문이 열렸습니다'라고 말해줘.,"[{'name': 'DoorOpenedAnnouncement', 'cron': '', 'period': 100, 'code': 'if ((#Window).windowControl_window == ""open"") {\n  (#Speaker).mediaPlayback_speak(""창문이 열렸습니다"")\n}'}]"
움직임이 감지될 때마다 조명의 밝기를 10씩 높여줘. 최대 밝기가 되면 그만해.,"[{'name': 'AdjustBrightnessOnMotion', 'cron': '', 'period': 100, 'code': 'maxBrightness := 100\nbrightness := (#Light).colorControl_saturation\nif (brightness < maxBrightness) {\n  brightness += 10\n  (#Light).colorControl_setSaturation(brightness)\n} else {\n  break\n}'}]"
조도가 100룩스 미만이 될 때마다 조명을 켜줘.,"[{'name': 'LightOnLowLux', 'cron': '', 'period': 100, 'code': 'if ((#LightSensor).lightLevel_light < 100) {\n  (#Light).switch_on()\n}'}]"
미세먼지 농도가 80보다 높아질 때마다 공기청정기를 강풍으로 설정해줘.,"[{'name': 'AirPurifierHighSpeed', 'cron': '', 'period': -1, 'code': 'if ((#AirQualityDetector).dustSensor_fineDustLevel > 80) {\n  (#AirPurifier).airPurifierFanMode_setAirPurifierFanMode(""high"")\n}'}]"
이산화탄소 농도가 900ppm 이상이 될때마다 벨브를 닫아줘.,"[{'name': 'CO2ThresholdAction', 'cron': '', 'period': -1, 'code': 'if ((#GasMeter).gasMeter_gasMeter >= 900) {\n  (#Valve).valve_close()\n}'}]"
온도가 30도 이상이 될 때마다 블라인드를 닫아줘.,"[{'name': 'TempThresholdAction', 'cron': '', 'period': 100, 'code': 'if ((#TemperatureSensor).temperatureMeasurement_temperature >= 30.0) {\n  (#Blind).windowShade_close()\n}'}]"
"문이 열리면 이후에 1분마다 스피커로 ""어서오세요""를 출력해줘.","[{'name': 'DoorOpenAnnouncement', 'cron': '', 'period': 60000, 'code': 'triggered := false\nif ((#DoorLock).doorControl_door == ""open"") {\n  if (triggered == false) {\n    (#Speaker).mediaPlayback_speak(""어서오세요"")\n    triggered = true\n  }\n} else {\n  triggered = false\n}'}]"
접촉센서가 닫히면 10초마다 경찰 사이렌을 울려줘.,"[{'name': 'ContactSensorPoliceSiren', 'cron': '', 'period': 10000, 'code': 'if ((#ContactSensor).contactSensor_contact == ""closed"") {\n  wait until ((#ContactSensor).contactSensor_contact == ""closed"")\n  (#Siren).sirenMode_setSirenMode(""siren"")\n  (#Clock).clock_delay(10000)\n  (#Siren).sirenMode_setSirenMode(""off"")\n}'}]"
현관문이 열리면 그 후부터 5분마다 금고를 체크해서 잠겨있지 않으면 스피커로 금고가 열려있다고 출력해줘.,"[{'name': 'CheckSafeBox', 'cron': '', 'period': 300000, 'code': 'triggered := false\nif ((#Door).doorControl_door == ""open"") {\n  wait until ((#SafeBox).safeBox_lockStatus == ""locked"")\n  triggered = true\n}\nif (triggered) {\n  (#Speaker).mediaPlayback_speak(""금고가 열려있습니다"")\n}'}]"
"누수가 감지되면 즉시 밸브를 잠그고 1분마다 스피커로 ""누수가 감지되었습니다. 대피하세요""라고 출력해줘.","[{'name': 'LeakDetectedAlert', 'cron': '', 'period': 60000, 'code': 'if ((#LeakSensor).leakSensor_leakage == ""detected"") {\n  (#Valve).valve_close()\n  (#Speaker).mediaPlayback_speak(""누수가 감지되었습니다. 대피하세요"")\n  triggered := true\n} else {\n  triggered := false\n}'}]"
연기가 감지되면 1분마다 긴급 사이렌을 5초간 울려줘.,"[{'name': 'EmergencySirenAlert', 'cron': '', 'period': 60000, 'code': 'if ((#FallDetector).fallDetection_fall == ""fall"") {\n  (#Siren).sirenMode_setSirenMode(""siren"")\n  (#Clock).clock_delay(5000)\n  (#Siren).sirenMode_setSirenMode(""off"")\n}'}]"
"자정이 되면 문을 닫고, 오전 6시까지 한 시간마다 조명을 체크해서 밝기가 30보다 크면 10으로 낮춰줘.","[{'name': 'DoorAndLightControl', 'cron': '0 0 * * *', 'period': 3600000, 'code': 'if ((#Clock).clock_hour == 0) {\n  (#Window).windowControl_close()\n}\nif ((#Clock).clock_hour < 6) {\n  lightLevel = (#LightSensor).lightLevel_light\n  if (lightLevel > 30) {\n    (#Light).switchLevel_setLevel(10)\n  }\n}'}]"
"충전기 전압이 4V 이하로 떨어지면 30분마다 ""충전 전압이 낮습니다""라고 스피커로 말해줘.","[{'name': 'LowVoltageAlert', 'cron': '', 'period': 1800000, 'code': 'voltage = (#Charger).voltageMeasurement_voltage\nif (voltage <= 4.0) {\n  (#Speaker).mediaPlayback_speak(""충전 전압이 낮습니다"")\n}'}]"
"연기가 감지되면 스피커로 화재를 알리고, 이후 5분마다 test@example.com으로 ""화재 경고""라는 제목과 ""화재가 발생했습니다. 대피하세요""라는 내용의 이메일을 보내줘.","[{'name': 'FireAlertAndEmail', 'cron': '', 'period': 300000, 'code': 'triggered := false\nif ((#SmokeDetector).smokeDetector_smoke == ""detected"") {\n  if (triggered == false) {\n    (#Speaker).mediaPlayback_speak(""화재를 알리는 소리를 들으세요."")\n    (#EmailProvider).emailProvider_sendMail(""test@example.com"", ""화재 경고"", ""화재가 발생했습니다. 대피하세요"")\n    triggered = true\n  }\n} else {\n  triggered = false\n}'}]"
건조가 끝나면 10분마다 '세탁물을 꺼내세요'라고 스피커로 말해줘.,"[{'name': 'DryEndNotification', 'cron': '', 'period': 600000, 'code': 'if ((#Dehumidifier).dehumidifierMode_dehumidifierMode == ""finished"") {\n  (#Speaker).mediaPlayback_speak(""세탁물을 꺼내세요"")\n}'}]"
움직임이 감지되면 그 뒤로 10초마다 사진을 찍어줘.,"[{'name': 'MotionPhotoCapture', 'cron': '', 'period': 10000, 'code': 'if ((#MotionSensor).motionSensor_motion == ""active"") {\n  wait until ((#MotionSensor).motionSensor_motion == ""inactive"")\n  (#Camera).camera_take()\n}'}]"
"습도가 50% 이상이 될 때마다, 그룹1 태그가 붙은 제습기를 모두 건조모드로 작동시켜.","[{'name': 'DehumidifierDryMode', 'cron': '', 'period': 100, 'code': 'if ((#Group1_Dehumidifier).dehumidifierMode_dehumidifierMode != ""drying"") {\n  (#Group1_Dehumidifier).dehumidifierMode_setDehumidifierMode(""drying"")\n}'}]"
조도가 200럭스보다 낮아질 때마다 모든 조명을 켜줘.,"[{'name': 'LightOnLowLux', 'cron': '', 'period': 100, 'code': 'if ((#LightSensor).lightLevel_light < 200) { all(#Light).switch_on() }'}]"
"상단부에 있는 조명이 켜질 때마다, 하단부에 있는 조명도 켜줘.","[{'name': 'TopLightTriggerBottomLight', 'cron': '', 'period': 100, 'code': 'topLightStatus := false\nif ((#Light_Top).switch_switch == ""on"") {\n  if (topLightStatus == false) {\n    (#Light_Bottom).switch_on()\n    topLightStatus = true\n  }\n} else {\n  topLightStatus = false\n}'}]"
"조명 태그가 붙은 버튼이 눌릴때마다, 홀수 태그가 붙은 모든 조명의 밝기를 최대로 밝혀줘.","[{'name': 'AdjustBrightness', 'cron': '', 'period': -1, 'code': 'if ((#Button).button_button == ""pushed"") {\n  all(#Odd_Light).switchLevel_setLevel(100)\n}'}]"
"로봇 태그가 붙은 버튼이 눌릴때마다, 짝수 태그 로봇청소기들을 모두 자동모드로 작동시켜줘.","[{'name': 'AutoModeForEvenTaggedRobots', 'cron': '', 'period': 100, 'code': 'if ((#Button).button_button == ""pushed"") {\n  robots = all(#RobotCleaner)\n  for (robot in robots) {\n    if (robot.tags.includes(""even"")) {\n      robot.robotCleanerCleaningMode_setRobotCleanerCleaningMode(""auto"")\n    }\n  }\n}'}]"
"문이 열릴 때마다, 복도와 거실의 조명을 모두 켜줘.","[{'name': 'DoorOpenedLightOn', 'cron': '', 'period': 100, 'code': 'if ((#DoorLock).doorControl_door == ""open"") {\n  all(#Hall_Light).switch_on()\n  all(#LivingRoom_Light).switch_on()\n}'}]"
중단 태그가 달린 버튼이 눌릴때마다 짝수 태그가 붙은 장치들을 모두 꺼줘.,"[{'name': 'ToggleOffEvenTaggedDevices', 'cron': '', 'period': -1, 'code': 'if ((#Button).button_button == ""pushed"") {\n  all(#EvenTaggedDevices).switch_off()\n}'}]"
"비가 올때마다, 모든 창문과 문을 닫아줘","[{'name': 'CloseWindowsAndDoorsWhenRainy', 'cron': '', 'period': 100, 'code': 'if ((#WeatherProvider).weatherProvider_weather == ""rain"") {\n  all(#Window).windowControl_close()\n  all(#DoorLock).doorControl_close()\n}'}]"
도어락이 잠길때마다 입구의 조명을 최대밝기로 10초 유지하다가 꺼줘.,"[{'name': 'DoorLockUnlockAlert', 'cron': '', 'period': -1, 'code': 'if ((#DoorLock).doorControl_lockStatus == ""locked"") {\n  (#Light).switch_on()\n  (#Light).switchLevel_setLevel(100)\n  (#Clock).clock_delay(10000)\n  (#Light).switch_off()\n}'}]"
입구에 움직임이 감지될 때마다 입구 조명을 최대밝기로 켰다가 3초 뒤에 꺼줘.,"[{'name': 'EntranceMotionLight', 'cron': '', 'period': 100, 'code': 'motionDetected := false\nif (motionDetected == false) {\n  wait until ((#MotionSensor).motionSensor_motion == ""active"")\n  (#Light).switchLevel_setLevel(100)\n  motionDetected = true\n} else {\n  wait until (#Clock).clock_delay(3000)\n  (#Light).switch_off()\n  motionDetected = false\n}'}]"
조도가 50럭스 미만으로 떨어질 때마다 주차장의 모든 쉐이드를 열어줘.,"[{'name': 'ShadeOpenOnLowLight', 'cron': '', 'period': 100, 'code': 'if ((#LightSensor).lightLevel_light < 50) { all(#ParkingLot_Shade).windowShade_open() }'}]"
서버 랙 습도가 70%보다 높아지면 연구실 제습기를 제습모드로 설정하고 1시간마다 습도를 다시 체크해서 50% 밑이면 제습기를 꺼줘.,"[{'name': 'DehumidifierControl', 'cron': '', 'period': 3600000, 'code': 'if ((#HumiditySensor).relativeHumidityMeasurement_humidity > 70) {\n  (#Dehumidifier).dehumidifierMode_setDehumidifierMode(""dehumidifying"")\n}\nwait until ((#HumiditySensor).relativeHumidityMeasurement_humidity < 50)\n(#Dehumidifier).switch_off()'}]"
"주차장 이산화탄소 농도가 880ppm보다 높아지면, 10초마다 ""CO2 농도 위험""이라고 주차장 스피커로 출력해줘.","[{'name': 'CO2LevelAlert', 'cron': '', 'period': 10000, 'code': 'co2High := false\nif ((#Garage).gasMeter_gasMeter > 880) {\n  if (co2High == false) {\n    (#GarageSpeaker).mediaPlayback_speak(""CO2 농도 위험"")\n    co2High = true\n  }\n} else {\n  co2High = false\n}'}]"
"거실에서 연기가 감지되면 모든 화재 경보를 울리고, 10초마다 스피커로 ""대피하세요""라고 출력해줘.","[{'name': 'FireAlarmAndAnnouncement', 'cron': '', 'period': 10000, 'code': 'triggered := false\nif ((#SmokeDetector).smokeDetector_smoke == ""detected"") {\n  if (triggered == false) {\n    all(#Alarm).alarm_siren()\n    (#Speaker).mediaPlayback_speak(""대피하세요"")\n    triggered = true\n  }\n} else {\n  triggered = false\n}'}]"
TV 30번 채널 틀어줘.,"[{'name': 'TV채널30번켜기', 'cron': '', 'period': -1, 'code': '(#Television).tvChannel_setTvChannel(30)'}]"
"1층에서 재실센서가 하나라도 감지되면, 1분마다 모든 긴급 사이렌을 3초간 울렸다 꺼줘.","[{'name': 'EmergencySirenAlert', 'cron': '', 'period': 60000, 'code': 'triggered := false\nif (triggered == false) {\n  wait until (any(#Floor1_PresenceSensor).presenceSensor_presence == ""present"")\n  (#EmergencySiren).sirenMode_setSirenMode(""siren"")\n  (#Clock).clock_delay(3000)\n  (#EmergencySiren).sirenMode_setSirenMode(""off"")\n  triggered = true\n} else {\n  break\n}'}]"
TV 30번 채널 틀어줘.,"[{'name': 'TVChannelChange', 'cron': '', 'period': -1, 'code': '(#Television).tvChannel_setTvChannel(30)'}]"
로비에서 움직임이 감지되면 30초마다 로비 사진을 찍어줘.,"[{'name': 'LobbyMotionPhoto', 'cron': '', 'period': 30000, 'code': 'if ((#MotionSensor).motionSensor_motion == ""active"") {\n  (#Camera).camera_take()\n}'}]"
"주방의 연기 감지기로 연기가 감지가 되면 거실 스피커로 10초마다 ""화재 발생""이라고 말해줘.","[{'name': 'FireAlert', 'cron': '', 'period': 10000, 'code': 'if ((#StageDetector).stageDetection_stageDetected == ""detected"") {\n  (#LivingRoomSpeaker).mediaPlayback_speak(""화재 발생"")\n}'}]"
주방의 누수 센서가 감지될 때마다 주방 카메라로 스트리밍을 시작해줘.,"[{'name': 'StreamingWhenLeakDetected', 'cron': '', 'period': -1, 'code': 'if ((#KitchenLeakSensor).leakSensor_leakage == ""detected"") {\n  (#KitchenCamera).camera_stream()\n}'}]"
마당에 있는 움직임 센서가 감지될 때마다 경찰 사이렌을 울려줘.,"[{'name': 'MotionDetectedPoliceSiren', 'cron': '', 'period': 100, 'code': 'if ((#MotionSensor).motionSensor_motion == ""active"") {\n  (#Siren).sirenMode_setSirenMode(""siren"")\n}'}]"
멀티버튼의 버튼2가 눌릴 때마다 거실의 창문을 모두 열어줘.,"[{'name': 'MultiButtonButton2Pressed', 'cron': '', 'period': -1, 'code': 'if ((#Buttonx4).buttonx4_button2 == ""pushed"") {\n  all(#LivingRoomWindow).windowControl_open()\n}'}]"
거실 블라인드를 1시간 간격으로 올렸다 내렸다 반복해줘.,"[{'name': 'BlindToggle', 'cron': '', 'period': 3600000, 'code': 'if ((#Blind).windowShadeLevel_shadeLevel == 0) {\n  (#Blind).windowShade_open()\n} else {\n  (#Blind).windowShade_close()\n}'}]"
안방 창문을 2시간마다 열었다 닫았다 반복해줘.,"[{'name': 'WindowToggle', 'cron': '', 'period': 7200000, 'code': 'if ((#Window).windowControl_window == ""closed"") {\n  (#Window).windowControl_open()\n} else {\n  (#Window).windowControl_close()\n}'}]"
회의실 에어컨의 목표 온도를 1시간마다 25와 20으로 번갈아 설정해줘.,"[{'name': 'ACTempToggle', 'cron': '', 'period': 3600000, 'code': 'if (triggered == false) {\n  (#ConferenceRoomAC).airConditionerMode_setTemperature(25)\n  triggered = true\n} else {\n  (#ConferenceRoomAC).airConditionerMode_setTemperature(20)\n  triggered = false\n}'}]"
"주차장의 차량 충전기가 완충될때마다, 스피커로 ""충전이 완료되었습니다""라고 말해줘.","[{'name': 'ChargingCompleteNotification', 'cron': '', 'period': -1, 'code': 'if ((#Charger).chargingState_chargingState == ""fullyCharged"") {\n  (#Speaker).mediaPlayback_speak(""충전이 완료되었습니다"")\n}'}]"
"회의실 문이 열릴 때마다, 조명의 밝기를 최대밝기로 켰다가 10초뒤에 꺼줘.","[{'name': 'MeetingRoomLightControl', 'cron': '', 'period': 10000, 'code': 'if ((#MeetingRoomDoor).doorControl_door == ""open"") {\n  (#Light).switchLevel_setLevel(100)\n  wait until (#Clock).clock_delay(10000)\n  (#Light).switch_off()\n}'}]"
TV 30번 채널 틀어줘.,"[{'name': 'TV채널30번켜기', 'cron': '', 'period': -1, 'code': '(#Television).tvChannel_setTvChannel(30)'}]"
TV 30번 채널 틀어줘.,"[{'name': 'TVChannelChange', 'cron': '', 'period': -1, 'code': '(#Television).tvChannel_setTvChannel(30)'}]"
TV 30번 채널 틀어줘.,"[{'name': 'TV채널30번켜기', 'cron': '', 'period': -1, 'code': '(#Television).tvChannel_setTvChannel(30)'}]"
TV 30번 채널 틀어줘.,"[{'name': 'TVChannelChange', 'cron': '', 'period': -1, 'code': '(#Television).tvChannel_setTvChannel(30)'}]"
TV 30번 채널 틀어줘.,"[{'name': 'TVChannelChange', 'cron': '', 'period': -1, 'code': '(#Television).setChannel(30)'}]"
TV 30번 채널 틀어줘.,"[{'name': 'TV채널30번켜기', 'cron': '', 'period': -1, 'code': '(#Television).tvChannel_setTvChannel(30)'}]"
TV 30번 채널 틀어줘.,"[{'name': 'TVChannelChange', 'cron': '', 'period': -1, 'code': '(#Television).tvChannel_setTvChannel(30)'}]"
TV 30번 채널 틀어줘.,"[{'name': 'TV채널30번켜기', 'cron': '', 'period': -1, 'code': '(#Television).tvChannel_setTvChannel(30)'}]"
TV 30번 채널 틀어줘.,"[{'name': 'TVChannelChange', 'cron': '', 'period': -1, 'code': '(#Television).tvChannel_setTvChannel(30)'}]"
TV 30번 채널 틀어줘.,"[{'name': 'TVChannel30', 'cron': '', 'period': -1, 'code': '(#Television).Television_SetChannel(30)'}]"
식기세척기를 건조 모드로 설정해줘.,"[{'name': 'SetDishwasherDryMode', 'cron': '', 'period': -1, 'code': '(#Dishwasher).DishwasherMode_setDishwasherMode(""dry"")'}]"
오븐의 작동 시간을 5분 늘려줘.,"[{'name': 'IncreaseOvenDuration', 'cron': '', 'period': -1, 'code': '(#Oven).ovenOperatingState_increaseDuration(5)'}]"
밥솥을 조리 모드로 30분 작동시켜.,"[{'name': 'RiceCookerCooking', 'cron': '', 'period': -1, 'code': '(#RiceCooker).RiceCookerMode_setRiceCookerMode(""cooking"")\n(#RiceCooker).RiceCookerMode_addMoreTime(1800)'}]"
사이렌을 응급모드로 울려줘.,"[{'name': 'EmergencySiren', 'cron': '', 'period': -1, 'code': '(#Siren).SirenMode_setSirenMode(""emergency"")'}]"
스피커의 볼륨을 30으로 설정해줘.,"[{'name': 'SetSpeakerVolume', 'cron': '', 'period': -1, 'code': '(#Speaker).Speaker_Volume(30)'}]"
TV 채널을 하나 내려줘.,"[{'name': 'TVChannelDown', 'cron': '', 'period': -1, 'code': '(#Television).Television_ChannelDown()'}]"
TV로 7번 채널을 틀어줘.,"[{'name': 'TVChannelChange', 'cron': '', 'period': -1, 'code': '(#Television).Television_SetChannel(7)'}]"
현재 온도를 스피커로 알려줘.,"[{'name': 'ReportCurrentTemperature', 'cron': '', 'period': -1, 'code': '(#Speaker).Speaker_Speak((#TemperatureSensor).temperatureMeasurement_temperature)'}]"
외부 온도를 스피커로 출력해줘.,"[{'name': 'ExternalTempToSpeaker', 'cron': '', 'period': -1, 'code': '(#Speaker).Speaker_Speak((#WeatherProvider).WeatherProvider_TemperatureWeather)'}]"
현재 습도를 스피커로 말해줘.,"[{'name': 'ReportHumidity', 'cron': '', 'period': -1, 'code': '(#Speaker).Speaker_Speak((#HumiditySensor).Humidity)'}]"
외부 습도를 스피커로 말해줘.,"[{'name': 'ExternalHumidityAnnouncement', 'cron': '', 'period': -1, 'code': '(#Speaker).Speaker_Speak((#WeatherProvider).weatherProvider_humidityWeather)'}]"
오늘의 날씨를 스피커로 출력해줘.,"[{'name': 'WeatherReport', 'cron': '', 'period': -1, 'code': '(#WeatherProvider).weatherProvider_GetWeatherInfo()\n(#Speaker).mediaPlayback_speak(weatherInfo)'}]"
미세먼지 농도를 스피커로 알려줘.,"[{'name': 'NotifyPM25', 'cron': '', 'period': -1, 'code': '(#Speaker).Speaker_Speak((#AirQualityDetector).dustSensor_fineDustLevel)'}]"
외부 미세먼지 농도를 스피커로 알려줘.,"[{'name': 'NotifyExternalDustLevel', 'cron': '', 'period': -1, 'code': '(#Speaker).Speaker_Speak((#WeatherProvider).weatherProvider_pm25Weather)'}]"
"클라우드로 고양이 사진을 생성하고 ""cat.png""로 저장해줘.","[{'name': 'GenerateCatPhoto', 'cron': '', 'period': -1, 'code': '(#CloudServiceProvider).CloudServiceProvider_GenerateImage(""cat.png"")'}]"
충전기의 전력소모량을 스피커로 출력해줘.,"[{'name': 'BatteryConsumptionReport', 'cron': '', 'period': -1, 'code': '(#Speaker).Speaker_Speak((#Charger).Charger_Power)'}]"
오늘의 메뉴를 스피커로 출력해줘.,"[{'name': 'TodayMenuAnnouncement', 'cron': '', 'period': -1, 'code': '(#Speaker).Speaker_Speak((#MenuProvider).Menu)'}]"
오늘의 301동 점심 메뉴를 스피커로 알려줘.,"[{'name': 'TodayLunchMenu', 'cron': '', 'period': -1, 'code': '(#MenuProvider).GetMenu(""오늘"", ""301동"", ""점심"")'}]"
클라우드 AI한테 llm이 무엇인지 질문하고 답을 스피커로 출력해줘.,"[{'name': 'AskCLoudAI', 'cron': '', 'period': -1, 'code': '(#CloudServiceProvider).ChatWithAI(""What is LLM?""); (#Speaker).Speaker_Speak((#CloudServiceProvider).ChatWithAI(""What is LLM?""))'}]"
"조명의 색조를 200, 채도는 50으로 설정해줘.","[{'name': 'SetLightColorAndBrightness', 'cron': '', 'period': -1, 'code': '(#Light).Light_SetColorAndBrightness(""200|50"")'}]"
조명 색을 노란색으로 바꿔줘.,"[{'name': 'ChangeLightColor', 'cron': '', 'period': -1, 'code': '(#Light).ColorControl_SetColor(""255|255|0"")'}]"
금고를 잠그어줘.,"[{'name': 'LockSafe', 'cron': '', 'period': -1, 'code': '(#Safe).Safe_Lock()'}]"
문을 닫아줘.,"[{'name': 'LockDoor', 'cron': '', 'period': -1, 'code': '(#Door).Door_Close()'}]"
펌프를 일반 모드로 설정해줘.,"[{'name': 'SetPumpMode', 'cron': '', 'period': -1, 'code': '(#Pump).Pump_SetPumpMode(""normal"")'}]"
로봇 청소기를 멈춰줘.,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': '(#RobotVacuumCleaner).robotVacuumCleanerMode_setRobotVacuumCleanerMode(""stop"")'}]"
"스피커로 ""music.mp3"" 재생해줘.","[{'name': 'PlayMusic', 'cron': '', 'period': -1, 'code': '(#Speaker).Speaker_Play(""music.mp3"")'}]"
스피커 볼륨을 최대로 해줘.,"[{'name': 'SetSpeakerVolumeMax', 'cron': '', 'period': -1, 'code': '(#Speaker).Speaker_Volume_setVolume(100)'}]"
식기세척기를 건조 모드로 설정해줘.,"[{'name': 'SetDishwasherDryMode', 'cron': '', 'period': -1, 'code': '(#Dishwasher).DishwasherMode_setDishwasherMode(""dry"")'}]"
오븐의 작동 시간을 5분 늘려줘.,"[{'name': 'IncreaseOvenDuration', 'cron': '', 'period': -1, 'code': '(#Oven).ovenOperatingState_increaseDuration(5)'}]"
밥솥을 조리 모드로 30분 작동시켜.,"[{'name': 'RiceCookerCooking', 'cron': '', 'period': -1, 'code': '(#RiceCooker).RiceCookerMode_setRiceCookerMode(""cooking"")\n(#RiceCooker).RiceCookerMode_addMoreTime(1800)'}]"
사이렌을 응급모드로 울려줘.,"[{'name': 'EmergencySiren', 'cron': '', 'period': -1, 'code': '(#Siren).SirenMode_setSirenMode(""emergency"")'}]"
스피커의 볼륨을 30으로 설정해줘.,"[{'name': 'SetSpeakerVolume', 'cron': '', 'period': -1, 'code': '(#Speaker).Speaker_Volume(30)'}]"
TV 채널을 하나 내려줘.,"[{'name': 'TVChannelDown', 'cron': '', 'period': -1, 'code': '(#Television).Television_ChannelDown()'}]"
TV로 7번 채널을 틀어줘.,"[{'name': 'TVChannelChange', 'cron': '', 'period': -1, 'code': '(#Television).Television_SetChannel(7)'}]"
식기세척기를 건조 모드로 설정해줘.,"[{'name': 'SetDishwasherDryMode', 'cron': '', 'period': -1, 'code': '(#Dishwasher).DishwasherMode_setDishwasherMode(""dry"")'}]"
오븐의 작동 시간을 5분 늘려줘.,"[{'name': 'IncreaseOvenDuration', 'cron': '', 'period': -1, 'code': '(#Oven).ovenOperatingState_increaseDuration(5)'}]"
밥솥을 조리 모드로 30분 작동시켜.,"[{'name': 'RiceCookerCooking', 'cron': '', 'period': -1, 'code': '(#RiceCooker).RiceCookerMode_setRiceCookerMode(""cooking"")\n(#RiceCooker).RiceCookerMode_addMoreTime(1800)'}]"
사이렌을 응급모드로 울려줘.,"[{'name': 'EmergencySiren', 'cron': '', 'period': -1, 'code': '(#Siren).SirenMode_setSirenMode(""emergency"")'}]"
