line_no,row_no,dataset_index,model_label,request_model,selected_model,command,det_pass,sdet,script_similarity,fatal_reasons,reference_script,predicted_script,predicted_services
178,178,28,local_8b (version0_13),gpt_mg.version0_13,local_8b,"창고 미세먼지가 100 이상이고 공기청정기가 자동 모드이면, 모드를 강풍 모드로 바꾸고 창고 스피커로 ""강풍 모드로 전환합니다""라고 말해줘.",True,0.564756,0.564756,,"
if ((#Warehouse #AirQualitySensor).AirQualitySensor_FineDustLevel >= 100 and (#Warehouse #AirPurifier).AirPurifier_AirPurifierMode == ""auto"") {

    (#Warehouse #AirPurifier).AirPurifier_SetAirPurifierMode(""high"")

    (#Warehouse #Speaker).Speaker_Speak(""강풍 모드로 전환합니다"")

}","if ((#DustSensor).dustSensor_fineDustLevel >= 100 && (#AirPurifier).airPurifierFanMode_airPurifierFanMode == ""auto"") {
  (#AirPurifier).airPurifierFanMode_setAirPurifierFanMode(""high"")
  (#VacuumSpeaker).mediaPlayback_speak(""강풍 모드로 전환되었습니다"")
}","airPurifierFanMode_airPurifierFanMode, airPurifierFanMode_setAirPurifierFanMode, dustSensor_fineDustLevel, mediaPlayback_speak"
179,179,29,local_8b (version0_13),gpt_mg.version0_13,local_8b,"게스트룸에 움직임이 감지되고 있고 에어컨이 꺼져 있으면, 에어컨을 자동 모드로 설정하고 목표 온도를 24도로 설정해줘.",True,0.258964,0.258964,,"
if ((#GuestRoom #MotionSensor).MotionSensor_Motion == true and (#GuestRoom #AirConditioner).Switch_Switch == false) {

    (#GuestRoom #AirConditioner).AirConditioner_SetAirConditionerMode(""auto"")

    (#GuestRoom #AirConditioner).AirConditioner_SetTargetTemperature(24)

}","if ((#MotionSensor_GuestRoom).motionSensor_motion == ""detected"" and (#AirConditioner_GuestRoom).switch_switch == ""off"") {
  (#AirConditioner_GuestRoom).airConditionerMode_setAirConditionerMode(""auto"")
  (#AirConditioner_GuestRoom).airConditionerMode_setTemperature(24)
}","airConditionerMode_setAirConditionerMode, airConditionerMode_setTemperature, motionSensor_motion, switch_switch"
180,180,30,local_8b (version0_13),gpt_mg.version0_13,local_8b,"거실 조명이 켜져 있고 조도가 50 럭스 이상이면, 거실 블라인드를 닫고 에어컨을 자동 모드로 설정해줘.",True,0.73385,0.73385,,"
if ((#LivingRoom #Light).Switch_Switch == true and (#LivingRoom #LightSensor).LightSensor_Brightness >= 50) {

    (#LivingRoom #Blind).WindowCovering_DownOrClose()

    (#LivingRoom #AirConditioner).AirConditioner_SetAirConditionerMode(""auto"")

}","if ((#Light).switch_switch == ""on"" and (#LightSensor).lightLevel_light >= 50) {
  (#Blind).windowShade_close()
  (#AirConditioner).airConditionerMode_setAirConditionerMode(""auto"")
}","airConditionerMode_setAirConditionerMode, lightLevel_light, switch_switch, windowShade_close"
181,181,1,local_8b (version0_13),gpt_mg.version0_13,local_8b,10분마다 확인해서 온도가 30도 이상이면 에어컨을 쿨모드로 설정해줘.,True,0.894118,0.894118,,"
if ((#TemperatureSensor).TemperatureSensor_Temperature >= 30) {

    (#AirConditioner).AirConditioner_SetAirConditionerMode(""cool"")

}","if ((#TemperatureSensor).temperatureMeasurement_temperature >= 30.0) {
  (#AirConditioner).airConditionerMode_setAirConditionerMode(""cool"")
}","airConditionerMode_setAirConditionerMode, temperatureMeasurement_temperature"
182,182,2,local_8b (version0_13),gpt_mg.version0_13,local_8b,"30분마다 체크해서 온도가 20도 이상, 30도 미만이면 에어컨을 자동모드로 설정하고, 30도 이상이면 쿨모드로 설정해줘.",True,0.423146,0.423146,,"
temp = (#TemperatureSensor).TemperatureSensor_Temperature

if (temp >= 20 and temp < 30) {

    (#AirConditioner).AirConditioner_SetAirConditionerMode(""auto"")

} else if (temp >= 30) {

    (#AirConditioner).AirConditioner_SetAirConditionerMode(""cool"")

}","if ((#TemperatureSensor).temperatureMeasurement_temperature >= 20.0 && (#TemperatureSensor).temperatureMeasurement_temperature < 30.0) {
  (#AirConditioner).airConditionerMode_setAirConditionerMode(""auto"")
} else if ((#TemperatureSensor).temperatureMeasurement_temperature >= 30.0) {
  (#AirConditioner).airConditionerMode_setAirConditionerMode(""cool"")
}","airConditionerMode_setAirConditionerMode, temperatureMeasurement_temperature"
183,183,3,local_8b (version0_13),gpt_mg.version0_13,local_8b,매일 자정에 도어락을 잠궈줘.,False,0.0,0.77193,unknown_services:doorControl_lock,"
(#DoorLock).DoorLock_Lock()",(#DoorLock).doorControl_lock(),doorControl_lock
184,184,4,local_8b (version0_13),gpt_mg.version0_13,local_8b,주말 오후 3시에 누수를 체크해서 감지되면 긴급 사이렌을 울려줘.,True,0.705128,0.705128,,"
if ((#LeakSensor).LeakSensor_Leakage == true) {

    (#Siren).Siren_SetSirenMode(""emergency"")
}","if ((#LeakSensor).leakSensor_leakage == ""detected"") {
  (#Siren).alarm_siren()
}","alarm_siren, leakSensor_leakage"
185,185,5,local_8b (version0_13),gpt_mg.version0_13,local_8b,매일 아침 7시에 밥솥을 재가열 모드로 설정해줘.,False,0.0,0.630631,unknown_services:microwaveMode_setMicrowaveMode,"
(#RiceCooker).RiceCooker_SetRiceCookerMode(""reheating"")","(#Microwave).microwaveMode_setMicrowaveMode(""reheating"")",microwaveMode_setMicrowaveMode
186,186,6,local_8b (version0_13),gpt_mg.version0_13,local_8b,주말 오후에 30분마다 로봇청소기를 자동모드로 작동시켜줘.,True,0.65,0.65,,"
if ((#Clock).Clock_Hour == 0) {

    break

}

(#RobotVacuumCleaner).RobotVacuumCleaner_SetRobotVacuumCleanerModeMode(""auto"")","if ((#Clock).clock_hour >= 15 && (#Clock).clock_hour < 16) {
  (#RobotCleaner).robotCleanerCleaningMode_setRobotCleanerCleaningMode(""auto"")
}","clock_hour, robotCleanerCleaningMode_setRobotCleanerCleaningMode"
187,187,7,local_8b (version0_13),gpt_mg.version0_13,local_8b,밤10시부터 자정까지 10분마다 긴급 사이렌을 울려줘.,True,0.662651,0.662651,,"
if ((#Clock).Clock_Hour == 0) {

    break

}

(#Siren).Siren_SetSirenMode(""emergency"")","if ((#Clock).clock_hour >= 22 && (#Clock).clock_hour < 24) {
  (#Siren).sirenMode_setSirenMode(""siren"")
}","clock_hour, sirenMode_setSirenMode"
188,188,8,local_8b (version0_13),gpt_mg.version0_13,local_8b,평일 오전 8시부터 자정까지 한 시간마다 카메라로 사진을 찍어줘.,True,0.377358,0.377358,,"
(#Camera).Camera_CaptureImage()","if ((#Clock).clock_hour >= 8 && (#Clock).clock_hour < 24) {
  (#Camera).camera_take()
}","camera_take, clock_hour"
189,189,9,local_8b (version0_13),gpt_mg.version0_13,local_8b,새해가 되면 로봇팔로 인사해줘.,False,0.0,0.553191,unknown_services:greet,"
(#ArmRobot).ArmRobot_Hello()",(#RobotArm).greet(),greet
190,190,10,local_8b (version0_13),gpt_mg.version0_13,local_8b,평일 오전 7시에 밥솥을 자동청소 모드로 작동해줘.,False,0.0,0.880734,unknown_services:riceCookerMode_setRiceCookerMode,"
(#RiceCooker).RiceCooker_SetRiceCookerMode(""autoClean"")","(#RiceCooker).riceCookerMode_setRiceCookerMode(""auto"")",riceCookerMode_setRiceCookerMode
191,191,11,local_8b (version0_13),gpt_mg.version0_13,local_8b,월요일과 수요일 오전 6시에 날씨 정보를 스피커로 알려줘.,True,0.521739,0.521739,,"
(#Speaker).Speaker_Speak(""현재 날씨는 "" + (#WeatherProvider).WeatherProvider_Weather + ""입니다"")",(#WeatherProvider).weatherProvider_getWeatherInfo(#Speaker.mediaPlayback_speak),weatherProvider_getWeatherInfo
192,192,12,local_8b (version0_13),gpt_mg.version0_13,local_8b,1시간마다 스피커 볼륨을 10씩 올려줘.,False,0.0,0.594286,unknown_services:mediaPlayback_setVolume,"
new = (#Speaker).Speaker_Volume + 10

if (new > 100) {

    new = 100

}

(#Speaker).Speaker_SetVolume(new)","volume = (#Speaker).mediaPlayback_volume
volume += 10
(#Speaker).mediaPlayback_setVolume(volume)",mediaPlayback_setVolume
193,193,13,local_8b (version0_13),gpt_mg.version0_13,local_8b,"월요일 아침 8시마다 금고와 도어락이 모두 잠겨있으면 스피커로 ""안전합니다""라고 말해줘.",False,0.0,0.760331,"unknown_services:doorControl_lock_state,lock_status","
if ((#Safe).Safe_SafeState == ""locked"" and (#DoorLock).DoorLock_DoorLockState == ""locked"") {

    (#Speaker).Speaker_Speak(""안전합니다"")

}","if ((#SafeBox).lock_status == ""locked"" and (#DoorLock).doorControl_lock_state == ""locked"") {
  (#Speaker).mediaPlayback_speak(""안전합니다"")
}","doorControl_lock_state, lock_status, mediaPlayback_speak"
194,194,14,local_8b (version0_13),gpt_mg.version0_13,local_8b,저녁 7시부터 10시까지 30분마다 로봇청소기를 체크해서 멈춰있으면 자동 모드로 실행시켜줘.,True,0.637363,0.637363,,"
if ((#RobotVacuumCleaner).RobotVacuumCleaner_RobotVacuumCleanerMode == ""stop"") {

    (#RobotVacuumCleaner).RobotVacuumCleaner_SetRobotVacuumCleanerModeMode(""auto"")

}","if ((#RobotCleaner).switch_switch == ""off"") {
  (#RobotCleaner).robotCleanerCleaningMode_setRobotCleanerCleaningMode(""auto"")
}","robotCleanerCleaningMode_setRobotCleanerCleaningMode, switch_switch"
195,195,15,local_8b (version0_13),gpt_mg.version0_13,local_8b,정오마다 301동 식당의 점심 메뉴를 스피커로 말해줘.,True,0.430233,0.430233,,"
menu = (#MenuProvider).MenuProvider_GetMenu(""오늘 301동식당 점심"")

(#Speaker).Speaker_Speak(""오늘 301동식당의 점심 메뉴는"" + menu + ""입니다"")","(#Speaker).mediaPlayback_speak(""301동 식당의 점심 메뉴입니다. 메뉴 내용은 [메뉴 정보] 입니다."")",mediaPlayback_speak
196,196,16,local_8b (version0_13),gpt_mg.version0_13,local_8b,오후 6시에 학생 식당의 저녁 메뉴를 스피커로 알려줘.,True,0.455696,0.455696,,"
menu = (#MenuProvider).MenuProvider_GetMenu(""오늘 학생식당 저녁"")

(#Speaker).Speaker_Speak(""오늘 학생 식당의 저녁 메뉴는"" + menu + ""입니다"")","(#Speaker).mediaPlayback_speak(""학생 식당의 저녁 메뉴는 [메뉴 정보]입니다."")",mediaPlayback_speak
197,197,17,local_8b (version0_13),gpt_mg.version0_13,local_8b,"오후 11시에 금고가 열려있거나 도어락이 열려있으면, 스피커로 ""금고와 도어락을 확인하세요""라고 말해줘.",False,0.0,0.679688,unknown_services:safe_lock_state,"
if ((#Safe).Safe_SafeState == ""unlocked"" or (#DoorLock).DoorLock_DoorLockState == ""unlocked"") {

    (#Speaker).Speaker_Speak(""금고와 도어락의 잠금 상태를 확인해 주세요."")

}","if ((#Safe).safe_lock_state == ""open"" or (#DoorLock).doorControl_door == ""open"") {
  (#Speaker).mediaPlayback_speak(""금고와 도어락을 확인하세요"")
}","doorControl_door, mediaPlayback_speak, safe_lock_state"
198,198,18,local_8b (version0_13),gpt_mg.version0_13,local_8b,"30분마다 체크해서 온도가 30도 이상이면 목표 온도를 25도로 설정하고, 23도 미만이면 26도로 설정해줘.",False,0.0,0.556122,unknown_services:heaterMode_setHeaterMode,"
temp = (#TemperatureSensor).TemperatureSensor_Temperature

if (temp >= 30) {

    (#AirConditioner).AirConditioner_SetTargetTemperature(25)

} else if (temp < 23) {

    (#AirConditioner).AirConditioner_SetTargetTemperature(26)

}","currentTemp = (#TemperatureSensor).temperatureMeasurement_temperature
if (currentTemp >= 30.0) {
  targetTemp = 25.0
} else if (currentTemp < 23.0) {
  targetTemp = 26.0
}
(#Heater).heaterMode_setHeaterMode(targetTemp)",heaterMode_setHeaterMode
199,199,19,local_8b (version0_13),gpt_mg.version0_13,local_8b,10분마다 습도를 체크해서 50 이상이면 가습기를 끄고 20 이하면 가습기를 켜고 자동모드로 설정해줘.,True,0.692708,0.692708,,"
hum = (#HumiditySensor).HumiditySensor_Humidity

if (hum >= 50) {

    (#Humidifier).Switch_Off()

} else if (hum <= 20) {

    (#Humidifier).Switch_On()

    (#Humidifier).Humidifier_SetHumidifierMode(""auto"")

}","humidity = (#HumiditySensor).relativeHumidityMeasurement_humidity
if (humidity >= 50) {
  (#Humidifier).switch_off()
} else if (humidity <= 20) {
  (#Humidifier).switch_on()
  (#Humidifier).humidifierMode_setHumidifierMode(""auto"")
}","humidifierMode_setHumidifierMode, switch_off, switch_on"
200,200,20,local_8b (version0_13),gpt_mg.version0_13,local_8b,1시간마다 미세먼지 농도를 체크해서 200 이상이면 공기청정기를 강풍모드로 설정하고 100 이하이면 미풍모드로 설정해줘.,True,0.425743,0.425743,,"
dust = (#AirQualitySensor).AirQualitySensor_FineDustLevel

if (dust >= 200) {

    (#AirPurifier).AirPurifier_SetAirPurifierMode(""high"")

} else if (dust <= 100) {

    (#AirPurifier).AirPurifier_SetAirPurifierMode(""low"")

}","pm25 = (#WeatherProvider).weatherProvider_pm25Weather
if (pm25 >= 200) {
  (#AirPurifier).airPurifierFanMode_setAirPurifierFanMode(""high"")
} else if (pm25 <= 100) {
  (#AirPurifier).airPurifierFanMode_setAirPurifierFanMode(""low"")
}",airPurifierFanMode_setAirPurifierFanMode
201,201,21,local_8b (version0_13),gpt_mg.version0_13,local_8b,5분마다 체크해서 충전기가 완충됐으면 충전기를 꺼줘.,True,0.9,0.9,,"
if ((#Charger).Charger_ChargingState == ""fullyCharged"") {

    (#Charger).Switch_Off()

}","if ((#Charger).chargingState_chargingState == ""fullyCharged"") {
  (#Charger).switch_off()
}","chargingState_chargingState, switch_off"
202,202,22,local_8b (version0_13),gpt_mg.version0_13,local_8b,크리스마스가 되면 불을 빨간색으로 바꿔줘.,False,0.0,0.346457,unknown_services:date,"
(#Light).Light_MoveToRGB(255, 0, 0)","if ((#Date).date == ""December 25"") {
  (#Light).colorControl_setColor({""RED"": 255, ""GREEN"": 0, ""BLUE"": 0})
}","colorControl_setColor, date"
203,203,23,local_8b (version0_13),gpt_mg.version0_13,local_8b,"크리스마스에 1시간마다 스피커로 ""Christmas.mp3""을 재생해줘.",True,0.744186,0.744186,,"
(#Speaker).Speaker_Play(""Christmas.mp3"")","(#Speaker).mediaPlayback_play(""Christmas.mp3"")",mediaPlayback_play
204,204,24,local_8b (version0_13),gpt_mg.version0_13,local_8b,지금부터 자정까지 30분마다 현재 시각을 스피커로 출력해줘.,True,0.411765,0.411765,,"
if ((#Clock).Clock_Hour == 0) {

    break

}

(#Speaker).Speaker_Speak(""현재 시각은 "" + (#Clock).Clock_Hour + ""시"" + (#Clock).Clock_Minute + ""분 입니다"")",(#Speaker).mediaPlayback_speak((#Clock).clock_time),mediaPlayback_speak
205,205,25,local_8b (version0_13),gpt_mg.version0_13,local_8b,지금부터 오후 3시까지 10분마다 긴급 사이렌을 5초간 울렸다 꺼줘.,True,0.084084,0.084084,,"
if ((#Clock).Clock_Hour == 15) {
 
    break

}

(#Siren).Siren_SetSirenMode(""emergency"")

delay(5 SEC)

(#Siren).Switch_Off()","triggered := false
if (triggered == false) {
  wait until ((#Clock).clock_time >= 1500)
  wait until ((#Clock).clock_time < 1500)
  (#Siren).sirenMode_setSirenMode(""siren"")
  (#Clock).clock_delay(5000)
  (#Siren).sirenMode_setSirenMode(""off"")
  triggered = true
}","clock_delay, clock_time, sirenMode_setSirenMode"
206,206,26,local_8b (version0_13),gpt_mg.version0_13,local_8b,오후 6시에 벽에 있는 홀수 태그가 붙은 블라인드 높이를 모두 50%로 조절해줘.,True,0.615385,0.615385,,"
all(#Wall #Odd #Blind).WindowCovering_SetLevel(50)",(#Blind).windowShadeLevel_setShadeLevel(50),windowShadeLevel_setShadeLevel
207,207,27,local_8b (version0_13),gpt_mg.version0_13,local_8b,주말에 2시간마다 거실에 있는 로봇 청소기들을 모두 반복 모드로 설정해줘.,True,0.526316,0.526316,,"
all(#LivingRoom #RobotVacuumCleaner).RobotVacuumCleaner_SetRobotVacuumCleanerModeMode(""repeat"")","if ((#Clock).clock_hour >= 0 and (#Clock).clock_hour < 24) {
  all(#RobotCleaner).robotCleanerCleaningMode_setRobotCleanerCleaningMode(""repeat"")
}","clock_hour, robotCleanerCleaningMode_setRobotCleanerCleaningMode"
208,208,28,local_8b (version0_13),gpt_mg.version0_13,local_8b,"그룹 2에 속한 습도 센서들을 1분마다 체크해서 모두 50% 이상이면, 모든 제습기를 리프레쉬 모드로 설정해줘.",True,0.862454,0.862454,,"
if (all(#Group2 #HumiditySensor).HumiditySensor_Humidity >= 50) {

    all(#Dehumidifier).Dehumidifier_SetDehumidifierMode(""refreshing"")

}","if (any(#Group2_HumiditySensor).relativeHumidityMeasurement_humidity >= 50) { all(#Dehumidifier).dehumidifierMode_setDehumidifierMode(""refreshing"") }","dehumidifierMode_setDehumidifierMode, relativeHumidityMeasurement_humidity"
209,209,29,local_8b (version0_13),gpt_mg.version0_13,local_8b,밤 11시에 짝수 태그가 붙은 모든 문을 닫아줘.,True,0.714286,0.714286,,"
all(#Even #Door).Door_Close()",all(#EvenTaggedDoor).windowControl_close(),windowControl_close
210,210,30,local_8b (version0_13),gpt_mg.version0_13,local_8b,매일 아침 7시에 구역1에 있는 모든 블라인드를 올려줘.,True,0.617284,0.617284,,"
all(#Sector1 #Blind).WindowCovering_UpOrOpen()",all(#Area1_Blind).windowShade_open(),windowShade_open
211,211,31,local_8b (version0_13),gpt_mg.version0_13,local_8b,밤 7시에 1층에 사람이 없으면 불을 다 꺼주고 2층은 8시에 사람이 없으면 불을 다 꺼줘.,True,0.370192,0.370192,,"
if ((#Floor1 #PresenceSensor).PresenceSensor_Presence == false) {

    all(#Floor1 #Light).Switch_Off()

}

delay(1 HOUR)

if ((#Floor2 #PresenceSensor).PresenceSensor_Presence == false) {

    all(#Floor2 #Light).Switch_Off()

}","if ((#Floor1_Presence).presenceSensor_presence == ""not present"") {
  all(#Floor1_Light).switch_off()
}
wait until ((#Clock).clock_hour == 20)
if ((#Floor2_Presence).presenceSensor_presence == ""not present"") {
  all(#Floor2_Light).switch_off()
}","clock_hour, presenceSensor_presence, switch_off"
212,212,32,local_8b (version0_13),gpt_mg.version0_13,local_8b,"섹터1의 모든 도어락을 1시간마다 확인해서, 하나라도 열려 있으면 해당 섹터의 모든 조명을 빨간색으로 바꿔줘.",True,0.610619,0.610619,,"
if (all(#Sector1 #DoorLock).DoorLock_DoorLockState ==| ""open"") {

    all(#Sector1 #Light).Light_MoveToRGB(255, 0, 0)

}","any(#Sector1_DoorLock).doorControl_door == ""open"" {
  all(#Sector1_Light).colorControl_setColor({""red"": 255, ""green"": 0, ""blue"": 0})
}","colorControl_setColor, doorControl_door"
213,213,33,local_8b (version0_13),gpt_mg.version0_13,local_8b,평일 오후 6시에 사무실의 재실 센서가 부재 상태를 나타내면 사무실 에어컨과 가습기를 전부 꺼줘.,True,0.823077,0.823077,,"
if ((#Office #PresenceSensor).PresenceSensor_Presence == false) {

    all(#Office #AirConditioner).Switch_Off()

    all(#Office #Humidifier).Switch_Off()

}","if ((#PresenceSensor).presenceSensor_presence == ""not present"") {
  all(#AirConditioner).switch_off()
  all(#Humidifier).switch_off()
}","presenceSensor_presence, switch_off"
214,214,34,local_8b (version0_13),gpt_mg.version0_13,local_8b,"아침 8시에 홀수 태그가 붙은 블라인드를 모두 열어주고, 9시에는 짝수 태그가 붙은 모든 블라인드를 열어줘.",True,0.40625,0.40625,,"
all(#Odd #Blind).WindowCovering_UpOrOpen()

delay(1 HOUR)

all(#Even #Blind).WindowCovering_UpOrOpen()",all(#OddBlind).windowShade_open(),windowShade_open
215,215,35,local_8b (version0_13),gpt_mg.version0_13,local_8b,"주말 동안 공장의 모든 펌프를 30분마다 확인해서, 켜진 펌프가 하나라도 있으면 모두 꺼주고 ""test@example.com""에게 ""위험"" 제목으로 ""펌프가 켜졌습니다""라는 내용의 메일 보내줘.",True,0.672897,0.672897,,"
if ((#Clock).Clock_Weekday != ""saturday"" and (#Clock).Clock_Weekday != ""sunday"") {

    break

}

if (all(#Factory #Pump).Switch_Switch ==| true) {

    all(#Factory #Pump).Switch_Off()

    (#EmailProvider).EmailProvider_SendMail(""test@example.com"", ""위험"", ""펌프가 켜졌습니다"")

}","pumpActive := false
if (any(#FactoryPump).switch_switch == ""on"") {
  pumpActive := true
}
if (pumpActive) {
  all(#FactoryPump).switch_off()
  (#EmailProvider).emailProvider_sendMail(""test@example.com"", ""위험"", ""펌프가 켜졌습니다"")
}","emailProvider_sendMail, switch_off, switch_switch"
216,216,36,local_8b (version0_13),gpt_mg.version0_13,local_8b,"밤 10시에 거실에 사람이 감지되면, 모든 불을 켜줘.",True,0.652406,0.652406,,"
if ((#LivingRoom #PresenceSensor).PresenceSensor_Presence == true) {

    all(#Light).Light_MoveToBrightness(100, 0)

}","if ((#OccupancySensor).presenceSensor_presence == ""present"") {
  all(#Light).switch_on()
}","presenceSensor_presence, switch_on"
217,217,37,local_8b (version0_13),gpt_mg.version0_13,local_8b,"자정에 복도에 움직임이 감지되면, 복도의 모든 조명을 100%로 켜줘.",True,0.663317,0.663317,,"
if ((#Hallway #MotionSensor).MotionSensor_Motion == true) {

    all(#Hallway #Light).Light_MoveToBrightness(100, 0)

}","if ((#MotionSensor).motionSensor_motion == ""detected"") {
  all(#FloorLight).switchLevel_setLevel(100)
}","motionSensor_motion, switchLevel_setLevel"
218,218,38,local_8b (version0_13),gpt_mg.version0_13,local_8b,"자정부터 오전 5시까지 1시간마다 체크해서 문이 하나라도 열려있으면, 복도의 조명을 모두 50%로 켜줘.",True,0.697143,0.697143,,"
if (all(#Door).Door_DoorState ==| ""open"") {

    all(#Hallway #Light).LevelControl_MoveToLevel(50, 0)

}","if (any(#RoomDoor).doorControl_door == ""open"") {
  all(#HallLight).switchLevel_setLevel(50)
}","doorControl_door, switchLevel_setLevel"
219,219,39,local_8b (version0_13),gpt_mg.version0_13,local_8b,"밤 10시부터 11시까지 움직임이 한번도 감지되지 않았으면, 모든 도어락을 잠궈줘.",False,0.0,0.544803,unknown_services:doorControl_lock,"
if ((#MotionSensor).MotionSensor_Motion == true) {

    break

}

if ((#Clock).Clock_Hour == 23) {

    all(#DoorLock).DoorLock_Lock()

    break

}","movementDetected := false
wait until ((#MotionSensor).motionSensor_motion == ""inactive"")
movementDetected = true
if (movementDetected == true) {
  all(#DoorLock).doorControl_lock()
}","doorControl_lock, motionSensor_motion"
220,220,40,local_8b (version0_13),gpt_mg.version0_13,local_8b,아침 9시에 3층의 짝수 태그가 붙은 블라인드를 모두 올려줘.,True,0.606742,0.606742,,"
all(#Floor3 #Even #Blind).WindowCovering_UpOrOpen()",all(#EvenTaggedBlind).windowShade_open(),windowShade_open
221,221,41,local_8b (version0_13),gpt_mg.version0_13,local_8b,매일 아침 8시에 조명을 켜 줘.,True,0.9,0.9,,"
(#Light).Switch_On()",(#Light).switch_on(),switch_on
222,222,42,local_8b (version0_13),gpt_mg.version0_13,local_8b,매일 아침 8시에 스피커로 ‘일어나세요’라고 말해 줘. 그리고 창문이 닫혀있으면 열어줘.,True,0.247788,0.247788,,"
(#Speaker).Speaker_Speak(""일어나세요"")

if ((#Window).ArmRobot_CurrentPosition == 0) {

    (#Window).WindowCovering_UpOrOpen()

}","if ((#Window).windowControl_window == ""closed"") {
  (#Window).windowControl_open()
}
(#Speaker).mediaPlayback_speak(""일어나세요"")","mediaPlayback_speak, windowControl_open, windowControl_window"
223,223,43,local_8b (version0_13),gpt_mg.version0_13,local_8b,오후 10시부터 11시까지 30초마다 비를 감지해서 비가 오면 창문을 닫아줘.,False,0.0,0.577778,unknown_services:rainStatus,"
if ((#Clock).Clock_Hour == 23) {

    break

}

if ((#RainSensor).RainSensor_Rain == true) {

    (#Window).WindowCovering_DownOrClose()

}","if ((#RainSensor).rainStatus == ""on"") {
  (#Window).windowControl_close()
}","rainStatus, windowControl_close"
224,224,44,local_8b (version0_13),gpt_mg.version0_13,local_8b,"주말에 5초마다 체크해서 펌프가 꺼져 있으면 켜고, 켜져 있으면 꺼줘.",True,0.186047,0.186047,,"
if ((#Clock).Clock_Weekday != ""saturday"" and (#Clock).Clock_Weekday != ""sunday"") {

    break

}

(#Pump).Switch_Toggle()","triggered := false
if ((#Pump).switch_switch == ""off"") {
  (#Pump).switch_on()
  triggered = true
} else if ((#Pump).switch_switch == ""on"") {
  (#Pump).switch_off()
  triggered = false
}","switch_off, switch_on, switch_switch"
225,225,45,local_8b (version0_13),gpt_mg.version0_13,local_8b,"15분마다 온도를 측정해서 25도 이상이면 에어컨을 냉방 모드로 켜고, 25도 미만이면 꺼줘.",True,0.560647,0.560647,,"
if ((#TemperatureSensor).TemperatureSensor_Temperature >= 25) {

    (#AirConditioner).AirConditioner_SetAirConditionerMode(""cool"")

} else {

    (#AirConditioner).Switch_Off()
}","temp = (#TemperatureSensor).temperatureMeasurement_temperature
if (temp >= 25.0) {
  (#AirConditioner).airConditionerMode_setAirConditionerMode(""cool"")
} else {
  (#AirConditioner).airConditionerMode_setAirConditionerMode(""off"")
}",airConditionerMode_setAirConditionerMode
226,226,46,local_8b (version0_13),gpt_mg.version0_13,local_8b,오후 10시부터 11시까지 5분마다 체크해서 충전이 완료되면 꺼줘.,True,0.9,0.9,,"
if ((#Charger).Charger_ChargingState == ""fullyCharged"") {

    (#Charger).Switch_Off()

}","if ((#Charger).chargingState_chargingState == ""fullyCharged"") {
  (#Charger).switch_off()
}","chargingState_chargingState, switch_off"
227,227,47,local_8b (version0_13),gpt_mg.version0_13,local_8b,오전 8시에 고효율 태그가 붙은 공기청정기를 켜고 자동모드로 설정해줘.,True,0.911504,0.911504,,"
(#HighEfficiency #AirPurifier).Switch_On()

(#HighEfficiency #AirPurifier).AirPurifier_SetAirPurifierMode(""auto"")","(#HighEfficiencyAirPurifier).switch_on()
(#HighEfficiencyAirPurifier).airPurifierFanMode_setAirPurifierFanMode(""auto"")","airPurifierFanMode_setAirPurifierFanMode, switch_on"
228,228,48,local_8b (version0_13),gpt_mg.version0_13,local_8b,오후 6시에 창문이 하나라도 열려있으면 모두 닫아줘.,True,0.595238,0.595238,,"
if (all(#Window).ArmRobot_CurrentPosition >| 0) {

    all(#Window).WindowCovering_DownOrClose()

}","if (any(#Window).windowControl_window == ""open"") {
  all(#Window).windowControl_close()
}","windowControl_close, windowControl_window"
229,229,49,local_8b (version0_13),gpt_mg.version0_13,local_8b,오후 1시에 블라인드를 모두 열어줘.,True,0.625,0.625,,"
all(#Blind).WindowCovering_UpOrOpen()",(#Blind).windowShade_open(),windowShade_open
230,230,50,local_8b (version0_13),gpt_mg.version0_13,local_8b,오후 6시부터 8시까지 1층에 사람이 감지되면 1층 불을 다 켜줘.,True,0.650485,0.650485,,"
if ((#Clock).Clock_Hour >= 20) {

    break

}

if ((#Floor1 #PresenceSensor).PresenceSensor_Presence == true) {

    all(#Floor1 #Light).Switch_On()

}","if ((#OccupancySensor).presenceSensor_presence == ""present"") {
  all(#Light).switch_on()
}","presenceSensor_presence, switch_on"
231,231,1,local_8b (version0_13),gpt_mg.version0_13,local_8b,1시간마다 문을 열었다 닫았다 반복해줘.,False,0.0,0.548223,unknown_services:windowControl_door,"
open := false

if (open == false) {

    (#Door).Door_Open()

    open = true

} else {

    (#Door).Door_Close()

    open = false

}","if ((#Door).windowControl_door == ""closed"") {
  (#Door).windowControl_open()
} else {
  (#Door).windowControl_close()
}","windowControl_close, windowControl_door, windowControl_open"
232,232,2,local_8b (version0_13),gpt_mg.version0_13,local_8b,오후 1시부터 3시까지 5분마다 벨브를 열었다 닫았다 반복해줘.,False,0.0,0.262857,unknown_services:bell_toggle,"
open := false

if (open == false) {

    (#Valve).Valve_Open()

    open = true

} else {

    (#Valve).Valve_Close()

    open = false

}",if ((#Clock).clock_time >= 1300 and (#Clock).clock_time < 1500) { (#Bell).bell_toggle() },"bell_toggle, clock_time"
