index,category_analysis,selected,test_no,command,command_english,joi_gt,connected_devices_dict,options_dict,sa_result
410,7,1,14,실시간으로 확인하여 재실 센서가 감지 상태일 때마다 10초 대기 후 조명의 밝기를 현재 밝기로 맞춰줘.,Check in real-time to adjust lights to their current brightness after a 10-second wait whenever an occupancy sensor is detected.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 100, ""code"": ""wait until((#OccupancySensor).presenceSensor_presence == \""present\"")\n(#Clock).clock_delay(10000)\nlevel = (#Light).switchLevel_level\n(#Light).switchLevel_setLevel(level, 1)""}",,," 
{""name"": ""Scenario1"",""cron"": """",""period"": 100,""code"": ""prev_presence := (#PresenceSensor).presenceSensor_presence\npresence = (#PresenceSensor).presenceSensor_presence\nif ((prev_presence != 'present') and (presence == 'present')) {\n    (#Clock).clock_delay(10000)\n    level = (#Light).switchLevel_level\n    (#Light).switchLevel_setLevel(level, 0)\n}\nprev_presence = presence""}"
411,7,1,14,TV가 꺼져 있으면 10초 대기 후 다시 TV를 확인하여 켜져 있으면 TV를 켜 줘.,"If the TV is off, wait 10 seconds, then check the TV again and turn it on if it's on.","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Television).switch_switch == \""off\"") {\n(#Clock).clock_delay(10000)\nif ((#Television).switch_switch == \""on\"") {\n(#Television).switch_on()\n}\n}""}",,," 
{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""if ((#Television).switch_switch == 'off') {\n    (#Clock).clock_delay(10000)\n    if ((#Television).switch_switch == 'on') {\n        (#Television).switch_on()\n    }\n}""}"
412,3,1,14,"월, 수, 금에 실시간으로 확인하여 창문이 열려 있지 않으면 창문을 닫아 줘.","Check in real-time on Mon, Wed, Fri and close the window if it's not open.","{""name"": ""Scenario1"", ""cron"": ""0 0 * * 1,3,5"", ""period"": 100, ""code"": ""if ((#Window).windowControl_window != \""open\"") {\n(#Window).windowControl_close()\n}""}",,," 
{""name"": ""Scenario1"",""cron"": ""* * * * 1,3,5"",""period"": -1,""code"": ""if ((#Window).windowControl_window != 'open') { (#Window).windowControl_close() }""}"
413,7,1,15,"매주 평일 오전 9시 창문이 닫혀 있고 이산화탄소 농도가 1000ppm 이상이며 기온이 30도 이상이면, 5초 후 창문을 열고, 팬이 꺼져 있으면 켜 줘. 그 후, 실시간으로 확인하여 1분 연속으로 미세먼지 농도가 50 이상으로 유지되면 창문을 다시 닫고, 팬도 꺼 줘. 만약 그 때 온실 내 습도가 40% 이하이면 가습기를 작동시켜 줘. 또한 마찬가지로 그 때 토양 습도가 25% 이하이고 관개 장치가 꺼져 있으면 물을 줘.","Every weekday at 9 a.m., if the windows are closed, the carbon dioxide concentration is above 1000 ppm, and the temperature is above 30 degrees, open the windows after 5 seconds and turn on the fans if they are off.Then, check in real time and if the particulate matter concentration remains above 50 for one continuous minute, close the windows again and turn off the fans.If the humidity in the greenhouse is below 40% at that time, turn on the humidifier. Similarly, if the soil humidity is below 25% and the irrigation is turned off, water the plants.","{""name"": ""Scenario1"", ""cron"": ""0 9 * * 1-5"", ""period"": 100, ""code"": ""phase := 0\nconsecutive_time := 0\nif ((#Clock).clock_weekday == \""saturday\"") or ((#Clock).clock_weekday == \""sunday\"") {\nbreak\n}\n\nif (phase == 0) {\nif ((#Window).windowControl_window == \""closed\"") and \n((#AirQualityDetector).carbonDioxideMeasurement_carbonDioxide >= 1000.0) and \n((#AirQualityDetector).temperatureMeasurement_temperature >= 30.0) {\n(#Clock).clock_delay(5000)\n(#Window).windowControl_open()\n\nif ((#Fan).switch_switch == \""off\"") {\n(#Fan).switch_on()\n}\n\nphase = 1  \n}\n} \nelse if (phase == 1) {\nif ((#AirQualityDetector).dustSensor_fineDustLevel >= 50) {\nconsecutive_time = consecutive_time + 100  \n} else {\nconsecutive_time = 0\n}\nif (consecutive_time >= 60000) {\n(#Window).windowControl_close()\n(#Fan).switch_off()\n\nif ((#HumiditySensor).relativeHumidityMeasurement_humidity <= 40.0) {\n(#Humidifier).switch_on()\n}\n\nif ((#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity <= 25.0) and ((#Irrigator).switch_switch == \""off\"") {\n(#Irrigator).switch_on()\n}\n\nbreak\n}\n}""}",,," 
{""name"": ""Scenario1"",""cron"": ""0 9 * * 1-5"",""period"": 0,""code"": ""triggered1 := false\nif ((#Window).windowControl_window == 'closed' and (#AirQualityDetector).carbonDioxideMeasurement_carbonDioxide >= 1000 and (#AirQualityDetector).temperatureMeasurement_temperature >= 30) {\n    if (triggered1 == false) {\n        (#Clock).clock_delay(5000)\n        (#Window).windowControl_open()\n        if ((#Fan).switch_switch == 'off') {\n            (#Fan).switch_on()\n        }\n        triggered1 = true\n        triggered2 := false\n        dust_high_count := 0\n    }\n}\nif (triggered1 == true and triggered2 == false) {\n    if ((#AirQualityDetector).dustSensor_fineDustLevel >= 50) {\n        dust_high_count = dust_high_count + 1\n    } else {\n        dust_high_count = 0\n    }\n    if (dust_high_count >= 60) {\n        (#Window).windowControl_close()\n        (#Fan).switch_off()\n        if ((#HumiditySensor).relativeHumidityMeasurement_humidity <= 40) {\n            (#Humidifier).switch_on()\n        }\n        if ((#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity <= 25 and (#Irrigator).switch_switch == 'off') {\n            (#Irrigator).irrigatorOperatingState_startWatering()\n        }\n        triggered2 = true\n        break\n    }\n}""}"
418,7,1,15,매일 밤 10시에 하단부에 있는 창문이 열려 있고 짝수 태그가 붙은 조명이 켜져 있으면 사이렌을 울려 줘. 사이렌을 울렸다면 5초 후 블라인드를 닫아 줘. 사이렌을 울렸는지 상관 없이 5초 후부터는 실시간으로 확인해서 홀수 태그가 붙은 문이 두 번 열렸다 닫히면 커튼을 닫아 줘. 커튼을 닫은 후 문이 두 번 열린 총 시간만큼 알람의 경광등을 켰다가 꺼 줘.,"Sound the siren every night at 10 p.m. if the window located at the bottom is open and a light with an even-numbered tag is on. If the siren is sounded, close the blinds after 5 seconds. Starting 5 seconds later, regardless of whether the siren was triggered, monitor in real-time: when a door with an odd-numbered tag has opened and closed twice in total, close the curtains. After closing the curtains, turn on the alarm's strobe for the total duration the door remained open across the two events, then turn it off.","{""name"": ""Scenario1"", ""cron"": ""0 22 * * *"", ""period"": 100, ""code"": ""state := 0\nsiren_triggered := false\ndoor_open_flag := false\ndoor_open_count := 0\nfirst_open_start := 0\nfirst_open_end := 0\nsecond_open_start := 0\nsecond_open_end := 0\n\nif (state == 0) {\nif ((#Window #Lower).windowControl_window == \""open\"" and (#Light #Even).switch_switch == \""on\"") {\n(#Alarm).alarm_siren()\nsiren_triggered = true\n}\n(#Clock).clock_delay(5000)\nstate = 1\n}\n\nif (state == 1) {\nif (siren_triggered == true) {\n(#Blind).blind_close()\n}\nstate = 2\n}\n\nif (state == 2 and door_open_count >= 2) {\n(#Curtain).curtain_close()\ntotal_time = (first_open_end - first_open_start) + (second_open_end - second_open_start)\ntotal_time = total_time * 1000\n(#Alarm).alarm_siren()\n(#Clock).clock_delay(total_time)\n(#Alarm).alarm_off()\nbreak\n}\n\nif ((#DoorLock #Odd).doorControl_door == \""open\"" and door_open_flag == false) {\ndoor_open_flag = true\nnow = (#Clock).clock_timestamp\ndoor_open_count = door_open_count + 1\nif (door_open_count == 1) {\nfirst_open_start = now\n} else if (door_open_count == 2) {\nsecond_open_start = now\n}\n}\nif ((#DoorLock #Odd).doorControl_door == \""closed\"" and door_open_flag == true) {\ndoor_open_flag = false\nnow = (#Clock).clock_timestamp\nif (door_open_count == 1) {\nfirst_open_end = now\n} else if (door_open_count == 2) {\nsecond_open_end = now\n}\n}""}",,," 
{""name"": ""Scenario1"",""cron"": ""0 22 * * *"",""period"": 100,""code"": ""triggered_siren := false\ntriggered_blind := false\ntriggered_curtain := false\ntriggered_strobe := false\nprev_door_state := (any(#Odd #Door)).doorControl_door\ndoor_count := 0\ndoor_open_time := 0\ndoor_total_open_time := 0\nif (((#Window #bottom).windowControl_window == 'open') and (any(#Even #Light).switch_switch == 'on')) {\n    (#Siren).sirenMode_setSirenMode('siren')\n    triggered_siren = true\n}\nif (triggered_siren == true and triggered_blind == false) {\n    (#Clock).clock_delay(5000)\n    (#Blind #bottom).blind_close()\n    triggered_blind = true\n}\nif (triggered_blind == true and triggered_curtain == false) {\n    door_state = (any(#Odd #Door)).doorControl_door\n    if ((prev_door_state == 'open') and (door_state == 'closed')) {\n        door_count = door_count + 1\n        door_total_open_time = door_total_open_time + ((#Clock).clock_timestamp() - door_open_time)\n    }\n    if ((prev_door_state == 'closed') and (door_state == 'open')) {\n        door_open_time = (#Clock).clock_timestamp()\n    }\n    prev_door_state = door_state\n    if (door_count >= 2) {\n        (#Curtain).curtain_close()\n        triggered_curtain = true\n    }\n}\nif (triggered_curtain == true and triggered_strobe == false) {\n    strobe_start_time := (#Clock).clock_timestamp()\n    (#Alarm).alarm_strobe()\n    if ((#Clock).clock_timestamp() - strobe_start_time >= door_total_open_time) {\n        (#Alarm).alarm_off()\n        triggered_strobe = true\n        break\n    }\n}""}"
430,1,1,-,팔을 위로 들어.,Raise your arm up.,{},,,"Error code: '',
Error Message: Parsing error occurred. Check for issues with line breaks or quotation marks. (No matching device/service for ""팔"")"
431,8,1,-,그룹1번의 습도가 하나라도 30미만이 되면 그룹1번의 관개장치를 켜줘.,Turn on Group 1’s irrigator if any of the humidity levels go below 30.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""wait until(any(#Group1 #HumiditySensor).relativeHumidityMeasurement_humidity<30))\n (#Group1 #Irrigator).irrigatorOperatingState_startWatering()""
}","{'Group1_HumiditySensor_Left': {'category': 'HumiditySensor', 'tags': ['Group1', 'Left', 'HumiditySensor']}, 'Group2_HumiditySensor_Right': {'category': 'HumiditySensor', 'tags': ['Group2', 'Right', 'HumiditySensor']}, 'Group1_HumiditySensor_Center': {'category': 'HumiditySensor', 'tags': ['Group1', 'Center', 'HumiditySensor']}, 'Group2_HumiditySensor_Center': {'category': 'HumiditySensor', 'tags': ['Group2', 'Center', 'HumiditySensor']}, 'Group1_Irrigator_Left': {'category': 'Irrigator', 'tags': ['Group1', 'Left', 'Irrigator']}, 'Group2_Irrigator_Right': {'category': 'Irrigator', 'tags': ['Group2', 'Right', 'Irrigator']}, 'Group1_Irrigator_Row1': {'category': 'Irrigator', 'tags': ['Group1', 'Row1', 'Irrigator']}, 'Group2_Irrigator_Row2': {'category': 'Irrigator', 'tags': ['Group2', 'Row2', 'Irrigator']}}",," 
{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""wait until (any(#Group1 #HumiditySensor).relativeHumidityMeasurement_humidity < 30)\nany(#Group1 #Irrigator).irrigatorOperatingState_startWatering()""}"
432,8,1,-,홀수 태그가 붙은 창문이 하나라도 열려 있으면 홀수 블라인드를 닫아 줘.,"If any of the odd-tagged windows are open, close the odd blinds.","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if (any(#Odd #Window).windowControl_window == \""open\"") {\n(#Odd #Blind).blind_close()\n}""}","{'SectorA_Window_Left_Odd': {'category': 'Window', 'tags': ['SectorA', 'Left', 'Odd', 'Window']}, 'SectorB_Window_Right_Odd': {'category': 'Window', 'tags': ['SectorB', 'Right', 'Odd', 'Window']}, 'SectorA_Window_Wall_Odd': {'category': 'Window', 'tags': ['SectorA', 'Wall', 'Odd', 'Window']}, 'SectorB_Window_Center_Odd': {'category': 'Window', 'tags': ['SectorB', 'Center', 'Odd', 'Window']}, 'SectorA_Blind_Left_Odd': {'category': 'Blind', 'tags': ['SectorA', 'Left', 'Odd', 'Blind']}, 'SectorB_Blind_Right_Odd': {'category': 'Blind', 'tags': ['SectorB', 'Right', 'Odd', 'Blind']}, 'SectorA_Blind_Wall_Odd': {'category': 'Blind', 'tags': ['SectorA', 'Wall', 'Odd', 'Blind']}, 'SectorB_Blind_Center_Odd': {'category': 'Blind', 'tags': ['SectorB', 'Center', 'Odd', 'Blind']}, 'SectorA_Window_Left_Even': {'category': 'Window', 'tags': ['SectorA', 'Left', 'Even', 'Window']}, 'SectorB_Window_Right_Even': {'category': 'Window', 'tags': ['SectorB', 'Right', 'Even', 'Window']}, 'SectorA_Window_Wall_Even': {'category': 'Window', 'tags': ['SectorA', 'Wall', 'Even', 'Window']}, 'SectorB_Window_Center_Even': {'category': 'Window', 'tags': ['SectorB', 'Center', 'Even', 'Window']}, 'SectorA_Blind_Left_Even': {'category': 'Blind', 'tags': ['SectorA', 'Left', 'Even', 'Blind']}, 'SectorB_Blind_Right_Even': {'category': 'Blind', 'tags': ['SectorB', 'Right', 'Even', 'Blind']}, 'SectorA_Blind_Wall_Even': {'category': 'Blind', 'tags': ['SectorA', 'Wall', 'Even', 'Blind']}, 'SectorB_Blind_Center_Even': {'category': 'Blind', 'tags': ['SectorB', 'Center', 'Even', 'Blind']}}",,"{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""if (any(#Odd #Window).windowControl_window == 'open') {all(#Odd #Blind).blind_close()}""}"
433,8,1,-,상단부에 있는 조명과 커튼이 모두 꺼져 있으면 스피커를 켜 줘.,"If all the top lights and curtains are off, turn on the speaker.","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((all(#Upper #Light).switch_switch == \""off\"") and (all(#Curtain).curtain_curtain == \""closed\"")) {\n(#Speaker).switch_on()\n}""}","{'SectorA_Light_Upper_Left': {'category': 'Light', 'tags': ['SectorA', 'Upper', 'Left', 'Light']}, 'SectorB_Light_Lower_Right': {'category': 'Light', 'tags': ['SectorB', 'Lower', 'Right', 'Light']}, 'SectorA_Light_Upper_Center': {'category': 'Light', 'tags': ['SectorA', 'Upper', 'Center', 'Light']}, 'SectorB_Light_Lower_Left': {'category': 'Light', 'tags': ['SectorB', 'Lower', 'Left', 'Light']}, 'SectorA_Curtain_Upper_Left': {'category': 'Curtain', 'tags': ['SectorA', 'Upper', 'Left', 'Curtain']}, 'SectorB_Curtain_Lower_Right': {'category': 'Curtain', 'tags': ['SectorB', 'Lower', 'Right', 'Curtain']}, 'SectorA_Curtain_Upper_Center': {'category': 'Curtain', 'tags': ['SectorA', 'Upper', 'Center', 'Curtain']}, 'SectorB_Curtain_Lower_Left': {'category': 'Curtain', 'tags': ['SectorB', 'Lower', 'Left', 'Curtain']}, 'SectorA_Speaker_Lower_Left': {'category': 'Speaker', 'tags': ['SectorA', 'Lower', 'Left', 'Speaker']}, 'SectorB_Speaker_Upper_Right': {'category': 'Speaker', 'tags': ['SectorB', 'Upper', 'Right', 'Speaker']}, 'SectorA_Speaker_Lower_Center': {'category': 'Speaker', 'tags': ['SectorA', 'Lower', 'Center', 'Speaker']}, 'SectorB_Speaker_Upper_Left': {'category': 'Speaker', 'tags': ['SectorB', 'Upper', 'Left', 'Speaker']}}",," 
{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""if ((#Top #Light).switch_switch == 'off' and (#Top #Curtain).curtain_curtain == 'closed') {(#Speaker).switch_on()}""}"
434,8,1,-,그룹2번의 습도가 모두 80을 초과하면 관개장치를 꺼 줘.,Turn off the irrigator if all humidity levels in Group 2 exceed 80.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""wait until(all(#Group2 #HumiditySensor).relativeHumidityMeasurement_humidity > 80) {\n(#Group2 #Irrigator).switch_off()\n}""}","{'Group1_HumiditySensor_Left': {'category': 'HumiditySensor', 'tags': ['Group1', 'Left', 'HumiditySensor']}, 'Group1_HumiditySensor_Right': {'category': 'HumiditySensor', 'tags': ['Group1', 'Right', 'HumiditySensor']}, 'Group1_HumiditySensor_Center': {'category': 'HumiditySensor', 'tags': ['Group1', 'Center', 'HumiditySensor']}, 'Group1_Irrigator_Left': {'category': 'Irrigator', 'tags': ['Group1', 'Left', 'Irrigator']}, 'Group1_Irrigator_Right': {'category': 'Irrigator', 'tags': ['Group1', 'Right', 'Irrigator']}, 'Group1_Irrigator_Center': {'category': 'Irrigator', 'tags': ['Group1', 'Center', 'Irrigator']}, 'Group2_HumiditySensor_Upper': {'category': 'HumiditySensor', 'tags': ['Group2', 'Upper', 'HumiditySensor']}, 'Group2_HumiditySensor_Lower': {'category': 'HumiditySensor', 'tags': ['Group2', 'Lower', 'HumiditySensor']}, 'Group2_HumiditySensor_Center': {'category': 'HumiditySensor', 'tags': ['Group2', 'Center', 'HumiditySensor']}, 'Group2_Irrigator_Upper': {'category': 'Irrigator', 'tags': ['Group2', 'Upper', 'Irrigator']}, 'Group2_Irrigator_Lower': {'category': 'Irrigator', 'tags': ['Group2', 'Lower', 'Irrigator']}, 'Group2_Irrigator_Center': {'category': 'Irrigator', 'tags': ['Group2', 'Center', 'Irrigator']}}",,"{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""if (all(#Group2 #HumiditySensor).relativeHumidityMeasurement_humidity > 80) { (#Irrigator).switch_off() }""}"
435,8,1,-,홀수 태그의 커튼이 열려 있고 상단부 조명이 꺼져 있으면 창문을 열어 줘.,"If the odd-tagged curtains are open and the upper lights are off, open the window.","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Odd #Curtain).curtain_curtain == \""open\"") and (all(#Upper #Light).switch_switch == \""off\"")) {\n(#Window).windowControl_open()\n}""}","{'SectorA_Curtain_Odd': {'category': 'Curtain', 'tags': ['SectorA', 'Odd', 'Curtain']}, 'SectorB_Curtain_Even': {'category': 'Curtain', 'tags': ['SectorB', 'Even', 'Curtain']}, 'SectorA_Light_Upper_Left': {'category': 'Light', 'tags': ['SectorA', 'Upper', 'Left', 'Light']}, 'SectorB_Light_Upper_Right': {'category': 'Light', 'tags': ['SectorB', 'Upper', 'Right', 'Light']}, 'SectorA_Light_Lower_Center': {'category': 'Light', 'tags': ['SectorA', 'Lower', 'Center', 'Light']}, 'SectorB_Light_Lower_Left': {'category': 'Light', 'tags': ['SectorB', 'Lower', 'Left', 'Light']}, 'SectorA_Window_Left_Odd': {'category': 'Window', 'tags': ['SectorA', 'Left', 'Odd', 'Window']}, 'SectorB_Window_Right_Even': {'category': 'Window', 'tags': ['SectorB', 'Right', 'Even', 'Window']}, 'SectorA_Window_Center_Odd': {'category': 'Window', 'tags': ['SectorA', 'Center', 'Odd', 'Window']}, 'SectorB_Window_Left_Even': {'category': 'Window', 'tags': ['SectorB', 'Left', 'Even', 'Window']}, 'SectorA_Curtain_Even': {'category': 'Curtain', 'tags': ['SectorA', 'Even', 'Curtain']}, 'SectorB_Curtain_Odd': {'category': 'Curtain', 'tags': ['SectorB', 'Odd', 'Curtain']}}",,"{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""if (((#Odd #Curtain).curtain_curtain == 'open') and ((#Top #Light).switch_switch == 'off')) {(#Window).windowControl_open()}""}"
436,8,1,-,거실 불을 모두 켜줘,Turn on all the lights in the living room.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""all(#Livingroom #Light).switch_on()""}","{'Livingroom_Light_Left': {'category': 'Light', 'tags': ['Livingroom', 'Left', 'Light']}, 'Livingroom_Light_Right': {'category': 'Light', 'tags': ['Livingroom', 'Right', 'Light']}, 'Livingroom_Light_Center': {'category': 'Light', 'tags': ['Livingroom', 'Center', 'Light']}, 'Livingroom_Light_Upper_Left': {'category': 'Light', 'tags': ['Livingroom', 'Upper', 'Left', 'Light']}, 'Livingroom_Light_Upper_Right': {'category': 'Light', 'tags': ['Livingroom', 'Upper', 'Right', 'Light']}, 'Livingroom_Light_Lower_Left': {'category': 'Light', 'tags': ['Livingroom', 'Lower', 'Left', 'Light']}, 'Livingroom_Light_Lower_Right': {'category': 'Light', 'tags': ['Livingroom', 'Lower', 'Right', 'Light']}, 'Livingroom_Light_Upper_Center': {'category': 'Light', 'tags': ['Livingroom', 'Upper', 'Center', 'Light']}}",,"{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""all(#Light).switch_on()""}"
437,8,1,-,하우스A 모두 닫아줘.,Close everything in House A.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""all(#SectorA).blind_close()""}","{'s_blind_1': {'category': 'Blind', 'tags': ['SectorA', 'odd', 'Blind']}, 's_blind_3': {'category': 'Blind', 'tags': ['SectorA', 'odd', 'Blind']}, 's_blind_2': {'category': 'Blind', 'tags': ['SectorB', 'even', 'Blind']}, 's_blind_4': {'category': 'Blind', 'tags': ['SectorB', 'even', 'Blind']}, 'center_blind_main': {'category': 'Blind', 'tags': ['Center', 'Blind']}, 'center_blind_aux': {'category': 'Blind', 'tags': ['Center', 'Blind']}}",,"{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""all(#하우스A #Blind).blind_close()""}"
438,8,1,-,그룹1번 태그 모두 꺼줘.,Turn off everything with Group 1’s tag.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""all(#Group1).switch_off()\n
all(#Group1).alarm_off()""}","{'Group1_Light_Upper_Left': {'category': 'Light', 'tags': ['Group1', 'Upper', 'Left', 'Light']}, 'Group1_Light_Upper_Right': {'category': 'Light', 'tags': ['Group1', 'Upper', 'Right', 'Light']}, 'Group1_Light_Lower_Left': {'category': 'Light', 'tags': ['Group1', 'Lower', 'Left', 'Light']}, 'Group1_Light_Lower_Right': {'category': 'Light', 'tags': ['Group1', 'Lower', 'Right', 'Light']}, 'Group1_Light_Upper_Center': {'category': 'Light', 'tags': ['Group1', 'Upper', 'Center', 'Light']}, 'Group1_Light_Lower_Center': {'category': 'Light', 'tags': ['Group1', 'Lower', 'Center', 'Light']}, 'Group1_Alarm_Upper_Left': {'category': 'Alarm', 'tags': ['Group1', 'Upper', 'Left', 'Alarm']}, 'Group1_Alarm_Upper_Right': {'category': 'Alarm', 'tags': ['Group1', 'Upper', 'Right', 'Alarm']}, 'Group1_Alarm_Lower_Left': {'category': 'Alarm', 'tags': ['Group1', 'Lower', 'Left', 'Alarm']}, 'Group1_Alarm_Lower_Right': {'category': 'Alarm', 'tags': ['Group1', 'Lower', 'Right', 'Alarm']}, 'Group2_Light_Upper_Left': {'category': 'Light', 'tags': ['Group2', 'Upper', 'Left', 'Light']}, 'Group2_Light_Upper_Right': {'category': 'Light', 'tags': ['Group2', 'Upper', 'Right', 'Light']}, 'Group2_Light_Lower_Left': {'category': 'Light', 'tags': ['Group2', 'Lower', 'Left', 'Light']}, 'Group2_Light_Lower_Right': {'category': 'Light', 'tags': ['Group2', 'Lower', 'Right', 'Light']}, 'Group2_Light_Upper_Center': {'category': 'Light', 'tags': ['Group2', 'Upper', 'Center', 'Light']}, 'Group2_Light_Lower_Center': {'category': 'Light', 'tags': ['Group2', 'Lower', 'Center', 'Light']}, 'Group2_Alarm_Upper_Left': {'category': 'Alarm', 'tags': ['Group2', 'Upper', 'Left', 'Alarm']}, 'Group2_Alarm_Lower_Right': {'category': 'Alarm', 'tags': ['Group2', 'Lower', 'Right', 'Alarm']}, 'Group1_Dehumidifier_Left': {'category': 'Dehumidifier', 'tags': ['Group1', 'Left', 'Dehumidifier']}, 'Group1_Dehumidifier_Right': {'category': 'Dehumidifier', 'tags': ['Group1', 'Right', 'Dehumidifier']}, 'Group1_Dehumidifier_Center': {'category': 'Dehumidifier', 'tags': ['Group1', 'Center', 'Dehumidifier']}, 'Group1_Dehumidifier_Upper_Left': {'category': 'Dehumidifier', 'tags': ['Group1', 'Upper', 'Left', 'Dehumidifier']}, 'Group1_Dehumidifier_Upper_Right': {'category': 'Dehumidifier', 'tags': ['Group1', 'Upper', 'Right', 'Dehumidifier']}, 'Group1_Dehumidifier_Lower_Left': {'category': 'Dehumidifier', 'tags': ['Group1', 'Lower', 'Left', 'Dehumidifier']}, 'Group1_Dehumidifier_Lower_Right': {'category': 'Dehumidifier', 'tags': ['Group1', 'Lower', 'Right', 'Dehumidifier']}, 'Group1_Dehumidifier_Upper_Center': {'category': 'Dehumidifier', 'tags': ['Group1', 'Upper', 'Center', 'Dehumidifier']}, 'Group1_Dehumidifier_Lower_Center': {'category': 'Dehumidifier', 'tags': ['Group1', 'Lower', 'Center', 'Dehumidifier']}, 'Group1_Dehumidifier_Back': {'category': 'Dehumidifier', 'tags': ['Group1', 'Back', 'Dehumidifier']}}",,"{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""all(#Group1 #Light).switch_off()""}"
439,8,1,-,상단부가 모두 꺼져있거나 닫혀있으면 모두 꺼줘.,"If everything in the upper area is either off or closed, turn off everything in the upper area.","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((all(#Upper).switch_switch == \""off\"") and (all(#Upper).curtain_curtain == \""closed\"")) {\n(#Upper).switch_off()\n}""}","{'Light_Upper_Left': {'category': 'Light', 'tags': ['Upper', 'Left', 'Light']}, 'Light_Upper_Right': {'category': 'Light', 'tags': ['Upper', 'Right', 'Light']}, 'Light_Upper_Center': {'category': 'Light', 'tags': ['Upper', 'Center', 'Light']}, 'Light_Lower_Left': {'category': 'Light', 'tags': ['Lower', 'Left', 'Light']}, 'Light_Lower_Right': {'category': 'Light', 'tags': ['Lower', 'Right', 'Light']}, 'Light_Lower_Center': {'category': 'Light', 'tags': ['Lower', 'Center', 'Light']}, 'Curtain_Upper_Left': {'category': 'Curtain', 'tags': ['Upper', 'Left', 'Curtain']}, 'Curtain_Upper_Right': {'category': 'Curtain', 'tags': ['Upper', 'Right', 'Curtain']}, 'Curtain_Upper_Center': {'category': 'Curtain', 'tags': ['Upper', 'Center', 'Curtain']}, 'Curtain_Lower_Left': {'category': 'Curtain', 'tags': ['Lower', 'Left', 'Curtain']}, 'Curtain_Lower_Right': {'category': 'Curtain', 'tags': ['Lower', 'Right', 'Curtain']}, 'Curtain_Lower_Center': {'category': 'Curtain', 'tags': ['Lower', 'Center', 'Curtain']}, 'Speaker_Upper_Left': {'category': 'Speaker', 'tags': ['Upper', 'Left', 'Speaker']}, 'Speaker_Upper_Right': {'category': 'Speaker', 'tags': ['Upper', 'Right', 'Speaker']}, 'Speaker_Upper_Center': {'category': 'Speaker', 'tags': ['Upper', 'Center', 'Speaker']}, 'Speaker_Lower_Left': {'category': 'Speaker', 'tags': ['Lower', 'Left', 'Speaker']}, 'Speaker_Lower_Right': {'category': 'Speaker', 'tags': ['Lower', 'Right', 'Speaker']}, 'Speaker_Lower_Center': {'category': 'Speaker', 'tags': ['Lower', 'Center', 'Speaker']}}",,
