index,category_analysis,command,GT,generated_code
377,7,"실시간으로 확인하여 토양 습도 센서 값이 연속으로 3회 15 이하를 기록하고 그 중 두 번째 값이 가장 낮았다면 관개 장치를 켜고 블라인드를 닫아 줘. 단, 3월은 제외하고.","{""name"": ""Scenario1"", ""cron"": """", ""period"": 100, ""code"": ""h1 := 100\nh2 := 100\nh3 := 100\n\nif ((#Clock).clock_month != 3) {\n  h1 = h2\n  h2 = h3\n  h3 = (#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity\n\n  if ((h1 <= 15) and (h2 <= 15) and (h3 <= 15) and (h2 < h1) and (h2 < h3)) {\n    (#Irrigator).switch_on()\n    (#Blind).blind_close()\n  }\n}""}","{""name"": ""SoilMoistureMonitoring"", ""cron"": ""0 0 1-28 1,2,4-12 *"", ""period"": -1, ""code"": ""count := 0\nlowest := false\nprevious := 100\ncurrent := 100\nif ((#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity < 15.0) {\ncount = count + 1\ncurrent = (#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity\nif ((count == 2) and (current < previous)) {\nlowest = true\n}\nprevious = current\n} else {\ncount = 0\nlowest = false\n}\nif ((count == 3) and (lowest == true)) {\n(#Irrigator).switch_on()\n(#Blind).switch_close()\ncount = 0\nlowest = false\n}""}"
386,4,"실시간으로 확인하여 움직임이 감지되면 5초 대기 후 조명을 켜고, 10초 후 커튼을 열고, 15초 후 펌프가 꺼져 있으면 펌프를 켜 줘.","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""wait until((#MotionSensor).motionSensor_motion == \""active\"")\n(#Clock).clock_delay(5000)\n(#Light).switch_on()\n(#Clock).clock_delay(10000)\n(#Curtain).curtain_open()\n(#Clock).clock_delay(15000)\nif ((#Pump).switch_switch == \""off\"") {\n  (#Pump).switch_on()\n}""}","{""name"": ""MotionDetectionScenario"", ""cron"": ""\nperiod = 100\nmotionDetected := false\n\nif ((#MotionSensor).motionSensor_motion == true) {\n  if (motionDetected == false) {\n    motionDetected = true\n    (#Clock).clock_delay(5000)\n    (#Light).switch_on()\n    (#Clock).clock_delay(5000)\n    (#Curtain).switch_on()\n    (#Clock).clock_delay(5000)\n    if ((#Pump).switch_switch == "", ""period"": -1, ""code"": ""motionDetected := false\n\nif ((#MotionSensor).motionSensor_motion == true) {\nif (motionDetected == false) {\nmotionDetected = true\n(#Clock).clock_delay(5000)\n(#Light).switch_on()\n(#Clock).clock_delay(5000)\n(#Curtain).switch_on()\n(#Clock).clock_delay(5000)\nif ((#Pump).switch_switch == \""off\"") {\n(#Pump).switch_on()\n}\n}\n} else {\nmotionDetected = false\n}""}"
387,3,"1월 1일에, 실시간으로 확인하여 조명이 꺼지면 3초 대기 후 펌프를 끄고, 5초 후 블라인드를 닫으며, 추가로 7초 후 조명을 다시 켠 다음 알람의 사이렌을 울려 줘.","{""name"": ""Scenario1"", ""cron"": ""0 0 1 1 *"", ""period"": 0, ""code"": ""wait until((#Light).switch_switch == \""off\"")\nif (((#Clock).clock_month == 1) and ((#Clock).clock_day == 1)) {\n  (#Clock).clock_delay(3000)\n  (#Pump).switch_off()\n  (#Clock).clock_delay(5000)\n  (#Blind).blind_close()\n  (#Clock).clock_delay(7000)\n  (#Light).switch_on()\n  (#Alarm).alarm_siren()\n}""}","{""name"": ""Scenario1"", ""cron"": ""0 0 1 1 *"", ""period"": -1, ""code"": ""lightOffDetected := false\n\nif ((#Light).switch_switch == \""off\"") {\nif (lightOffDetected == false) {\nlightOffDetected = true\n(#Clock).clock_delay(3000)\n(#Pump).switch_off()\n(#Clock).clock_delay(5000)\n(#Blind).switch_off()\n(#Clock).clock_delay(7000)\n(#Light).switch_on()\n(#Alarm).alarm_siren()\n}\n} else {\nlightOffDetected = false\n}""}"
391,4,"에어컨이 켜지면 5초 후 블라인드를 닫고, 5초 더 기다린 후 커튼이 열려 있으면 커튼을 닫고, 이후 10초 후 조명 밝기를 10퍼센트로 낮춰 줘.","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""wait until((#AirConditioner).switch_switch == \""on\"")\n(#Clock).clock_delay(5000)\n(#Blind).blind_close()\n(#Clock).clock_delay(5000)\nif ((#Curtain).curtain_curtain == \""open\"") {\n  (#Curtain).curtain_close()\n}\n(#Clock).clock_delay(10000)\n(#Light).switchLevel_setLevel(10, 1)""}","{""name"": ""Scenario1"", ""cron"": ""\nperiod = 100\ntriggered := false\nif ((#AirConditioner).switch_switch == "", ""period"": -1, ""code"": ""triggered := false\nif ((#AirConditioner).switch_switch == \""on\"") {\nif (triggered == false) {\ntriggered = true\n(#Clock).clock_delay(5000)\n(#Blind).switch_off()\n(#Clock).clock_delay(5000)\nif ((#Curtain).switch_switch == \""on\"") {\n(#Curtain).switch_off()\n}\n(#Clock).clock_delay(10000)\n(#Light).switch_on()\n(#Light).setBrightness(10)\n}\n} else {\ntriggered = false\n}""}"
393,8,섹터 에이에 있는 선풍기를 꺼 줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#SectorA #Fan).switch_off()""}","{""name"": ""Scenario1"", ""cron"": ""\nperiod = -1\n(#SectorA #Fan).switch_off()"", ""period"": -1, ""code"": ""(#SectorA #Fan).switch_off()""}"
394,8,섹터 비와 섹터 에이에 있는 선풍기가 모두 켜져 있으면 홀수 태그가 붙은 블라인드 중 하나를 닫아 줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((all(#Fan #SectorA).switch_switch == \""on\"") and (all(#Fan #SectorB).switch_switch == \""on\"")) {\n  (#Odd #Blind).blind_close()\n}""}","{""name"": ""Scenario1"", ""cron"": ""\nperiod = 100\nif ((all(#SectorB #Fan).switch_switch == "", ""period"": -1, ""code"": ""if ((all(#SectorB #Fan).switch_switch == \""on\"") and (all(#SectorA #Fan).switch_switch == \""on\"")) {\n(#Blind #odd).switch_off()\n}""}"
395,8,"홀수 태그가 붙은 선풍기 중 하나라도 켜져 있으면, 하단부에 있는 모든 관개 장치를 꺼 줘.","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if (any(#Odd #Fan).switch_switch == \""on\"") {\n  all(#Lower #Irrigator).switch_off()\n}""}","{""name"": ""Scenario1"", ""cron"": ""\nperiod = -1\nif (any(#Odd).switch_switch == "", ""period"": -1, ""code"": ""if (any(#Odd).switch_switch == \""on\"") {\nall(#Lower #Irrigator).switch_off()\n}""}"
396,8,짝수 태그가 붙은 창문이 열려 있으면 섹터 에이에 있는 선풍기를 꺼 줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Even #Window).windowControl_window == \""open\"") {\n  (#SectorA #Fan).switch_off()\n}""}","{""name"": ""Scenario1"", ""cron"": ""\nperiod = -1\nif ((any(#SectorA #Even #Window).contactSensor_contact == "", ""period"": -1, ""code"": ""if ((any(#SectorA #Even #Window).contactSensor_contact == \""open\"")) {\n(#SectorA #Fan).switch_off()\n}""}"
397,8,섹터 비에 있는 홀수 태그가 붙은 관개 장치를 모두 꺼 줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""all(#SectorB #Odd #Irrigator).switch_off()""}","{""name"": ""Scenario1"", ""cron"": ""\nperiod = -1\nall(#Odd #SectorB #Irrigator).switch_off()"", ""period"": -1, ""code"": ""all(#Odd #SectorB #Irrigator).switch_off()""}"
398,8,상단부에 있는 짝수 태그가 붙은 창문이 열려 있으면 커튼을 닫아 줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Upper #Even #Window).windowControl_window == \""open\"") {\n  (#Curtain).curtain_close()\n}""}","{""name"": ""Scenario1"", ""cron"": ""\nperiod = -1\nif ((#Even #Upper).windowControl_window == "", ""period"": -1, ""code"": ""if ((#Even #Upper).windowControl_window == \""open\"") {\n(#Curtain).windowControl_close()\n}""}"
399,8,"상단부에 있는 조명이 모두 꺼져 있으면, 홀수 태그가 붙은 모든 창문을 열어 줘.","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if (all(#Upper #Light).switch_switch == \""off\"") {\n  all(#Odd #Window).windowControl_open()\n}""}","{""name"": ""Scenario1"", ""cron"": ""\nperiod = -1\nif (all(#Upper).switch_switch == "", ""period"": -1, ""code"": ""if (all(#Upper).switch_switch == \""off\"") {\nall(#Odd #Window).switch_on()\n}""}"
400,8,짝수 태그가 붙은 스피커 중 하나라도 켜져 있으면 섹터 비에 있는 조명을 모두 꺼 줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if (any(#Even #Speaker).switch_switch == \""on\"") {\n  all(#SectorB #Light).switch_off()\n}""}","{""name"": ""Scenario1"", ""cron"": ""\nperiod = -1\nif (any(#Even).switch_switch == "", ""period"": -1, ""code"": ""if (any(#Even).switch_switch == \""on\"") {\nall(#SectorB #Light).switch_off()\n}""}"
401,8,벽에 있는 홀수 태그가 붙은 모든 블라인드가 열려 있으면 조명을 꺼 줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if (all(#Wall #Odd #Blind).blind_blind == \""open\"") {\n  (#Light).switch_off()\n}""}","{""name"": ""Scenario1"", ""cron"": ""\nperiod = -1\nif (all(#Odd #Blind #Wall).windowShade_windowShade == "", ""period"": -1, ""code"": ""if (all(#Odd #Blind #Wall).windowShade_windowShade == \""open\"") {\n(#Light).switch_off()\n}""}"
402,8,상단부에 있거나 섹터 에이에 있는 조명 중 하나가 켜져 있으면 선풍기를 모두 켜 줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((any(#Upper #Light).switch_switch == \""on\"") or (any(#SectorA #Light).switch_switch == \""on\"")) {\n  all(#Fan).switch_on()\n}""}","{""name"": ""Scenario1"", ""cron"": ""\nperiod = -1\nif ((any(#Upper #Light).switch_switch == "", ""period"": -1, ""code"": ""if ((any(#Upper #Light).switch_switch == \""on\"") or (any(#SectorA #Light).switch_switch == \""on\"")) {\nall(#Fan).switch_on()\n}""}"
403,6,매일 자정 선풍기가 꺼져 있으면 선풍기를 꺼 줘. 또한 그 때마다 선풍기를 꺼 줘,"{""name"": ""Scenario1"", ""cron"": ""0 0 * * *"", ""period"": 0, ""code"": ""if ((#Fan).switch_switch == \""off\"") {\n  (#Fan).switch_off()\n  (#Fan).switch_off()\n}""}","{""name"": ""Scenario1"", ""cron"": ""0 0 * * *"", ""period"": -1, ""code"": ""if ((#Fan).switch_switch == \""off\"") {\n(#Fan).switch_off()\n}\n(#Fan).switch_off()""}"
404,4,주말에는 관개 장치가 꺼지면 관개 장치를 꺼 줘.,"{""name"": ""Scenario1"", ""cron"": ""0 0 * * 6,0"", ""period"": 0, ""code"": ""wait until((#Irrigator).switch_switch == \""off\"")\n(#Irrigator).switch_off()""}","{""name"": ""WeekendIrrigationControl"", ""cron"": ""0 0 * * 6,0"", ""period"": -1, ""code"": ""triggered := false\nif ((#Irrigator).switch_switch == \""off\"") {\nif (triggered == false) {\n(#Irrigator).switch_off()\ntriggered = true\n}\n} else {\ntriggered = false\n}""}"
405,7,실시간으로 확인하여 블라인드가 닫힌 상태에서 또 닫히면 전등을 켜 줘,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 100, ""code"": ""wasClosed := false\nif (wasClosed == true) {\n  if ((wasClosed == false) and ((#Blind).blind_blind == \""closed\"")) {\n    (#Light).switch_on()\n  }\n}\nwasClosed = ((#Blind).blind_blind == \""closed\"")""}","{""name"": ""Scenario1"", ""cron"": ""\nperiod = 100\nblindsClosed := false\n\nif ((#Blind).switch_switch == "", ""period"": -1, ""code"": ""blindsClosed := false\n\nif ((#Blind).switch_switch == \""closed\"") {\nif (blindsClosed == false) {\nblindsClosed = true\n} else {\n(#Light).switch_on()\n}\n} else {\nblindsClosed = false\n}""}"
408,6,1초마다 확인하여 온도가 30도 미만이면서 25도 이상일 때마다 에어컨을 켜 줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 1000, ""code"": ""temp = (#TemperatureSensor).temperatureMeasurement_temperature\nif ((temp < 30.0) and (temp >= 25.0)) {\n  (#AirConditioner).switch_on()\n}""}","{""name"": ""TemperatureControl"", ""cron"": ""\nperiod = 1000\nif (((#TemperatureSensor).temperatureMeasurement_temperature < 30.0) and ((#TemperatureSensor).temperatureMeasurement_temperature > 25.0)) {\n  (#AirConditioner).switch_on()\n}"", ""period"": -1, ""code"": ""if (((#TemperatureSensor).temperatureMeasurement_temperature < 30.0) and ((#TemperatureSensor).temperatureMeasurement_temperature > 25.0)) {\n(#AirConditioner).switch_on()\n}""}"
410,7,실시간으로 확인하여 재실 센서가 감지 상태일 때마다 10초 대기 후 조명의 밝기를 현재 밝기로 맞춰줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 100, ""code"": ""wait until((#OccupancySensor).presenceSensor_presence == \""present\"")\n(#Clock).clock_delay(10000)\nlevel = (#Light).switchLevel_level\n(#Light).switchLevel_setLevel(level, 1)""}","{""name"": ""AdjustLightsOnOccupancy"", ""cron"": ""\nperiod = 10000\nif ((#OccupancySensor).presenceSensor_presence == true) {\n  wait until((#Clock).clock_delay(10000))\n  brightness = (#Light).lightLevel\n  (#Light).setBrightness(brightness)\n}"", ""period"": -1, ""code"": ""if ((#OccupancySensor).presenceSensor_presence == true) {\nwait until((#Clock).clock_delay(10000))\nbrightness = (#Light).lightLevel\n(#Light).setBrightness(brightness)\n}""}"
411,7,TV가 꺼져 있으면 10초 대기 후 다시 TV를 확인하여 켜져 있으면 TV를 켜 줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Television).switch_switch == \""off\"") {\n  (#Clock).clock_delay(10000)\n  if ((#Television).switch_switch == \""on\"") {\n    (#Television).switch_on()\n  }\n}""}","{""name"": ""Scenario1"", ""cron"": ""\nperiod = -1\nif ((#Television).switch_switch == "", ""period"": -1, ""code"": ""if ((#Television).switch_switch == \""off\"") {\n(#Clock).clock_delay(10000)\nif ((#Television).switch_switch == \""off\"") {\n(#Television).switch_on()\n}\n}""}"
412,3,"월, 수, 금에 실시간으로 확인하여 창문이 열려 있지 않으면 창문을 닫아 줘.","{""name"": ""Scenario1"", ""cron"": ""0 0 * * 1,3,5"", ""period"": 100, ""code"": ""if ((#Window).windowControl_window != \""open\"") {\n  (#Window).windowControl_close()\n}""}","{""name"": ""WindowCheck"", ""cron"": ""*/1 * * * 1,3,5"", ""period"": -1, ""code"": ""if ((#Window).windowControl_window != \""open\"") {\n(#Window).windowControl_close()\n}""}"
413,7,"매주 평일 오전 9시 창문이 닫혀 있고 이산화탄소 농도가 1000ppm 이상이며 기온이 30도 이상이면, 5초 후 창문을 열고, 팬이 꺼져 있으면 켜 줘. 그 후, 실시간으로 확인하여 1분 연속으로 미세먼지 농도가 50 이상으로 유지되면 창문을 다시 닫고, 팬도 꺼 줘. 만약 그 때 온실 내 습도가 40% 이하이면 가습기를 작동시켜 줘. 또한 마찬가지로 그 때 토양 습도가 25% 이하이고 관개 장치가 꺼져 있으면 물을 줘.","{""name"": ""Scenario1"", ""cron"": ""0 9 * * *"", ""period"": 100, ""code"": ""phase := 0\nconsecutive_time := 0\nif ((#Clock).clock_weekday == \""saturday\"") or ((#Clock).clock_weekday == \""sunday\"") {\n  break\n}\n\nif (phase == 0) {\n  if ((#Window).windowControl_window == \""closed\"") and \n  ((#AirQualityDetector).carbonDioxideMeasurement_carbonDioxide >= 1000.0) and \n  ((#AirQualityDetector).temperatureMeasurement_temperature >= 30.0) {\n    (#Clock).clock_delay(5000)\n    (#Window).windowControl_open()\n    \n    if ((#Fan).switch_switch == \""off\"") {\n      (#Fan).switch_on()\n    }\n    \n    phase = 1  \n  }\n} \nelse if (phase == 1) {\n  if ((#AirQualityDetector).dustSensor_fineDustLevel >= 50) {\n    consecutive_time = consecutive_time + 100  \n  } else {\n    consecutive_time = 0\n  }\n  if (consecutive_time >= 60000) {\n    (#Window).windowControl_close()\n    (#Fan).switch_off()\n    \n    if ((#HumiditySensor).relativeHumidityMeasurement_humidity <= 40.0) {\n      (#Humidifier).switch_on()\n    }\n    \n    if ((#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity <= 25.0) and ((#Irrigator).switch_switch == \""off\"") {\n      (#Irrigator).switch_on()\n    }\n    \n    break\n  }\n}""}","{""name"": ""Scenario1"", ""cron"": ""0 9 * * 1-5"", ""period"": -1, ""code"": ""windows_opened := false\nfans_turned_on := false\nparticulate_above_50 := false\nparticulate_duration := 0\n\nif ((all(#Window).contactSensor_contact == \""closed\"") and (any(#AirQualityDetector).carbonDioxideMeasurement_carbonDioxideLevel > 1000) and (any(#TemperatureSensor).temperatureMeasurement_temperature > 30)) {\n(#Clock).clock_delay(5000)\nall(#Window).switch_on()\nwindows_opened = true\nif (all(#Fan).switch_switch == \""off\"") {\nall(#Fan).switch_on()\nfans_turned_on = true\n}\n}\n\nif (windows_opened == true) {\nif (any(#AirQualityDetector).dustSensor_dustLevel > 50) {\nparticulate_duration = particulate_duration + 1\nif (particulate_duration >= 60) {\nall(#Window).switch_off()\nif (fans_turned_on == true) {\nall(#Fan).switch_off()\n}\nparticulate_duration = 0\n}\n} else {\nparticulate_duration = 0\n}\n}\n\nif ((#HumiditySensor).relativeHumidityMeasurement_humidity < 40) {\n(#Humidifier).switch_on()\n}\n\nif ((#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity < 25 and (#Irrigator).switch_switch == \""off\"") {\n(#Irrigator).switch_on()\n}""}"
418,7,매일 밤 10시에 하단부에 있는 창문이 열려 있고 짝수 태그가 붙은 조명이 켜져 있으면 사이렌을 울려 줘. 사이렌을 울렸다면 5초 후 블라인드를 닫아 줘. 사이렌을 울렸는지 상관 없이 5초 후부터는 실시간으로 확인해서 홀수 태그가 붙은 문이 두 번 열렸다 닫히면 커튼을 닫아 줘. 커튼을 닫은 후 문이 두 번 열린 총 시간만큼 알람의 경광등을 켰다가 꺼 줘.,"{""name"": ""Scenario1"", ""cron"": ""0 22 * * *"", ""period"": 100, ""code"": ""state := 0\nsiren_triggered := false\ndoor_open_flag := false\ndoor_open_count := 0\nfirst_open_start := 0\nfirst_open_end := 0\nsecond_open_start := 0\nsecond_open_end := 0\n\nif (state == 0) {\n  if ((#Window #Lower).windowControl_window == \""open\"" and (#Light #Even).switch_switch == \""on\"") {\n    (#Alarm).alarm_siren()\n    siren_triggered = true\n  }\n  (#Clock).clock_delay(5000)\n  state = 1\n}\n\nif (state == 1) {\n  if (siren_triggered == true) {\n    (#Blind).blind_close()\n  }\n  state = 2\n}\n\nif (state == 2 and door_open_count >= 2) {\n  (#Curtain).curtain_close()\n  total_time = (first_open_end - first_open_start) + (second_open_end - second_open_start)\n  total_time = total_time * 1000\n  (#Alarm).alarm_siren()\n  (#Clock).clock_delay(total_time)\n  (#Alarm).alarm_off()\n  break\n}\n\nif ((#DoorLock #Odd).doorControl_door == \""open\"" and door_open_flag == false) {\n  door_open_flag = true\n  now = (#Clock).clock_timestamp\n  door_open_count = door_open_count + 1\n  if (door_open_count == 1) {\n    first_open_start = now\n  } else if (door_open_count == 2) {\n    second_open_start = now\n  }\n}\nif ((#DoorLock #Odd).doorControl_door == \""closed\"" and door_open_flag == true) {\n  door_open_flag = false\n  now = (#Clock).clock_timestamp\n  if (door_open_count == 1) {\n    first_open_end = now\n  } else if (door_open_count == 2) {\n    second_open_end = now\n  }\n}""}","{""name"": ""Scenario1"", ""cron"": ""0 22 * * *"", ""period"": -1, ""code"": ""if ((#Window #Bottom).contactSensor_contact == \""open\"") {\nif (any(#Light #EvenTag).switch_switch == \""on\"") {\n(#Siren).sirenMode_setSirenMode(\""siren\"")\n(#Clock).clock_delay(5000)\nall(#Blind).switch_off()\n}\n}\n---\ndoorOpenCount := 0\ntotalOpenDuration := 0\ndoorOpenTime = 0\nwait until(doorOpenCount == 2)\nall(#Curtain).switch_off()\n(#Alarm).alarm_strobe()\n(#Clock).clock_delay(totalOpenDuration)\n(#Alarm).alarm_strobe_off()\nif ((#Door #OddTag).contactSensor_contact == \""open\"") {\ndoorOpenTime = (#Clock).clock_time()\nwait until((#Door #OddTag).contactSensor_contact == \""closed\"")\ndoorOpenCount = doorOpenCount + 1\ntotalOpenDuration = totalOpenDuration + ((#Clock).clock_time() - doorOpenTime)\n}""}"
430,1,팔을 위로 들어.,{},"{""name"": ""RaiseArmScenario"", ""cron"": ""\nperiod = -1\n// No specific device or action is defined for "", ""period"": -1, ""code"": ""// No specific device or action is defined for \""Raise your arm up.\""\n// Please provide more context or specify a device/action.""}"
431,8,그룹1번의 습도가 하나라도 30미만이 되면 그룹1번의 관개장치를 켜줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""wait until(any(#Group1 #HumiditySensor).relativeHumidityMeasurement_humidity<30))\n (#Group1 #Irrigator).irrigatorOperatingState_startWatering()""
}","{""name"": ""Scenario1"", ""cron"": ""\nperiod = 100\nif (any(#Group1).relativeHumidityMeasurement_humidity < 30.0) {\n  (#Irrigator).switch_on()\n}"", ""period"": -1, ""code"": ""if (any(#Group1).relativeHumidityMeasurement_humidity < 30.0) {\n(#Irrigator).switch_on()\n}""}"
432,8,홀수 태그가 붙은 창문이 하나라도 열려 있으면 홀수 블라인드를 닫아 줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if (any(#Odd #Window).windowControl_window == \""open\"") {\n  (#Odd #Blind).blind_close()\n}""}","{""name"": ""Scenario1"", ""cron"": ""\nperiod = -1\nif (any(#Odd).windowControl_window == "", ""period"": -1, ""code"": ""if (any(#Odd).windowControl_window == \""open\"") {\n(#Odd #Blind).windowControl_close()\n}""}"
433,8,상단부에 있는 조명과 커튼이 모두 꺼져 있으면 스피커를 켜 줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((all(#Upper #Light).switch_switch == \""off\"") and (all(#Curtain).curtain_curtain == \""closed\"")) {\n  (#Speaker).switch_on()\n}""}","{""name"": ""Scenario1"", ""cron"": ""\nperiod = -1\nif ((all(#Upper #Light).switch_switch == "", ""period"": -1, ""code"": ""if ((all(#Upper #Light).switch_switch == \""off\"") and (all(#Curtain).switch_switch == \""off\"")) {\n(#Speaker).switch_on()\n}""}"
434,8,그룹2번의 습도가 모두 80을 초과하면 관개장치를 꺼 줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""wait until(all(#Group2 #HumiditySensor).relativeHumidityMeasurement_humidity > 80) {\n  (#Group2 #Irrigator).switch_off()\n}""}","{""name"": ""Scenario1"", ""cron"": ""\nperiod = -1\nif (all(#Group2).relativeHumidityMeasurement_humidity > 80.0) {\n  (#Irrigator).switch_off()\n}"", ""period"": -1, ""code"": ""if (all(#Group2).relativeHumidityMeasurement_humidity > 80.0) {\n(#Irrigator).switch_off()\n}""}"
435,8,홀수 태그의 커튼이 열려 있고 상단부 조명이 꺼져 있으면 창문을 열어 줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Odd #Curtain).curtain_curtain == \""open\"") and (all(#Upper #Light).switch_switch == \""off\"")) {\n  (#Window).windowControl_open()\n}""}","{""name"": ""Scenario1"", ""cron"": ""\nperiod = -1\nif ((#Odd).curtain_curtain == "", ""period"": -1, ""code"": ""if ((#Odd).curtain_curtain == \""open\"" and (#Upper).switch_switch == \""off\"") {\n(#Window).curtain_open()\n}""}"
436,8,거실 불을 모두 켜줘,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""all(#Livingroom #Light).switch_on()""}","{""name"": ""Scenario1"", ""cron"": ""\nperiod = -1\nall(#Livingroom #Light).switch_on()"", ""period"": -1, ""code"": ""all(#Livingroom #Light).switch_on()""}"
437,8,하우스A 모두 닫아줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""all(#SectorA).blind_close()""}","{""name"": ""Scenario1"", ""cron"": ""\nperiod = -1\n(#HouseA).blind_close()"", ""period"": -1, ""code"": ""(#HouseA).blind_close()""}"
438,8,그룹1번 태그 모두 꺼줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""all(#Group1).switch_off()\n
all(#Group1).alarm_off()""}","{""name"": ""Scenario1"", ""cron"": ""\nperiod = -1\n(#Group1).switch_off()"", ""period"": -1, ""code"": ""(#Group1).switch_off()""}"
439,8,상단부가 모두 꺼져있거나 닫혀있으면 모두 꺼줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((all(#Upper).switch_switch == \""off\"") and (all(#Upper).curtain_curtain == \""closed\"")) {\n  (#Upper).switch_off()\n}""}","{""name"": ""UpperAreaControl"", ""cron"": ""\nperiod = -1\nif ((all(#Upper).switch_switch == "", ""period"": -1, ""code"": ""if ((all(#Upper).switch_switch == \""off\"") or (all(#Upper).doorControl_door == \""closed\"")) {\nall(#Upper).switch_off()\n}""}"
440,8,그룹2번이 하나라도 80을 초과하면 그룹2번은 꺼줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""wait until(any(#Group2).relativeHumidityMeasurement_humidity > 80) {\n  (#Group2).switch_off()\n}""}","{""name"": ""Scenario1"", ""cron"": ""\nperiod = 100\nif (any(#Group2).temperatureMeasurement_temperature > 80) {\n  (#Group2).switch_off()\n}"", ""period"": -1, ""code"": ""if (any(#Group2).temperatureMeasurement_temperature > 80) {\n(#Group2).switch_off()\n}""}"
441,1,알람의 사이렌과 경광등을 모두 켜줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Alarm).alarm_off()\n
(#Siren).sirenMode_setSirenMode(\""off\"")""}","{""name"": ""Scenario1"", ""cron"": ""\nperiod = -1\n(#Alarm).alarm_both()"", ""period"": -1, ""code"": ""(#Alarm).alarm_both()""}"
442,9,가장 최근에 찍은 사진을 홍길동 이메일로 제목 '사진'과 내용 '사진입니다.'로 보내줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""latest_photo = (#Camera).camera_image\n(#EmailProvider).emailProvider_sendMailWithFile(\""honggd@test.com\"", \""Photo\"", \""This is a photo.\"", latest_photo)""}","{""name"": ""SendPhotoByEmail"", ""cron"": ""\nperiod = -1\nphoto = (#Camera).camera_takePhoto()\n(#EmailProvider).email_send("", ""period"": -1, ""code"": ""photo = (#Camera).camera_takePhoto()\n(#EmailProvider).email_send(\""honggd@test.com\"", \""Photo\"", \""This is a photo\"", photo)""}"
443,9,가장 최근에 찍은 동영상을 첨부파일로 장보고 이메일로 제목 '동영상'과 내용 '동영상입니다.'로 보내줘,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""latest_video = (#Camera).camera_video\n(#EmailProvider).emailProvider_sendMailWithFile(\""jangbogo@naver.com\"", \""Video\"", \""This is a video.\"", latest_video)""}","{""name"": ""SendVideoEmail"", ""cron"": ""\nperiod = -1\nvideo = (#Recorder).getLatestVideo()\n(#EmailProvider).sendEmail("", ""period"": -1, ""code"": ""video = (#Recorder).getLatestVideo()\n(#EmailProvider).sendEmail(\""jangbogo@naver.com\"", \""Video\"", \""This is a video\"", video)""}"
444,9,김무개 메일로 제목 '알림'과 내용 '긴급 상황입니다.'로 보내줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#EmailProvider).emailProvider_sendMail(\""kim@example.com\"", \""Alert\"", \""This is an emergency.\"")""}","{""name"": ""SendEmailAlert"", ""cron"": ""\nperiod = -1\n(#EmailProvider).email_send("", ""period"": -1, ""code"": ""(#EmailProvider).email_send(\""kim@example.com\"", \""Alert\"", \""This is an emergency\"")""}"
