index,category_analysis,selected,test_no,command,command_english,connected_dievces,options,joi_gt,joi_pred_llama4:scout.dense,script_similarity_llama4:scout.dense,cloud_similarity_llama4:scout.dense,response_time_llama4:scout_dence [ms],joi_pred_english_Qwen2.5-Coder:7B,cloud_similarity_english_Qwen2.5-Coder:7B,script_similarity_english_Qwen2.5-Coder:7B,response_time_english_Qwen2.5-Coder:7B,joi_pred_Qwen2.5-Coder:7B,cloud_similarity_Qwen2.5-Coder:7B,script_similarity_Qwen2.5-Coder:7B,response_time_Qwen2.5-Coder:7B,joi_pred_english_gpt-4.1-mini,cloud_similarity_english_gpt-4.1-mini,script_similarity_english_gpt-4.1-mini,response_time_english_gpt-4.1-mini,joi_pred_gpt-4.1-mini,cloud_similarity_gpt-4.1-mini,script_similarity_gpt-4.1-mini,response_time_gpt-4.1-mini
399,8,1,13,"상단부에 있는 조명이 모두 꺼져 있으면, 홀수 태그가 붙은 모든 창문을 열어 줘.","If all the lights at the top are off, open all the windows tagged with odd numbers.","{
  ""SectorA_Light_Upper_Left"": {
    ""category"": ""Light"",
    ""tags"": [""SectorA"", ""Upper"", ""Left"", ""Light""]
  },
  ""SectorB_Light_Upper_Right"": {
    ""category"": ""Light"",
    ""tags"": [""SectorB"", ""Upper"", ""Right"", ""Light""]
  },
  ""SectorC_Light_Upper_Center"": {
    ""category"": ""Light"",
    ""tags"": [""SectorC"", ""Upper"", ""Center"", ""Light""]
  },
  ""SectorA_Light_Upper"": {
    ""category"": ""Light"",
    ""tags"": [""SectorA"", ""Upper"", ""Light""]
  },
  ""SectorA_Window_Odd_Left"": {
    ""category"": ""Window"",
    ""tags"": [""SectorA"", ""Odd"", ""Left"", ""Window""]
  },
  ""SectorB_Window_Odd_Right"": {
    ""category"": ""Window"",
    ""tags"": [""SectorB"", ""Odd"", ""Right"", ""Window""]
  },
  ""SectorC_Window_Odd_Center"": {
    ""category"": ""Window"",
    ""tags"": [""SectorC"", ""Odd"", ""Center"", ""Window""]
  },
  ""SectorA_Window_Odd"": {
    ""category"": ""Window"",
    ""tags"": [""SectorA"", ""Odd"", ""Window""]
  }
}",,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if (all(#Upper #Light).switch_switch == \""off\"") {\n  all(#Odd #Window).windowControl_open()\n}""}","{""cron"": """", ""period"": ""-1"", ""code"": ""while (true) {\\n  (#Blind).blindControl_setBlind(0)\\n  (#clock).clock_delay(10000)\\n  if ((#TV).tvControl_isOn()) {\\n    break\\n""}",0.329,0.0,,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': 'if (all(#Upper).switch_switch == ""off"") {\n  all(#Odd).windowControl_open()\n}'}]",0.0,0.0,2.802,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': 'if (all(#Upper).switch_switch == ""off"") {\n  all(#Odd).windowControl_open()\n}'}]",0.0,0.0,3.648,"[{'name': 'OpenOddWindowsIfTopLightsOff', 'cron': '', 'period': -1, 'code': 'if (all(#Upper #Light).switch_switch == ""off"") {\n  all(#Odd #Window).windowControl_open()\n}'}]",0.0,0.0,1.313,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': 'if (all(#Light #Upper).switch_switch == ""off"") {\n  all(#Window #Odd).windowControl_open()\n}'}]",0.0,0.0,2.705
400,8,1,13,짝수 태그가 붙은 스피커 중 하나라도 켜져 있으면 섹터 비에 있는 조명을 모두 꺼 줘.,"If any of the even-tagged speakers are on, turn off all lights in the sector B.","{
  ""SectorA_Speaker_Odd_Left"": {
    ""category"": ""Speaker"",
    ""tags"": [""SectorA"", ""Odd"", ""Left"", ""Speaker""]
  },
  ""SectorB_Speaker_Odd_Right"": {
    ""category"": ""Speaker"",
    ""tags"": [""SectorB"", ""Odd"", ""Right"", ""Speaker""]
  },
  ""SectorC_Speaker_Even_Left"": {
    ""category"": ""Speaker"",
    ""tags"": [""SectorC"", ""Even"", ""Left"", ""Speaker""]
  },
  ""SectorB_Speaker_Even_Right"": {
    ""category"": ""Speaker"",
    ""tags"": [""SectorB"", ""Even"", ""Right"", ""Speaker""]
  },
  ""SectorB_Light_Left"": {
    ""category"": ""Light"",
    ""tags"": [""SectorB"", ""Left"", ""Light""]
  },
  ""SectorB_Light_Right"": {
    ""category"": ""Light"",
    ""tags"": [""SectorB"", ""Right"", ""Light""]
  },
  ""SectorB_Light_Center"": {
    ""category"": ""Light"",
    ""tags"": [""SectorB"", ""Center"", ""Light""]
  }
}",,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if (any(#Even #Speaker).switch_switch == \""on\"") {\n  all(#SectorB #Light).switch_off()\n}""}","{""cron"": """", ""period"": ""-1"", ""code"": ""period(2000) {       (#Alarm).alarmControl_sirenOn()       (#clock).clock_delay(1000)       (#Alarm).alarmControl_sirenOff()       if ((#Window).windowState_checkWindowState() ==""}",0.402,0.0,,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': 'if (any(#Speaker).switch_switch == ""on"") {\n  all(#SectorB).switch_off()\n}'}]",0.0,0.0,2.94,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': 'if (any(#Even).switch_switch == ""on"") {\n  all(#SectorB).switch_off()\n}'}]",0.0,0.0,3.656,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': 'if (any(#Speaker #Even).switch_switch == ""on"") {\n  all(#Light #SectorB).switch_off()\n}'}]",0.0,0.0,1.416,"[{'name': 'TurnOffLightsIfEvenSpeakerOn', 'cron': '', 'period': -1, 'code': 'if (any(#Speaker #Even).switch_switch == ""on"") {\n  all(#Light #SectorB).switch_off()\n}'}]",0.0,0.0,2.628
401,8,1,13,벽에 있는 홀수 태그가 붙은 모든 블라인드가 열려 있으면 조명을 꺼 줘.,"If all odd-tagged blinds on the wall are open, turn off the lights.","{
  ""SectorA_Fan_Odd_Left"": {
    ""category"": ""Fan"",
    ""tags"": [""SectorA"", ""Odd"", ""Left"", ""Fan""]
  },
  ""SectorA_Fan_Even_Right"": {
    ""category"": ""Fan"",
    ""tags"": [""SectorA"", ""Even"", ""Right"", ""Fan""]
  },
  ""SectorB_Window_Odd_Left"": {
    ""category"": ""Window"",
    ""tags"": [""SectorB"", ""Odd"", ""Left"", ""Window""]
  },
  ""SectorB_Window_Even_Right"": {
    ""category"": ""Window"",
    ""tags"": [""SectorB"", ""Even"", ""Right"", ""Window""]
  },
  ""SectorC_Curtain_Left"": {
    ""category"": ""Curtain"",
    ""tags"": [""SectorC"", ""Left"", ""Curtain""]
  },
  ""SectorC_Curtain_Right"": {
    ""category"": ""Curtain"",
    ""tags"": [""SectorC"", ""Right"", ""Curtain""]
  },
  ""Group1_HumiditySensor_Left"": {
    ""category"": ""HumiditySensor"",
    ""tags"": [""Group1"", ""Left"", ""HumiditySensor""]
  },
  ""Group2_HumiditySensor_Right"": {
    ""category"": ""HumiditySensor"",
    ""tags"": [""Group2"", ""Right"", ""HumiditySensor""]
  },
  ""SectorA_Light_Upper"": {
    ""category"": ""Light"",
    ""tags"": [""SectorA"", ""Upper"", ""Light""]
  },
  ""SectorB_Light_Lower"": {
    ""category"": ""Light"",
    ""tags"": [""SectorB"", ""Lower"", ""Light""]
  },
    ""Room1_Blind_Wall_Odd"": {
    ""category"": ""Blind"",
    ""tags"": [""Room1"", ""Wall"", ""Odd"", ""Blind""]
  },
  ""Room1_Blind_Wall_Even"": {
    ""category"": ""Blind"",
    ""tags"": [""Room1"", ""Wall"", ""Even"", ""Blind""]
  },
  ""SectorA_Blind_Left_Odd"": {
    ""category"": ""Blind"",
    ""tags"": [""SectorA"", ""Left"", ""Odd"", ""Blind""]
  },
  ""SectorA_Blind_Right_Even"": {
    ""category"": ""Blind"",
    ""tags"": [""SectorA"", ""Right"", ""Even"", ""Blind""]
  },
  ""SectorB_Blind_Wall_Even"": {
    ""category"": ""Blind"",
    ""tags"": [""SectorB"", ""Wall"", ""Even"", ""Blind""]
  },
  ""SectorC_Blind_Wall_Odd"": {
    ""category"": ""Blind"",
    ""tags"": [""SectorC"", ""Wall"", ""Odd"", ""Blind""]
  },
  ""SectorC_Blind_Center_Odd"": {
    ""category"": ""Blind"",
    ""tags"": [""SectorC"", ""Center"", ""Odd"", ""Blind""]
  },
  ""SectorB_Blind_Center_Even"": {
    ""category"": ""Blind"",
    ""tags"": [""SectorB"", ""Center"", ""Even"", ""Blind""]
  },
  ""SectorA_Speaker_Even_Left"": {
    ""category"": ""Speaker"",
    ""tags"": [""SectorA"", ""Even"", ""Left"", ""Speaker""]
  },
  ""SectorB_Speaker_Odd_Right"": {
    ""category"": ""Speaker"",
    ""tags"": [""SectorB"", ""Odd"", ""Right"", ""Speaker""]
  }
}
",,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if (all(#Wall #Odd #Blind).blind_blind == \""open\"") {\n  (#Light).switch_off()\n}""}","{""cron"": """", ""period"": ""-1"", ""code"": ""while (true) {\\n  (#AirPurifier).airPurifierMode_setAuto()\\n  if ((#Window).windowState_isOpen) {\\n    break\\n""}",0.573,0.0,,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': 'if (all(#Odd).blind_blind == ""open"") {\n  all(#Light).switch_off()\n}'}]",0.0,0.0,3.151,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': 'if (all(#Odd).blind_blind == ""open"") {\n  all(#Light).switch_off()\n}'}]",0.0,0.0,3.99,"[{'name': 'TurnOffLightsIfOddBlindsOpen', 'cron': '', 'period': -1, 'code': 'if (all(#Blind #Odd #Wall).blind_blind == ""open"") {\n  all(#Light).switch_off()\n}'}]",0.0,0.0,1.749,"[{'name': 'TurnOffLightsIfOddWallBlindsOpen', 'cron': '', 'period': -1, 'code': 'if (all(#Blind #Odd #Wall).blind_blind == ""open"") {\n  all(#Light).switch_off()\n}'}]",0.0,0.0,2.759
402,8,1,13,상단부에 있거나 섹터 에이에 있는 조명 중 하나가 켜져 있으면 선풍기를 모두 켜 줘.,"If any of the lights at the top or in sector A are on, turn on all the fans.","{
  ""SectorA_Light_Upper_Left"": {
    ""category"": ""Light"",
    ""tags"": [""SectorA"", ""Upper"", ""Left"", ""Light""]
  },
  ""SectorA_Light_Upper_Right"": {
    ""category"": ""Light"",
    ""tags"": [""SectorA"", ""Upper"", ""Right"", ""Light""]
  },
  ""SectorA_Light_Lower_Center"": {
    ""category"": ""Light"",
    ""tags"": [""SectorA"", ""Lower"", ""Center"", ""Light""]
  },
  ""SectorB_Light_Upper_Left"": {
    ""category"": ""Light"",
    ""tags"": [""SectorB"", ""Upper"", ""Left"", ""Light""]
  },
  ""SectorB_Light_Upper_Right"": {
    ""category"": ""Light"",
    ""tags"": [""SectorB"", ""Upper"", ""Right"", ""Light""]
  },
  ""SectorB_Light_Lower_Center"": {
    ""category"": ""Light"",
    ""tags"": [""SectorB"", ""Lower"", ""Center"", ""Light""]
  },
  ""SectorA_Fan_Upper_Left"": {
    ""category"": ""Fan"",
    ""tags"": [""SectorA"", ""Upper"", ""Left"", ""Fan""]
  },
  ""SectorA_Fan_Upper_Right"": {
    ""category"": ""Fan"",
    ""tags"": [""SectorA"", ""Upper"", ""Right"", ""Fan""]
  },
  ""SectorA_Fan_Lower_Center"": {
    ""category"": ""Fan"",
    ""tags"": [""SectorA"", ""Lower"", ""Center"", ""Fan""]
  },
  ""SectorB_Fan_Upper_Left"": {
    ""category"": ""Fan"",
    ""tags"": [""SectorB"", ""Upper"", ""Left"", ""Fan""]
  },
  ""SectorB_Fan_Upper_Right"": {
    ""category"": ""Fan"",
    ""tags"": [""SectorB"", ""Upper"", ""Right"", ""Fan""]
  },
  ""SectorB_Fan_Lower_Center"": {
    ""category"": ""Fan"",
    ""tags"": [""SectorB"", ""Lower"", ""Center"", ""Fan""]
  },
  ""SectorA_Light_Lower_Left"": {
    ""category"": ""Light"",
    ""tags"": [""SectorA"", ""Lower"", ""Left"", ""Light""]
  },
  ""SectorB_Light_Lower_Right"": {
    ""category"": ""Light"",
    ""tags"": [""SectorB"", ""Lower"", ""Right"", ""Light""]
  },
  ""SectorA_Fan_Lower_Right"": {
    ""category"": ""Fan"",
    ""tags"": [""SectorA"", ""Lower"", ""Right"", ""Fan""]
  },
  ""SectorB_Fan_Lower_Left"": {
    ""category"": ""Fan"",
    ""tags"": [""SectorB"", ""Lower"", ""Left"", ""Fan""]
  }
}",,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((any(#Upper #Light).switch_switch == \""on\"") or (any(#SectorA #Light).switch_switch == \""on\"")) {\n  all(#Fan).switch_on()\n}""}","{""cron"": """", ""period"": ""0"", ""code"": ""while (true) {\\n  if ((#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity <= 25.0) {\\n    (#Irrigator).irrigatorOperatingState_startWatering()\\n    (#Speaker).speakerText_speak(""}",0.533,0.0,,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': 'if (((#Light) or (#SectorA)).switch_switch == ""on"") {\n  all(#Fan).switch_on()\n}'}]",0.0,0.0,3.061,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': 'if ((#Upper).switch_switch == ""on"" or (#SectorA).switch_switch == ""on"") {\n  all(#Fan).switch_on()\n}'}]",0.0,0.0,4.025,"[{'name': 'FanOnIfTopOrSectorALightOn', 'cron': '', 'period': 100, 'code': 'if ((any(#Upper #Light).switch_switch == ""on"") or (any(#SectorA #Light).switch_switch == ""on"")) {\n  all(#Fan).switch_on()\n} else {\n  all(#Fan).switch_off()\n}'}]",0.0,0.0,2.181,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': 'if ((any(#Upper #Light).switch_switch == ""on"") or (any(#SectorA #Light).switch_switch == ""on"")) {\n  all(#Fan).switch_on()\n}'}]",0.0,0.0,2.623
403,6,1,14,매일 자정 선풍기가 꺼져 있으면 선풍기를 꺼 줘. 또한 그 때마다 선풍기를 꺼 줘,"Every night at midnight, turn off the fan if it is off. Also, turn off the fan again at that time",,,"{""name"": ""Scenario1"", ""cron"": ""0 0 * * *"", ""period"": 0, ""code"": ""if ((#Fan).switch_switch == \""off\"") {\n  (#Fan).switch_off()\n  (#Fan).switch_off()\n}""}","{""cron"": """", ""period"": ""1000"", ""code"": ""if ((#TemperatureSensor).temperatureSensor_getCurrentTemperature() > 35) {\\n  (#Fan).fanController_turnOnFan()\\n""}",0.472,0.0,,"[{'name': 'Scenario1', 'cron': '0 0 * * *', 'period': 0, 'code': 'if ((#Fan).switch_switch == ""off"") {\n  (#Fan).switch_on()\n}'}, {'name': 'Scenario2', 'cron': '0 0 * * *', 'period': 0, 'code': 'if ((#Fan).switch_switch == ""on"") {\n  (#Fan).switch_off()\n}'}]",0.0,0.0,5.543,"[{'name': 'Scenario1', 'cron': '0 0 * * *', 'period': -1, 'code': 'if ((#Fan).fanControl_fanSpeed == 0) {\n  (#Fan).switch_off()\n}'}, {'name': 'Scenario2', 'cron': '', 'period': -1, 'code': 'wait until(#Clock).clock_time == 2400\n(#Fan).switch_off()'}]",0.0,0.0,6.235,"[{'name': 'Scenario1', 'cron': '0 0 * * *', 'period': -1, 'code': 'if ((#Fan).switch_switch == ""on"") {\n  (#Fan).switch_off()\n}\n(#Fan).switch_off()'}]",0.0,0.0,1.6,"[{'name': 'TurnOffFanAtMidnightIfOn', 'cron': '0 0 * * *', 'period': 0, 'code': 'if ((#Fan).switch_switch == ""on"") {\n  (#Fan).switch_off()\n}'}, {'name': 'TurnOffFanWheneverOn', 'cron': '', 'period': 100, 'code': 'if ((#Fan).switch_switch == ""on"") {\n  (#Fan).switch_off()\n}'}]",0.0,0.0,3.385
404,4,1,14,주말에는 관개 장치가 꺼지면 관개 장치를 꺼 줘.,"On weekends, turn off the irrigation when it turns off.",,,"{""name"": ""Scenario1"", ""cron"": ""0 0 * * 6,0"", ""period"": 0, ""code"": ""wait until((#Irrigator).switch_switch == \""off\"")\n(#Irrigator).switch_off()""}","{""cron"": """", ""period"": ""3000"", ""code"": ""if ((#Illuminometer).illuminometer_illuminance < 200) {\\n  (#Light).light_switchOn()\\n""}",0.268,0.0,,"[{'name': 'Scenario1', 'cron': '0 0 * * 0,6', 'period': -1, 'code': 'if ((#Clock).clock_weekday == ""sunday"" or (#Clock).clock_weekday == ""saturday"") {\n  wait until((#Irrigator).irrigatorOperatingState_irrigatorOperatingState == ""idle"")\n  (#Irrigator).switch_off()\n}'}]",0.0,0.0,5.624,"[{'name': 'Scenario1', 'cron': '0 0 * * 0,6', 'period': -1, 'code': 'if ((#Clock).clock_weekday == ""sunday"" or (#Clock).clock_weekday == ""saturday"") and (#Irrigator).switch_switch == ""off"") {\n  (#Irrigator).switch_on()\n}'}]",0.0,0.0,6.014,"[{'name': 'Turn off irrigation on weekends if it turns off', 'cron': '', 'period': 100, 'code': 'isIrrigationOffPrev := true\nwait until(((#Clock).clock_weekday == #Clock.clock_weekday) or ((#Clock).clock_weekday == #Clock.clock_weekday))\nif (((#Irrigator).switch_switch == ""off"") and (isIrrigationOffPrev == false)) {\n  (#Irrigator).switch_off()\n  isIrrigationOffPrev = true\n} else if ((#Irrigator).switch_switch == ""on"") {\n  isIrrigationOffPrev = false\n}'}]",0.0,0.0,3.628,"[{'name': 'Scenario1', 'cron': '0 0 * * 6,0', 'period': -1, 'code': 'if ((#Irrigator).switch_switch == ""off"") {\n  (#Irrigator).switch_off()\n}'}]",0.0,0.0,3.243
405,7,1,14,실시간으로 확인하여 블라인드가 닫힌 상태에서 또 닫히면 전등을 켜 줘,"Check in real-time, and turn on the light if the blinds are closed again while already closed.",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 100, ""code"": ""wasClosed := false\nif (wasClosed == true) {\n  if ((wasClosed == false) and ((#Blind).blind_blind == \""closed\"")) {\n    (#Light).switch_on()\n  }\n}\nwasClosed = ((#Blind).blind_blind == \""closed\"")""}","{""cron"": """", ""period"": ""1000"", ""code"": ""if ((#Door).doorState_state ==""}",0.241,0.0,,"[{'name': 'Scenario1', 'cron': '', 'period': 100, 'code': 'blindsClosed := false\nif ((#Blind).blind_blind == ""closed"") {\n  blindsClosed = true\n} else {\n  blindsClosed = false\n}'}, {'name': 'Scenario2', 'cron': '', 'period': 100, 'code': 'if (blindsClosed == true) {\n  wait until((#Blind).blind_blind == ""closed"")\n  (#Light).switch_on()\n}'}]",0.0,0.0,6.571,"[{'name': 'Scenario1', 'cron': '', 'period': 100, 'code': 'blindsClosed := false\nif ((#Blind).blind_blind == ""closed"") {\n  if (blindsClosed == false) {\n    (#Light).switch_on()\n    blindsClosed = true\n  }\n} else {\n  blindsClosed = false\n}'}, {'name': 'Scenario2', 'cron': '', 'period': 100, 'code': 'if ((#Blind).blind_blind == ""closed"") {\n  if (blindsClosed == false) {\n    (#Light).switch_on()\n    blindsClosed = true\n  }\n} else {\n  blindsClosed = false\n}'}]",0.0,0.0,9.131,"[{'name': 'DetectBlindsClosedAgain', 'cron': '', 'period': 100, 'code': 'blindsPreviouslyClosed := false\nblindsCurrentlyClosed = any(#Blind).blind_blind == ""closed""\nif (blindsCurrentlyClosed == true) {\n  if (blindsPreviouslyClosed == true) {\n    (#Light).switch_on()\n  }\n  blindsPreviouslyClosed = true\n} else {\n  blindsPreviouslyClosed = false\n}'}]",0.0,0.0,2.453,"[{'name': 'BlindsClosedLightOn', 'cron': '', 'period': 100, 'code': 'blindsClosed := false\nif (all(#Blind).blind_blind == closed) {\n  if (blindsClosed == false) {\n    all(#Light).switch_on()\n    blindsClosed = true\n  }\n} else {\n  blindsClosed = false\n}'}]",0.0,0.0,2.912
406,7,0,14,"매일, 실시간으로 확인하여 관개 장치가 꺼질 때마다 10초간 기다리는 것을 반복해 줘","Check daily, in real time, and repeat the 10-second wait each time the irrigation device is turned off.",,,"{""name"": ""Scenario1"", ""cron"": ""0 0 * * *"", ""period"": 100, ""code"": ""triggered := false\nif ((#Irrigator).switch_switch == \""off\"") {\n  if (triggered == false) {\n    (#Clock).clock_delay(10000)\n    triggered = true\n  }\n} else {\n  triggered = false\n}""}","{""cron"": ""*/1 * * * *"", ""period"": ""-1"", ""code"": ""if ((#RainSensor).rainSensor_isRaining() == true) {\\n  (#Irrigator).irrigatorOperatingState_stopWatering()\\n  (#Speaker).speaker_text(""}",0.137,0.0,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,
407,7,0,14,"실시간으로 확인하여 선풍기가 꺼져 있으면서 움직임이 감지되지 않다가 감지되는 순간 그 때부터 10초 간격으로 전등이 꺼져 있으면 끄고, 켜져 있으면 켜 줘","Check in real-time. if the fan is off and motion was not detected but then becomes active, then starting from that moment, every 10 seconds, turn off the light if it's off, or turn it on if it's on.",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 100, ""code"": ""motion_prev := \""inactive\""\ntriggered := false\ntick := 0\n\nif (triggered == false) {\n  if ((#Fan).switch_switch == \""off\"") {\n    current = (#MotionSensor).motionSensor_motion\n    if ((motion_prev == \""inactive\"") and (current == \""active\"")) {\n      triggered = true\n      tick = 100\n    }\n    motion_prev = current\n  }\n} else {\n  tick = tick + 1\n  if (tick >= 100) {\n    if ((#Light).switch_switch == \""on\"") {\n      (#Light).switch_on()\n    } else {\n      (#Light).switch_off()\n    }\n    tick = 0\n  }\n}""}","{""cron"": """", ""period"": ""0"", ""code"": ""if ((#Window).windowState ==""}",0.307,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,
408,6,1,14,1초마다 확인하여 온도가 30도 미만이면서 25도 이상일 때마다 에어컨을 켜 줘.,Check every second to turn on the air conditioner whenever the temperature is below 30 degrees but above 25 degrees.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 1000, ""code"": ""temp = (#TemperatureSensor).temperatureMeasurement_temperature\nif ((temp < 30.0) and (temp >= 25.0)) {\n  (#AirConditioner).switch_on()\n}""}","{""cron"": """", ""period"": ""1000"", ""code"": ""if ((#Light).switch_switch ==""}",0.42,0.0,,"[{'name': 'Scenario1', 'cron': '', 'period': 1000, 'code': 'if ((#AirConditioner).airConditionerMode_airConditionerMode == ""auto"") {\n  if (((#TemperatureSensor).temperatureMeasurement_temperature > 25.0) and ((#TemperatureSensor).temperatureMeasurement_temperature < 30.0)) {\n    (#AirConditioner).airConditionerMode_setAirConditionerMode(""cool"")\n    (#AirConditioner).airConditionerMode_setTemperature(27.0)\n  } else {\n    (#AirConditioner).airConditionerMode_setAirConditionerMode(""auto"")\n  }\n}'}]",0.0,0.0,7.44,"[{'name': 'Scenario1', 'cron': '', 'period': 1000, 'code': ""if ((#TemperatureSensor).temperatureMeasurement_temperature > 25.0) and ((#TemperatureSensor).temperatureMeasurement_temperature < 30.0) {\n  (#AirConditioner).airConditionerMode_setTemperature(27.0)\n  (#AirConditioner).airConditionerMode_setAirConditionerMode('cool')\n  (#AirConditioner).switch_on()\n}""}]",0.0,0.0,6.876,"[{'name': 'TemperatureBasedACControl', 'cron': '', 'period': 1000, 'code': 'if (((#TemperatureSensor).temperatureMeasurement_temperature < 30.0) and ((#TemperatureSensor).temperatureMeasurement_temperature > 25.0)) {\n  if ((#AirConditioner).switch_switch == ""off"") {\n    (#AirConditioner).switch_on()\n  }\n} else {\n  if ((#AirConditioner).switch_switch == ""on"") {\n    (#AirConditioner).switch_off()\n  }\n}'}]",0.0,0.0,2.885,"[{'name': 'AirConditionerTemperatureControl', 'cron': '', 'period': 1000, 'code': 'if (((#TemperatureSensor).temperatureMeasurement_temperature < 30.0) and ((#TemperatureSensor).temperatureMeasurement_temperature > 25.0)) {\n  (#AirConditioner).switch_on()\n}'}]",0.0,0.0,3.005
409,7,0,14,"주말 오전에, 실시간으로 확인하여 문이 열린 후 10초 동안 움직임이 감지되지 않고 10초가 끝났을 때 조명이 켜져 있으면 조명을 켜 줘.","On a weekend morning, check in real-time and turn on the lights if no motion is detected for 10 seconds after the time when the door is opened and the lights are on at the end of the 10 seconds.",,,"{""name"": ""Scenario1"", ""cron"": ""0 0 * * 6,0"", ""period"": 100, ""code"": ""check_motion := false\nno_motion_tick := 0\n\nif ((#Clock).clock_hour < 12) {\n  if ((#ContactSensor).contactSensor_contact == \""open\"" and check_motion == false) {\n    check_motion = true\n    no_motion_tick = 0\n  }\n\n  if (check_motion == true) {\n    if ((#MotionSensor).motionSensor_motion == \""inactive\"") {\n      no_motion_tick = no_motion_tick + 1\n      if (no_motion_tick == 100) {\n        if ((#Light).switch_switch == \""on\"") {\n          (#Light).switch_on()\n        }\n        break\n      }\n    } else {\n      break\n    }\n  }\n}""}","{""cron"": """", ""period"": ""2000"", ""code"": ""if ((#TV).tv_state ==""}",0.143,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,
410,7,1,14,실시간으로 확인하여 재실 센서가 감지 상태일 때마다 10초 대기 후 조명의 밝기를 현재 밝기로 맞춰줘.,Check in real-time to adjust lights to their current brightness after a 10-second wait whenever an occupancy sensor is detected.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 100, ""code"": ""wait until((#OccupancySensor).presenceSensor_presence == \""present\"")\n(#Clock).clock_delay(10000)\nlevel = (#Light).switchLevel_level\n(#Light).switchLevel_setLevel(level, 1)""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#Door).door_isOpen == true) {\\n  (#Alarm).alarm_light_on()\\n  (#clock).clock_delay(0)\\n""}",0.286,0.0,,"[{'name': 'Scenario1', 'cron': '', 'period': 100, 'code': 'currentBrightness := (#Light).switchLevel_level\nwait until(#OccupancySensor).presenceSensor_presence == ""present""\n(#Light).switchLevel_setLevel(currentBrightness, 100)'}, {'name': 'Scenario2', 'cron': '', 'period': 100, 'code': 'wait until(#OccupancySensor).presenceSensor_presence == ""not_present""\n(#Light).switchLevel_setLevel(0, 100)'}]",0.0,0.0,6.034,"[{'name': 'Scenario1', 'cron': '', 'period': 10000, 'code': 'wait until(#OccupancySensor).presenceSensor_presence == ""present""\n(#Light).switchLevel_setLevel(#Light).switchLevel_level, 1000)\nname = ""Scenario2""\ncron = """"\nperiod = 10000\nwait until(#OccupancySensor).presenceSensor_presence == ""not_present""\n(#Light).switchLevel_setLevel(100, 1000)'}]",0.0,0.0,6.95,"[{'name': 'AdjustLightsToCurrentBrightnessOnOccupancy', 'cron': '', 'period': 100, 'code': 'detected := false\nif (any(#OccupancySensor).presenceSensor_presence == present) {\n  if (detected == false) {\n    detected = true\n    (#Clock).clock_delay(10000)\n    all(#Light).switchLevel_setLevel((#Light).switchLevel_level, 0)\n  }\n} else {\n  detected = false\n}'}]",0.0,0.0,2.348,"[{'name': 'AdjustLightsAfterOccupancy', 'cron': '', 'period': 100, 'code': 'detected := false\nif (any(#OccupancySensor).presenceSensor_presence == ""present"") {\n  if (detected == false) {\n    detected = true\n    wait until((#Clock).clock_second % 60 != ((#Clock).clock_second - 10) % 60)\n    wait until((#Clock).clock_second % 60 == ((#Clock).clock_second + 10) % 60)\n    brightness = (#Light).switchLevel_level\n    if (brightness >= 0) {\n      all(#Light).switchLevel_setLevel(brightness, 0)\n    }\n  }\n} else {\n  detected = false\n}'}]",0.0,0.0,4.320
