category_analysis,command,connected_devices,options,GT,generated_code_gpt4.0_gpt_mg,cloud_similarity_gpt4o,generated_code_gpt-4.1_cap,cloud_similarity_gpt-4.1_cap,generated_code_gpt-4.1-mini_student,cloud_similarity_gpt-4.1-mini,joi_pred_Qwen2.5-Coder:7B,cloud_similarity_Qwen2.5-Coder:7B,joi_pred_llama4:scout.dense,script_similarity_llama4:scout.dense,generated_code_gpt4.0_gpt_mg,cloud_similarity_gpt4o_old
1,에어컨을 자동 모드로 설정해줘.,"{ 'GreenhouseA_ac_left': {'category': 'AirConditioner', 'tags': ['GreenhouseA', 'left', 'AirConditioner']}, 'GreenhouseA_ac_right': {'category': 'AirConditioner', 'tags': ['GreenhouseA', 'right', 'AirConditioner']}, 'GreenhouseA_ac_center': {'category': 'AirConditioner', 'tags': ['GreenhouseA', 'center', 'AirConditioner']}}",nan,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#AirConditioner).airConditionerMode_setAirConditionerMode(\""auto\"")""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#AirConditioner).airConditionerMode_setAirConditionerMode(\""auto\"")""}",1,"{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""(#AirConditioner).airConditionerMode_setAirConditionerMode('auto')""}",1,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': '(#AirConditioner).airConditionerMode_setAirConditionerMode(""auto"")'}]",1,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': ""(#AirConditioner).airConditionerMode_setAirConditionerMode('auto')""}]",1,"{""cron"": """", ""period"": ""-1"", ""code"": ""(#AirConditioner).airConditionerMode_setAutoMode()""}",0.862,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#AirConditioner).airConditionerMode_setAirConditionerMode(\""auto\"")""}",1
1,알람을 꺼줘.,"{ 'GreenhouseA_alarm_exit': {'category': 'Alarm', 'tags': ['GreenhouseA', 'exit', 'Alarm']}, 'GreenhouseA_alarm_center': {'category': 'Alarm', 'tags': ['GreenhouseA', 'center', 'Alarm']}}",nan,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Alarm).alarm_off()""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Alarm).alarm_off()""}",1,"{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""(#Alarm).alarm_off()""}",1,"[{'name': 'TurnOffAlarm', 'cron': '', 'period': -1, 'code': '(#Alarm).alarm_off()'}]",1,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': '(#Alarm).alarm_off()'}]",1,"{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#Alarm).alarmState_status ==""}",0.588,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Alarm).alarm_off()""}",1
1,블라인드를 70 퍼센트로 설정해줘.,"{ 'GreenhouseA_blind_top': {'category': 'Blind', 'tags': ['GreenhouseA', 'top', 'Blind']}, 'GreenhouseA_blind_side': {'category': 'Blind', 'tags': ['GreenhouseA', 'side', 'Blind']}, 'GreenhouseA_blind_back': {'category': 'Blind', 'tags': ['GreenhouseA', 'back', 'Blind']}}",nan,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Blind).blindLevel_setBlindLevel(70)""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Blind).blindLevel_setBlindLevel(70)""}",1,"{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""(#Blind).blindLevel_setBlindLevel(70)""}",1,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': 'level = 70\n(#Blind).blindLevel_setBlindLevel(level)'}]",0.9,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': '(#Blind).blindLevel_setBlindLevel(70)'}]",1,"{""cron"": """", ""period"": ""-1"", ""code"": ""(#Blind).blind_setPosition(0.7)""}",0.676,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Blind).blindLevel_setBlindLevel(70)""}",1
2,블라인드 움직임을 멈춰줘.,nan,nan,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Blind).blind_pause()""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Blind).blind_pause()""}",1,"{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""(#Blind).blind_pause()""}",1,"[{'name': 'Stop blind movement', 'cron': '', 'period': -1, 'code': 'all(#Blind).blind_pause()'}]",0.9,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': '(#Blind).blind_pause()'}]",1,"{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#Blind).blindControl_isMoving == true) {\\n  (#Blind).blindControl_stopMoving()\\n""}",0.364,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Blind).blind_pause()""}",1
2,버튼4가 위로 스와이프되었으면 알람의 사이렌을 울려줘.,nan,nan,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Buttonx4).buttonx4_button4 == \""swipe_up\"") {\n  (#Alarm).alarm_siren()\n}""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Buttonx4).buttonx4_button4 == \""swipe_up\"") {\n (#Alarm).alarm_siren()\n}""}",1," 
{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""if ((#Buttonx4).buttonx4_button4 == 'swipe_up') { (#Alarm).alarm_siren() }""}",1,"[{'name': 'Scenario1', 'cron': '', 'period': 100, 'code': 'triggered := false\nif ((#Buttonx4).buttonx4_button4 == swipe_up) {\n  if (triggered == false) {\n    (#Alarm).alarm_siren()\n    triggered = true\n  }\n} else {\n  triggered = false\n}'}]",0.5,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': 'wait until(#Buttonx4).buttonx4_button4 == ""swipe_up""\n(#Alarm).alarm_siren()'}]",0.8,"{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#Button4).buttonEvent_type ==""}",0.738,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Buttonx4).buttonx4_button4 == \""swipe_up\"") {\n  (#Alarm).alarm_siren()\n}""
}""}",1
1,10을 3으로 나눈 나머지를 구해.,nan,nan,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Calculator).calculator_mod(10, 3)""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Calculator).calculator_mod(10, 3)""}",1,"{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""(#Calculator).calculator_mod(10, 3)""}",1,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': 'result = (#Calculator).calculator_mod(10,3)'}]",0.9,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': 'result := (#Calculator).calculator_mod(10.0, 3.0)\n(#Speaker).mediaPlayback_speak(""The remainder of 10 divided by 3 is "" + result.toString())'}]",0.5,"{""cron"": """", ""period"": ""-1"", ""code"": ""10 % 3""}",0.114,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Calculator).calculator_mod(10 | 3)""}",1
9,"가장 최근에 찍은 사진을 첨부파일로 이메일을 'test@example.com' 주소, 제목 '사진'과 내용 '사진입니다.'로 보내줘.",nan,"[
  {
  ""name"": ""me"",
  ""contact"": ""010-1234-5678"",
  ""email"": ""abcd1234@test.com"",
  ""birthday"": ""1991-03-03""
  },
  {
  ""name"": ""홍길동"",
  ""contact"": ""010-9999-8888"",
  ""email"": ""honggd@test.com"",
  ""birthday"": ""1988-07-15"",
  ""alternate_contact"": ""010-8888-7777""
  },
  {
  ""name"": ""김무개"",
  ""contact"": ""010-7777-6666"",
  ""email"": ""kim@example.com"",
  ""birthday"": ""1990-11-25""
  },
  {
  ""name"": ""장보고"",
  ""contact"": ""010-2222-3333"",
  ""email"": ""jangbogo@naver.com"",
  ""birthday"": ""1985-05-10"",
  ""alternate_contact"": ""010-4444-5555""
  }
 ]","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""latest_photo = (#Camera).camera_image\n(#EmailProvider).emailProvider_sendMailWithFile(\""test@example.com\"", \""사진\"", \""사진입니다.\"", latest_photo)""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#EmailProvider).emailProvider_sendMailWithFile(\""test@example.com\"", \""사진\"", \""사진입니다.\"", (#Camera).camera_image)""}",1,"
{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""(#EmailProvider).emailProvider_sendMailWithFile('test@example.com','사진','사진입니다.',(#Camera).camera_image)""}",1,"[{'name': 'SendPhotoEmail', 'cron': '', 'period': -1, 'code': 'img = (#Camera).camera_take()\nif (img != null) {\n  (#EmailProvider).emailProvider_sendMailWithFile(""test@example.com"", ""Photo"", ""This is a photo"", img)\n} else {\n  (#EmailProvider).emailProvider_sendMail(""test@example.com"", ""Photo"", ""This is a photo"")\n}'}]",0.6,"[{'name': 'Send Email with Photo', 'cron': '', 'period': -1, 'code': '(#Camera).camera_take() -> lastImage\n(#EmailProvider).emailProvider_sendMailWithFile(toAddress: ""test@example.com"", title: ""Photo"", text: ""This is a photo"", file: lastImage)'}]",0.7,"{""cron"": """", ""period"": ""-1"", ""code"": ""(#Email).email_sendMail(\\n""}",0.44,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""image = (#Camera).camera_image\n(#EmailProvider).emailProvider_sendMailWithFile(\""test@example.com\"", \""사진\"", \""사진입니다.\"", image)""}",0.9
9,"가장 최근 동영상을 첨부파일로 이메일을 'test@example.com' 주소, 제목 '동영상'과 내용 '동영상입니다.'로 보내줘",nan,"[
  {
  ""name"": ""me"",
  ""contact"": ""010-1234-5678"",
  ""email"": ""abcd1234@test.com"",
  ""birthday"": ""1991-03-03""
  },
  {
  ""name"": ""홍길동"",
  ""contact"": ""010-9999-8888"",
  ""email"": ""honggd@test.com"",
  ""birthday"": ""1988-07-15"",
  ""alternate_contact"": ""010-8888-7777""
  },
  {
  ""name"": ""김무개"",
  ""contact"": ""010-7777-6666"",
  ""email"": ""kim@example.com"",
  ""birthday"": ""1990-11-25""
  },
  {
  ""name"": ""장보고"",
  ""contact"": ""010-2222-3333"",
  ""email"": ""jangbogo@naver.com"",
  ""birthday"": ""1985-05-10"",
  ""alternate_contact"": ""010-4444-5555""
  }
 ]","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""latest_video = (#Camera).camera_video\n(#EmailProvider).emailProvider_sendMailWithFile(\""test@example.com\"", \""동영상\"", \""동영상입니다.\"", latest_video)""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#EmailProvider).emailProvider_sendMailWithFile(\""test@example.com\"", \""동영상\"", \""동영상입니다.\"", (#Camera).camera_video)""}",1,"
{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""(#EmailProvider).emailProvider_sendMailWithFile('test@example.com','동영상','동영상입니다.',(#Camera).camera_video)""}",1,"[{'name': 'SendRecentVideoEmail', 'cron': '', 'period': -1, 'code': 'file = (#Camera).camera_video\nif (file != null) {\n  (#EmailProvider).emailProvider_sendMailWithFile(""test@example.com"", ""Video"", ""This is a video."", file)\n} else {\n  (#Speaker).mediaPlayback_speak(""전송할 최근 동영상을 찾을 수 없습니다."")\n}'}]",0.6,"[{'name': 'SendEmailWithVideo', 'cron': '', 'period': -1, 'code': '(#EmailProvider).emailProvider_sendMailWithFile(\n  toAddress: ""test@example.com"",\n  title: ""Video"",\n  text: ""This is a video."",\n  file: (#Camera).camera_video\n)'}]",0.9,"{""cron"": """", ""period"": ""-1"", ""code"": ""(#Email).email_sendMail(\\n""}",0.44,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Camera).camera_takeTimelapse(10, 1)\n(#EmailProvider).emailProvider_sendMailWithFile(\""test@example.com\"", \""동영상\"", \""동영상입니다.\"", (#Camera).camera_video)""}",0.9
1,카메라로 10초 동안 속도 2로 타임랩스 영상을 촬영해줘.,"{ 'GreenhouseA_cam_front': {'category': 'Camera', 'tags': ['GreenhouseA', 'front', 'Camera']}, 'GreenhouseA_cam_back': {'category': 'Camera', 'tags': ['GreenhouseA', 'back', 'Camera']}}",nan,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Camera).camera_takeTimelapse(10 | 2)""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Camera).camera_takeTimelapse(10 | 2)""}",1," 
{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""(#Camera).camera_takeTimelapse(10,2)""}",0.9,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': '(#Camera).camera_takeTimelapse(10.0, 2.0)'}]",0.9,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': '(#Camera).camera_takeTimelapse(duration: 10.0, speed: 2.0)'}]",0.95,"{""cron"": """", ""period"": ""-1"", ""code"": ""(#Camera).camera_startTimelapse(20000""}",0.857,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Camera).camera_takeTimelapse(10, 2)""}",1
2,지금이 오후 3시 15분이면 알람의 사이렌을 울려줘.,nan,nan,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Clock).clock_time == 1515) {\n  (#Alarm).alarm_siren()\n}""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Clock).clock_time == 1515) {\n (#Alarm).alarm_siren()\n}""}",1,"{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""if ((#Clock).clock_time == 1515) {(#Alarm).alarm_siren()}""}",1,"[{'name': 'Scenario1', 'cron': '', 'period': 1000, 'code': 'if (((#Clock).clock_hour == 15) and ((#Clock).clock_minute == 15)) {\n  (#Alarm).alarm_siren()\n} else {\n  (#Alarm).alarm_off()\n}'}]",0.8,"[{'name': 'Scenario1', 'cron': '0 15 * * *', 'period': -1, 'code': 'if (clock_time == 1515) {\n  (#Alarm).alarm_siren()\n}'}]",0.9,"{""cron"": ""15 15 * * *"", ""period"": ""-1"", ""code"": ""(#Alarm).alarm_siren_on()""}",0.557,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Clock).clock_time == 1515) {\n  (#Alarm).alarm_siren()\n}""}",1
2,올해가 2025년이면 알람의 사이렌을 울려줘.,nan,nan,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Clock).clock_year == 2025) {\n  (#Alarm).alarm_siren()\n}""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Clock).clock_year == 2025) {\n (#Alarm).alarm_siren()\n}""
 }""}",1,"{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""if ((#Clock).clock_year == 2025) { (#Alarm).alarm_siren() }""}",1,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': 'if ((#Clock).clock_year == 2025) {\n  if (any(#Alarm)) {\n    if (any(#Alarm).alarm_alarm != \'siren\') {\n      all(#Alarm).alarm_siren()\n    }\n  } else {\n    (#Speaker).mediaPlayback_speak(""사이렌을 울리는 경보 장치가 없습니다."")\n  }\n}'}]",0.6,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': 'if ((#Clock).clock_year == 2025) {\n  (#Alarm).alarm_siren()\n}'}]",1,"{""cron"": """", ""period"": ""-1"", ""code"": ""if (2025 - (#CurrentTime).currentTime_getFullYear() == 0) {\\n  (#Alarm).alarm_siren_on()\\n""}",0.493,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Clock).clock_year == 2025) {\n  (#Alarm).alarm_siren()\n}""}",1
4,1시간 20분 30초 뒤에 알람의 사이렌을 울려줘,nan,nan,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Clock).clock_delay(4830000)\n(#Alarm).alarm_siren()""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Clock).clock_delay(4830000)\n(#Alarm).alarm_siren()""}",1,"
{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""(#Clock).clock_delay(4830000)\n(#Alarm).alarm_siren()""}",1,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': 'wait until((#Clock).clock_delay(4830000))\n(#Alarm).alarm_siren()'}]",0.5,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': '(#Clock).clock_delay(ms: 3600230)\n(#Alarm).alarm_siren()'}]",0.4,"{""cron"": """", ""period"": ""-1"", ""code"": ""(#Alarm).alarmControl_soundAlarm()\\n  (#clock).clock_delay(4818000)""}",0.512,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Clock).clock_delay(4830000)\n(#Alarm).alarm_siren()""}",1
2,접촉 센서가 접촉되어 있으면 알람의 사이렌을 울려줘.,nan,nan,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#ContactSensor).contactSensor_contact == \""closed\"") {\n  (#Alarm).alarm_siren()\n}""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#ContactSensor).contactSensor_contact == \""closed\"") {\n (#Alarm).alarm_siren()\n}""}",1,"{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""if ((#ContactSensor).contactSensor_contact == 'closed') { (#Alarm).alarm_siren() }""}",1,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': 'if ((#ContactSensor).contactSensor_contact == ""closed"") {\n  if (any(#Alarm)) {\n    (#Alarm).alarm_siren()\n  } else if (any(#Siren)) {\n    (#Siren).switch_on()\n    (#Siren).sirenMode_setSirenMode(""siren"")\n  }\n}'}]",0.6,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': 'wait until((#ContactSensor).contactSensor_contact == ""closed"")\n(#Siren).sirenMode_setSirenMode(""siren"")\nname = ""Scenario2""\ncron = """"\nperiod = -1\nwait until((#ContactSensor).contactSensor_contact == ""open"")\n(#Siren).sirenMode_setSirenMode(""off"")'}]",0.5,"{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#ContactSensor).contactSensor_isContacted == true) {\\n  (#Alarm).alarm_siren_on()\\n""}",0.683,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#ContactSensor).contactSensor_contact == \""closed\"") {\n  (#Alarm).alarm_siren()\n}""}",1
9,이메일을 'test@example.com' 주소로 제목 '알림'과 내용 '긴급 상황입니다.'로 보내줘.,nan,"[
  {
  ""name"": ""me"",
  ""contact"": ""010-1234-5678"",
  ""email"": ""abcd1234@test.com"",
  ""birthday"": ""1991-03-03""
  },
  {
  ""name"": ""홍길동"",
  ""contact"": ""010-9999-8888"",
  ""email"": ""honggd@test.com"",
  ""birthday"": ""1988-07-15"",
  ""alternate_contact"": ""010-8888-7777""
  },
  {
  ""name"": ""김무개"",
  ""contact"": ""010-7777-6666"",
  ""email"": ""kim@example.com"",
  ""birthday"": ""1990-11-25""
  },
  {
  ""name"": ""장보고"",
  ""contact"": ""010-2222-3333"",
  ""email"": ""jangbogo@naver.com"",
  ""birthday"": ""1985-05-10"",
  ""alternate_contact"": ""010-4444-5555""
  }
 ]","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#EmailProvider).emailProvider_sendMail(\""test@example.com\"", \""알림\"", \""긴급 상황입니다.\"")""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#EmailProvider).emailProvider_sendMail(\""test@example.com\"" , \""알림\"" , \""긴급 상황입니다.\"")""}",1,"{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""(#EmailProvider).emailProvider_sendMail('test@example.com','알림','긴급 상황입니다.')""}",1,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': '(#EmailProvider).emailProvider_sendMail(""test@example.com"", ""Alert"", ""This is an emergency"")'}]",0.9,"[{'name': 'SendEmail', 'cron': '', 'period': -1, 'code': '(#EmailProvider).emailProvider_sendMail(""test@example.com"", ""Alert"", ""This is an emergency"")'}]",0.95,"{""cron"": """", ""period"": ""-1"", ""code"": ""(#Email).email_sendEmail(""}",0.708,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#EmailProvider).emailProvider_sendMail(\""test@example.com\"", \""알림\"", \""긴급 상황입니다.\"")""}",1
3,가스 밸브가 열려 있으면 알람의 사이렌을 울려줘.,,nan,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#GasValve).valve_valve == \""open\"") {\n  (#Alarm).alarm_siren()\n}""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#GasValve).valve_valve == \""open\"") {\n (#Alarm).alarm_siren()\n}""}",1," 
{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""if ((#GasValve).valve_valve == 'open') {(#Alarm).alarm_siren()}""}",1,"[{'name': 'Sound siren if gas valve open', 'cron': '', 'period': -1, 'code': ""if ((#GasValve).valve_valve == open) {\n  if (any(#Alarm)) {\n    (#Alarm).alarm_siren()\n  } else if (any(#Siren)) {\n    (#Siren).sirenMode_setSirenMode('siren')\n  }\n}""}]",0.6,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': 'if ((#GasValve).valve_valve == ""open"") {\n  (#Siren).switch_on()\n  (#Siren).sirenMode_setSirenMode(""siren"")\n}'}]",0.7,"{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#GasValve).gasValve_isOpen == true) {\\n  (#Alarm).alarm_sirenOn()\\n""}",0.5,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#GasValve).valve_valve == \""open\"") {\n  (#Alarm).alarm_siren()\n}""}",1
1,관개 장치의 급수를 시작해줘.,nan,nan,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Irrigator).irrigatorOperatingState_startWatering()""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Irrigator).irrigatorOperatingState_startWatering()""}",1,"{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""(#Irrigator).irrigatorOperatingState_startWatering()""}",1,"[{'name': 'StartIrrigationWatering', 'cron': '', 'period': -1, 'code': '(#Irrigator).irrigatorOperatingState_startWatering()'}]",1,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': '(#Irrigator).switch_on()'}]",0.6,"{""cron"": """", ""period"": ""-1"", ""code"": ""(#Irrigator).irrigatorOperatingState_startWatering()""}",1,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Irrigator).irrigatorOperatingState_startWatering()""}",1
2,누수가 감지되면 알람의 사이렌을 울려줘.,nan,nan,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""wait until ((#LeakSensor).leakSensor_leakage == \""detected\"") {\n  (#Alarm).alarm_siren()\n}""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""wait until ((#LeakSensor).leakSensor_leakage == \""detected\"")\n(#Alarm).alarm_siren()""}",1,"{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""wait until ((#LeakSensor).leakSensor_leakage == 'detected')\n(#Alarm).alarm_siren()""}",1,"[{'name': 'LeakDetectedAlarm', 'cron': '', 'period': -1, 'code': 'if (any(#LeakSensor).leakSensor_leakage == ""detected"") {\n  if (any(#Alarm)) {\n    all(#Alarm).alarm_siren()\n  } else if (any(#Siren)) {\n    all(#Siren).switch_on()\n    all(#Siren).sirenMode_setSirenMode(""siren"")\n  }\n}'}]",0.6,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': 'wait until((#LeakSensor).leakSensor_leakage == ""detected"")\n(#Alarm).alarm_siren()\nname = ""Scenario2""\ncron = """"\nperiod = -1\nwait until((#LeakSensor).leakSensor_leakage == ""not_detected"")\n(#Alarm).alarm_off()'}]",0.5,"{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#LeakDetector).leakDetector_isLeaking == true) {\\n  (#Alarm).alarm_sirenOn()\\n""}",0.5,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#LeakSensor).leakSensor_leakage == \""detected\"") {\n  (#Alarm).alarm_siren()\n}""}",1
1,조명을 빨간색으로 설정해줘.,"{ 'GreenhouseA_light_left_top_1': {'category': 'Light', 'tags': ['GreenhouseA', 'left_top', 'Light']}, 'GreenhouseA_light_center_1': {'category': 'Light', 'tags': ['GreenhouseA', 'center', 'Light']}}",nan,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Light).colorControl_setColor(\""255|0|0\"")""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Light).colorControl_setColor(\""255|0|0\"")""
 }""}",1,"{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""(#Light).colorControl_setColor('255|0|0')""}",1,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': '(#Light).colorControl_setColor(""255|0|0"")'}]",1,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': '(#Light).colorControl_setColor(""RED"")'}]",0.7,"{""cron"": """", ""period"": ""-1"", ""code"": ""(#Light).lightSetting_setColor(""}",0.677,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Light).colorControl_setColor(\""255|0|0\"")""}",1
1,5의 속도로 조명의 밝기를 80으로 설정해줘.,nan,nan,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Light).switchLevel_setLevel(80, 5)""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Light).switchLevel_setLevel(80 | 5)""}",1,"{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""(#Light).switchLevel_setLevel(80,5)""}",1,"[{'name': 'SetLightBrightness', 'cron': '', 'period': -1, 'code': 'level = 80\nspeed = 5\n(#Light).switchLevel_setLevel(level, speed)'}]",0.9,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': '(#Light).switchLevel_setLevel(80, 5)'}]",1,"{""cron"": """", ""period"": ""-1"", ""code"": ""(#Light).light_brightnessSet(80""}",0.508,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Light).switchLevel_setLevel(80, 5)""}",1
1,조명의 전원을 토글해줘.,nan,nan,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Light).switch_toggle()""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Light).switch_toggle()""}",1,"{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""(#Light).switch_toggle()""}",1,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': '(#Light).switch_toggle()'}]",1,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': '(#Light).switch_toggle()'}]",1,"{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#Light).switch_switch ==""}",0.667,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Light).switch_toggle()""}",1
