index,category_analysis,selected,test_no,command,command_english,connected_devices,options,joi_gt,generated_code_gpt-4.1-mini_cap,response_time_generated_code_gpt-4.1-mini_cap
406,7,0,14,"매일, 실시간으로 확인하여 관개 장치가 꺼질 때마다 10초간 기다리는 것을 반복해 줘","Check daily, in real time, and repeat the 10-second wait each time the irrigation device is turned off.",,,"{""name"": ""Scenario1"", ""cron"": ""0 0 * * *"", ""period"": 100, ""code"": ""triggered := false\nif ((#Irrigator).switch_switch == \""off\"") {\n  if (triggered == false) {\n    (#Clock).clock_delay(10000)\n    triggered = true\n  }\n} else {\n  triggered = false\n}""}",,
407,7,0,14,"실시간으로 확인하여 선풍기가 꺼져 있으면서 움직임이 감지되지 않다가 감지되는 순간 그 때부터 10초 간격으로 전등이 꺼져 있으면 끄고, 켜져 있으면 켜 줘","Check in real-time. if the fan is off and motion was not detected but then becomes active, then starting from that moment, every 10 seconds, turn off the light if it's off, or turn it on if it's on.",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 100, ""code"": ""motion_prev := \""inactive\""\ntriggered := false\ntick := 0\n\nif (triggered == false) {\n  if ((#Fan).switch_switch == \""off\"") {\n    current = (#MotionSensor).motionSensor_motion\n    if ((motion_prev == \""inactive\"") and (current == \""active\"")) {\n      triggered = true\n      tick = 100\n    }\n    motion_prev = current\n  }\n} else {\n  tick = tick + 1\n  if (tick >= 100) {\n    if ((#Light).switch_switch == \""on\"") {\n      (#Light).switch_on()\n    } else {\n      (#Light).switch_off()\n    }\n    tick = 0\n  }\n}""}",,
408,6,1,14,1초마다 확인하여 온도가 30도 미만이면서 25도 이상일 때마다 에어컨을 켜 줘.,Check every second to turn on the air conditioner whenever the temperature is below 30 degrees but above 25 degrees.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 1000, ""code"": ""temp = (#TemperatureSensor).temperatureMeasurement_temperature\nif ((temp < 30.0) and (temp >= 25.0)) {\n  (#AirConditioner).switch_on()\n}""}","{'name': 'Scenario1', 'cron': '', 'period': 1000, 'code': 'triggered := false\nif (((#TemperatureSensor).temperatureMeasurement_temperature < 30) and ((#TemperatureSensor).temperatureMeasurement_temperature >= 25)) {\n    if (triggered == false) {\n        (#AirConditioner).switch_on()\n        triggered = true\n    }\n} else {\n    triggered = false\n}'}",5.3306 seconds
409,7,0,14,"주말 오전에, 실시간으로 확인하여 문이 열린 후 10초 동안 움직임이 감지되지 않고 10초가 끝났을 때 조명이 켜져 있으면 조명을 켜 줘.","On a weekend morning, check in real-time and turn on the lights if no motion is detected for 10 seconds after the time when the door is opened and the lights are on at the end of the 10 seconds.",,,"{""name"": ""Scenario1"", ""cron"": ""0 0 * * 6,0"", ""period"": 100, ""code"": ""check_motion := false\nno_motion_tick := 0\n\nif ((#Clock).clock_hour < 12) {\n  if ((#ContactSensor).contactSensor_contact == \""open\"" and check_motion == false) {\n    check_motion = true\n    no_motion_tick = 0\n  }\n\n  if (check_motion == true) {\n    if ((#MotionSensor).motionSensor_motion == \""inactive\"") {\n      no_motion_tick = no_motion_tick + 1\n      if (no_motion_tick == 100) {\n        if ((#Light).switch_switch == \""on\"") {\n          (#Light).switch_on()\n        }\n        break\n      }\n    } else {\n      break\n    }\n  }\n}""}",,
410,7,1,14,실시간으로 확인하여 재실 센서가 감지 상태일 때마다 10초 대기 후 조명의 밝기를 현재 밝기로 맞춰줘.,Check in real-time to adjust lights to their current brightness after a 10-second wait whenever an occupancy sensor is detected.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 100, ""code"": ""wait until((#OccupancySensor).presenceSensor_presence == \""present\"")\n(#Clock).clock_delay(10000)\nlevel = (#Light).switchLevel_level\n(#Light).switchLevel_setLevel(level,1)""}","{'name': 'Scenario', 'cron': '', 'period': 100, 'code': ""triggered := false\nif ((#PresenceSensor).presenceSensor_presence == 'present') {\n    if (triggered == false) {\n        (#Clock).clock_delay(10000)\n        current_level = (#Light).switchLevel_level\n        (#Light).switchLevel_setLevel(current_level, 0)\n        triggered = true\n    }\n} else {\n    triggered = false\n}""}",4.8583 seconds
411,7,1,14,TV가 꺼져 있으면 10초 대기 후 다시 TV를 확인하여 켜져 있으면 TV를 켜 줘.,"If the TV is off, wait 10 seconds, then check the TV again and turn it on if it's on.",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Television).switch_switch == \""off\"") {\n  (#Clock).clock_delay(10000)\n  if ((#Television).switch_switch == \""on\"") {\n    (#Television).switch_on()\n  }\n}""}","{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': ""if ((#Television).switch_switch == 'off') {\n(#Clock).clock_delay(10000)\nif ((#Television).switch_switch == 'on') {\n(#Television).switch_on()\n}\n}""}",6.2166 seconds
412,3,1,14,"월, 수, 금에 실시간으로 확인하여 창문이 열려 있지 않으면 창문을 닫아 줘.","Check in real-time on Mon, Wed, Fri and close the window if it's not open.",,,"{""name"": ""Scenario1"", ""cron"": ""0 0 * * 1,3,5"", ""period"": 100, ""code"": ""if ((#Window).windowControl_window != \""open\"") {\n  (#Window).windowControl_close()\n}""}","{'name': 'Scenario', 'cron': '0 0 * * 1,3,5', 'period': 100, 'code': ""weekday = (#Clock).clock_weekday\nif ((weekday != 'monday') and (weekday != 'wednesday') and (weekday != 'friday')) {\n    break\n}\nif ((#Window).windowControl_window != 'open') {\n    (#Window).windowControl_close()\n}""}",3.8846 seconds
413,7,1,15,"매주 평일 오전 9시 창문이 닫혀 있고 이산화탄소 농도가 1000ppm 이상이며 기온이 30도 이상이면, 5초 후 창문을 열고, 팬이 꺼져 있으면 켜 줘. 그 후, 실시간으로 확인하여 1분 연속으로 미세먼지 농도가 50 이상으로 유지되면 창문을 다시 닫고, 팬도 꺼 줘. 만약 그 때 온실 내 습도가 40% 이하이면 가습기를 작동시켜 줘. 또한 마찬가지로 그 때 토양 습도가 25% 이하이고 관개 장치가 꺼져 있으면 물을 줘.","Every weekday at 9 a.m., if the windows are closed, the carbon dioxide concentration is above 1000 ppm, and the temperature is above 30 degrees, open the windows after 5 seconds and turn on the fans if they are off.Then, check in real time and if the particulate matter concentration remains above 50 for one continuous minute, close the windows again and turn off the fans.If the humidity in the greenhouse is below 40% at that time, turn on the humidifier. Similarly, if the soil humidity is below 25% and the irrigation is turned off, water the plants.",,,"{""name"": ""Scenario1"", ""cron"": ""0 9 * * *"", ""period"": 100, ""code"": ""phase := 0\nconsecutive_time := 0\nif ((#Clock).clock_weekday == \""saturday\"") or ((#Clock).clock_weekday == \""sunday\"") {\n  break\n}\n\nif (phase == 0) {\n  if ((#Window).windowControl_window == \""closed\"") and \n  ((#AirQualityDetector).carbonDioxideMeasurement_carbonDioxide >= 1000.0) and \n  ((#AirQualityDetector).temperatureMeasurement_temperature >= 30.0) {\n    (#Clock).clock_delay(5000)\n    (#Window).windowControl_open()\n    \n    if ((#Fan).switch_switch == \""off\"") {\n      (#Fan).switch_on()\n    }\n    \n    phase = 1  \n  }\n} \nelse if (phase == 1) {\n  if ((#AirQualityDetector).dustSensor_fineDustLevel >= 50) {\n    consecutive_time = consecutive_time + 100  \n  } else {\n    consecutive_time = 0\n  }\n  if (consecutive_time >= 60000) {\n    (#Window).windowControl_close()\n    (#Fan).switch_off()\n    \n    if ((#HumiditySensor).relativeHumidityMeasurement_humidity <= 40.0) {\n      (#Humidifier).switch_on()\n    }\n    \n    if ((#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity <= 25.0) and ((#Irrigator).switch_switch == \""off\"") {\n      (#Irrigator).switch_on()\n    }\n    \n    break\n  }\n}""}","{'name': 'Scenario', 'cron': '0 9 * * 1-5', 'period': 100, 'code': ""phase := false\nif ((#Clock).clock_hour != 9) {\n    break\n}\nif (phase == false) {\n    if (((#Window).windowControl_window == 'closed') and ((#AirQualityDetector).carbonDioxideMeasurement_carbonDioxide >= 1000) and ((#TemperatureSensor).temperatureMeasurement_temperature >= 30)) {\n        (#Clock).clock_delay(5000)\n        (#Window).windowControl_open()\n        if ((#Fan).switch_switch == 'off') {\n            (#Fan).switch_on()\n        }\n        phase = true\n    }\n} else {\n    continuous_time := 0\n    if ((#AirQualityDetector).dustSensor_dustLevel >= 50) {\n        continuous_time = continuous_time + 100\n    } else {\n        continuous_time = 0\n    }\n    if (continuous_time >= 60000) {\n        (#Window).windowControl_close()\n        (#Fan).switch_off()\n        if ((#HumiditySensor).relativeHumidityMeasurement_humidity <= 40) {\n            (#Humidifier).switch_on()\n        }\n        if (((#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity <= 25) and ((#Irrigator).switch_switch == 'off')) {\n            (#Irrigator).switch_on()\n        }\n        break\n    }\n}""}",9.6817 seconds
414,7,0,15,"매일 오전 9시에 조명이 꺼져 있고 하단부의 홀수 태그가 달린 창문이 닫혀 있으면 모든 블라인드를 열어 줘. 이후 그 창문이 열리면 5초 기다렸다가 알람의 사이렌을 울려 줘. 사이렌이 울린 후 10초 동안 실시간으로 확인하여 한 번도 그 창문이 닫히지 않았면 2초마다 조명을 깜빡여 줘. 블라인드를 열었다면, 그때부터 10초가 지난 이때까지 문이 두 번 이상 열렸다 닫혔을 경우, 첫 번째로 열린 시간보다 두 번째로 열린 시간이 길면 벽에 있는 모든 에어컨을 꺼 줘.","Every day at 9am, if the lights are off and the window with the odd tag at the bottom is closed, open all the blinds. Then, when that window turns open, wait 5 seconds and sound the alarm's siren. After the siren sounds, monitor in real time for 10 seconds, and if the window remains open the entire time, blink the lights every 2 seconds. If the blinds were opened, and within the next 10 seconds the door was opened and closed more than once, then if the second opening lasted longer than the first, turn off all air conditioners on the wall.",,,"{""name"": ""Scenario1"", ""cron"": ""0 9 * * *"", ""period"": 100, ""code"": ""state := 0\nblind_opened := false\nalarm_time := 0\ndoor_open_flag := false\ndoor_open_count := 0\nfirst_open_start := 0\nfirst_open_end := 0\nsecond_open_start := 0\nsecond_open_end := 0\nblink_mode := false\nwindow_closed_during_monitoring := false\n\nif (state == 0) {\n  if ((#Light).switch_switch == \""off\"" and (#Window #Lower #Odd).windowControl_window == \""closed\"") {\n    all(#Blind).blind_open()\n    blind_opened = true\n  }\n  state = 1\n}\n\nif (state == 1 and (#Window #Lower #Odd).windowControl_window == \""open\"") {\n  (#Clock).clock_delay(5000)\n  (#Alarm).alarm_siren()\n  alarm_time = (#Clock).clock_timestamp\n  state = 2\n}\n\nif (state == 2) {\n  now = (#Clock).clock_timestamp\n\n  if ((now - alarm_time) <= 10 and (#Window #Lower #Odd).windowControl_window == \""closed\"") {\n    window_closed_during_monitoring = true\n  }\n\n  if ((now - alarm_time) >= 10) {\n    if (window_closed_during_monitoring == false) {\n      blink_mode = true\n    }\n\n    if (blind_opened == true and door_open_count >= 2) {\n      first_duration = first_open_end - first_open_start\n      second_duration = second_open_end - second_open_start\n      if (second_duration > first_duration) {\n        all(#AirConditioner #Wall).switch_off()\n      }\n    }\n\n    state = 3\n  }\n}\n\nif (state == 3 and blink_mode == true) {\n  (#Light).switch_toggle()\n  (#Clock).clock_delay(2000)\n}\n\nif ((#DoorLock).doorControl_door == \""open\"" and door_open_flag == false) {\n  door_open_flag = true\n  now = (#Clock).clock_timestamp\n  door_open_count = door_open_count + 1\n  if (door_open_count == 1) {\n    first_open_start = now\n  } else if (door_open_count == 2) {\n    second_open_start = now\n  }\n}\nif ((#DoorLock).doorControl_door == \""closed\"" and door_open_flag == true) {\n  door_open_flag = false\n  now = (#Clock).clock_timestamp\n  if (door_open_count == 1) {\n    first_open_end = now\n  } else if (door_open_count == 2) {\n    second_open_end = now\n  }\n}""}",,
415,7,0,15,"에어컨이 꺼진 상태에서 창문이 열렸을 때부터 10초 간격으로 습도를 체크해서, 습도가 60%를 초과하면 블라인드를 내리고 조명을 꺼 줘. 이후 문이 닫히면 5초 지연 후 알람을 울리고, 알람이 울린 후 1분 동안은 문이 열려 있는 동안 1초 간격으로 조명을 깜빡이다가 실시간으로 확인해서 문이 닫히면 스피커로 ‘문이 닫혔습니다’를 말해 줘.","Starting from the moment when the window is opened while the air conditioner is off, check the humidity every 10 seconds, and if it exceeds 60%, lower the blinds and turn off the lights. Then, when the door turns closed, wait 5 seconds and sound the alarm. For the next 1 minute after the alarm, blink the lights every second while the door remains open, and if the door closes during that time, announce “The door is now closed” via the speaker.",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 100, ""code"": ""state := 0\ncheck_start := 0.0\nalarm_time := 0.0\nblink_phase := 0\nwait_start := 0.0\ndoor_opened := false\nblink_start := 0.0\n\nif (state == 0 and (#AirConditioner).switch_switch == \""off\"" and (#Window).windowControl_window == \""open\"") {\n  check_start = (#Clock).clock_timestamp\n  state = 1\n}\n\nif (state == 1) {\n  now = (#Clock).clock_timestamp\n  if ((now - check_start) >= 10) {\n    humidity = (#HumiditySensor).relativeHumidityMeasurement_humidity\n    if (humidity > 60.0) {\n      (#Blind).blind_close()\n      (#Light).switch_off()\n      state = 2\n    } else {\n      check_start = now\n    }\n  }\n}\n\nif (state == 2 and (#DoorLock).doorControl_door == \""closed\"") {\n  (#Clock).clock_delay(5000)\n  (#Alarm).alarm_siren()\n  alarm_time = (#Clock).clock_timestamp\n  blink_start = alarm_time\n  state = 3\n}\n\nif (state == 3) {\n  now = (#Clock).clock_timestamp\n\n  if ((now - alarm_time) > 60) {\n    break\n  }\n\n  if ((#DoorLock).doorControl_door == \""open\"") {\n    door_opened = true\n\n    if (blink_phase == 0) {\n      (#Light).switch_toggle()\n      wait_start = now\n      blink_phase = 1\n    } else if (blink_phase == 1 and (now - wait_start) >= 1) {\n      blink_phase = 0\n    }\n  }\n\n  if (door_opened == true and (#DoorLock).doorControl_door == \""closed\"") {\n    (#Speaker).mediaPlayback_speak(\""문이 닫혔습니다\"")\n    break\n  }\n}""}",,
416,7,0,15,"조명이 켜지고 창문이 닫혀 있는 상태에서 문이 열리면 3초 기다렸다가 사이렌을 울려 줘. 사이렌이 울린 후 10초 동안 창문이 열리지 않으면 커튼을 닫고 조명을 끈 다음, 선풍기를 50% 속도로 켜 줘. 이후 온도가 27도 이상이면 에어컨을 냉방 모드로 바꾸고, 움직임이 감지되고 있으면 1초마다 블라인드를 열고 닫는 동작을 3번 반복해 줘. 단, 중간에 스피커가 켜지면 모든 동작을 멈추고 스피커를 꺼 줘.","When the lights are on and the windows are closed, and then the door turns opened, wait 3 seconds before sounding the siren. Check in real-time. If the window remains closed for 10 seconds after the siren sounds, close the curtains, turn off the lights, and turn on the fan at 50% speed. Then, if the temperature is above 27 degrees, switch the air conditioner to cooling mode. If motion is being detected, repeat the action of opening and closing the blinds every second, three times. At any point, if the speaker turns on, immediately stop all actions and turn off the speaker.",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 100, ""code"": ""state := 0\nalarm_time := 0.0\ndoor_open_time := 0.0\nblind_count := 0\nblind_phase := 0\nblind_timer := 0.0\nwindow_remained_closed := true\n\nif ((#Speaker).switch_switch == \""on\"") {\n  (#Speaker).switch_off()\n  break\n}\n\nif (state == 0 and (#Light).switch_switch == \""on\"" and (#Window).windowControl_window == \""closed\"" and (#DoorLock).doorControl_door == \""open\"") {\n  door_open_time = (#Clock).clock_timestamp\n  state = 1\n}\n\nif (state == 1) {\n  now = (#Clock).clock_timestamp\n  if ((now - door_open_time) >= 3) {\n    (#Siren).sirenMode_setSirenMode(\""siren\"")\n    alarm_time = now\n    window_remained_closed = true\n    state = 2\n  }\n}\n\nif (state == 2) {\n  now = (#Clock).clock_timestamp\n  if ((now - alarm_time) <= 10 and (#Window).windowControl_window == \""open\"") {\n    window_remained_closed = false\n  }\n  if ((now - alarm_time) > 10) {\n    state = 3\n  }\n}\n\nif (state == 3) {\n  if (window_remained_closed == true) {\n    (#Curtain).curtain_close()\n    (#Light).switch_off()\n    (#Fan).fanSpeed_setSpeed = 50\n  }\n  state = 4\n}\n\nif (state == 4) {\n  if ((#TemperatureSensor).temperatureMeasurement_temperature >= 27.0) {\n    (#AirConditioner).airConditionerMode_setMode = \""cool\""\n  }\n  state = 5\n}\n\nif (state == 5) {\n  if ((#MotionSensor).motionSensor_motion == \""active\"") {\n    blind_timer = (#Clock).clock_timestamp\n    state = 6\n  } else {\n    break\n  }\n}\n\nif (state == 6) {\n  now = (#Clock).clock_timestamp\n  if ((now - blind_timer) >= 1) {\n    if (blind_phase == 0) {\n      (#Blind).blind_open()\n      blind_phase = 1\n    } else {\n      (#Blind).blind_close()\n      blind_phase = 0\n      blind_count = blind_count + 1\n    }\n    blind_timer = now\n  }\n  if (blind_count >= 3) {\n    break\n  }\n}""}",,
417,7,0,15,"실시간으로 확인해서 조명이 꺼져 있고 창문이 열려 있는 상태에서 움직임 감지되면 3초 대기 후 조명을 켜고, 5초 후 블라인드를 닫아 줘. 이후 10초마다 알람을 한 번 1초간 울리되, 알람이 두 번 울린 후에는 에어컨을 ‘cool’ 모드로 전환해 줘. 단, 움직임이 감지된 이후 문이 열리면 모든 동작을 중지하고 커튼을 닫아 줘.","Check in real-time. when a motion is detected with the lights off and the windows open, wait 3 seconds before turning on the lights, and then wait another 5 seconds to close the blinds. After that, sound the alarm once for one second every 10 seconds, and after the second alarm, switch the air conditioner to 'cool' mode. However, when the door opens after a motion is detected, immediately stop all ongoing actions and close the curtains.",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 100, ""code"": ""state := 0\nmotion_time := 0.0\nblind_time := 0.0\nalarm_timer := 0.0\nalarm_count := 0\n\nif (state == 0 and (#Light).switch_switch == \""off\"" and (#Window).windowControl_window == \""open\"" and (#MotionSensor).motionSensor_motion == \""active\"") {\n  motion_time = (#Clock).clock_timestamp\n  state = 1\n}\n\nif (state >= 1 and (#DoorLock).doorControl_door == \""open\"") {\n  (#Curtain).curtain_close()\n  break\n}\n\nif (state == 1) {\n  now = (#Clock).clock_timestamp\n  if ((now - motion_time) >= 3) {\n    (#Light).switch_on()\n    blind_time = now\n    state = 2\n  }\n}\n\nif (state == 2) {\n  now = (#Clock).clock_timestamp\n  if ((now - blind_time) >= 5) {\n    (#Blind).blind_close()\n    alarm_timer = now\n    state = 3\n  }\n}\n\nif (state == 3) {\n  now = (#Clock).clock_timestamp\n  if ((now - alarm_timer) >= 10) {\n    (#Alarm).alarm_siren()\n    alarm_timer = now\n    alarm_count = alarm_count + 1\n    state = 4\n  }\n}\n\nif (state == 4) {\n  now = (#Clock).clock_timestamp\n  if ((now - alarm_timer) >= 1) {\n    (#Alarm).alarm_off()\n    if (alarm_count == 2) {\n      (#AirConditioner).airConditionerMode_setMode = \""cool\""\n    }\n    state = 3\n  }\n}""}",,
418,7,1,15,매일 밤 10시에 하단부에 있는 창문이 열려 있고 짝수 태그가 붙은 조명이 켜져 있으면 사이렌을 울려 줘. 사이렌을 울렸다면 5초 후 블라인드를 닫아 줘. 사이렌을 울렸는지 상관 없이 5초 후부터는 실시간으로 확인해서 홀수 태그가 붙은 문이 두 번 열렸다 닫히면 커튼을 닫아 줘. 커튼을 닫은 후 문이 두 번 열린 총 시간만큼 알람의 경광등을 켰다가 꺼 줘.,"Sound the siren every night at 10 p.m. if the window located at the bottom is open and a light with an even-numbered tag is on. If the siren is sounded, close the blinds after 5 seconds. Starting 5 seconds later, regardless of whether the siren was triggered, monitor in real-time: when a door with an odd-numbered tag has opened and closed twice in total, close the curtains. After closing the curtains, turn on the alarm's strobe for the total duration the door remained open across the two events, then turn it off.",,,"{""name"": ""Scenario1"", ""cron"": ""0 22 * * *"", ""period"": 100, ""code"": ""state := 0\nsiren_triggered := false\ndoor_open_flag := false\ndoor_open_count := 0\nfirst_open_start := 0\nfirst_open_end := 0\nsecond_open_start := 0\nsecond_open_end := 0\n\nif (state == 0) {\n  if ((#Window #Lower).windowControl_window == \""open\"" and (#Light #Even).switch_switch == \""on\"") {\n    (#Alarm).alarm_siren()\n    siren_triggered = true\n  }\n  (#Clock).clock_delay(5000)\n  state = 1\n}\n\nif (state == 1) {\n  if (siren_triggered == true) {\n    (#Blind).blind_close()\n  }\n  state = 2\n}\n\nif (state == 2 and door_open_count >= 2) {\n  (#Curtain).curtain_close()\n  total_time = (first_open_end - first_open_start) + (second_open_end - second_open_start)\n  total_time = total_time * 1000\n  (#Alarm).alarm_siren()\n  (#Clock).clock_delay(total_time)\n  (#Alarm).alarm_off()\n  break\n}\n\nif ((#DoorLock #Odd).doorControl_door == \""open\"" and door_open_flag == false) {\n  door_open_flag = true\n  now = (#Clock).clock_timestamp\n  door_open_count = door_open_count + 1\n  if (door_open_count == 1) {\n    first_open_start = now\n  } else if (door_open_count == 2) {\n    second_open_start = now\n  }\n}\nif ((#DoorLock #Odd).doorControl_door == \""closed\"" and door_open_flag == true) {\n  door_open_flag = false\n  now = (#Clock).clock_timestamp\n  if (door_open_count == 1) {\n    first_open_end = now\n  } else if (door_open_count == 2) {\n    second_open_end = now\n  }\n}""}",,
419,7,0,15,"실시간으로 확인해서 벽면 조명이 꺼져 있고 홀수 태그가 붙은 커튼이 닫힌 상태에서 문이 열리면, 5초 후 그 조명을 켜고 창문을 열어 줘. 이후 30초 동안 움직임이 감지되지 않으면 알람의 사이렌을 울려 줘. 30초가 모두 지난 뒤 에어컨이 꺼져 있고 실내 온도가 28도 이상이면 에어컨을 켜 줘. 또한 그 때 짝수 태그가 붙은 선풍기가 켜져 있으면 꺼 주고, 켜져 있지 않으면 그대로 두도록 해 줘.","Check in real-time. When a door turns opened while the wall lights are off and odd-tagged curtains are closed, then after 5 seconds, turn on the wall lights and open the window. Then, if no motion is detected during the following 30 seconds, sound the alarm’s siren. After the 30 seconds have passed, if the air conditioner is off and the room temperature is 28°C or higher, turn it on. Also, if any fans with even-numbered tags are on at that time, turn them off; otherwise, leave them as they are.",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 100, ""code"": ""phase := 0\nelapsed := 0\nmotionDetected := false\nif (phase == 0) {\n  if (((#Wall Light).switch_switch == \""off\"") and ((#Curtain #Odd).curtain_curtain == \""closed\"") and ((#DoorLock).doorControl_door == \""open\"")) {\n    (#Clock).clock_delay(5000)\n    (#Wall Light).switch_on()\n    (#Window).windowControl_open()\n    phase = 1\n  }\n} else if (phase == 1) {\n  if ((#MotionSensor).motionSensor_motion == \""active\"") {\n    motionDetected = true\n  }\n  elapsed = elapsed + 100\n  if (elapsed >= 30000) {\n    if (motionDetected == false) {\n      (#Alarm).alarm_siren()\n    }\n    phase = 2\n  }\n} else if (phase == 2) {\n  if (((#AirConditioner).switch_switch == \""off\"") and ((#TemperatureSensor).temperatureMeasurement_temperature >= 28.0)) {\n    (#AirConditioner).switch_on()\n  }\n  if ((#Fan #Even).switch_switch == \""on\"") {\n    (#Fan #Even).switch_off()\n  }\n  break\n}""}",,
420,9,0,16,"내 생일이 되면 ""생일 축하합니다"" 노래를 불러 줘.","Sing ""Happy Birthday"" on my birthday.", ,"[
  {
    ""name"": ""me"",
    ""contact"": ""010-1234-5678"",
    ""email"": ""abcd1234@test.com"",
    ""birthday"": ""1991-03-03""
  },
  {
    ""name"": ""홍길동"",
    ""contact"": ""010-9999-8888"",
    ""email"": ""honggd@test.com"",
    ""birthday"": ""1988-07-15"",
    ""alternate_contact"": ""010-8888-7777""
  },
  {
    ""name"": ""김무개"",
    ""contact"": ""010-7777-6666"",
    ""email"": ""kim@example.com"",
    ""birthday"": ""1990-11-25""
  },
  {
    ""name"": ""장보고"",
    ""contact"": ""010-2222-3333"",
    ""email"": ""jangbogo@naver.com"",
    ""birthday"": ""1985-05-10"",
    ""alternate_contact"": ""010-4444-5555""
  }
]","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Speaker).mediaPlayback_play(\""생일 축하합니다.\"")""}",,
421,9,0,16,날 우울하게 만드는 뉴스를 감지하면 위로의 말을 해 줘.,"If you detects news that makes me depressed, say something uplifting.",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Speaker).mediaPlayback_speak(\""I don\""t have the ability to understand or analyze the news, and I don\""t know what to say to comfort them.\"")""}",,
422,9,0,16,고양이가 기분이 좋을 때마다 박수를 쳐 줘.,Clap whenever your cat is in a good mood.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Speaker).mediaPlayback_speak(\""No ability to detect a cat\""s mood. No ability to clap.\"")""}",,
423,9,0,16,지금 내 기분에 맞춰 조명을 감성적으로 조절해 줘.,Emotionally adjust the light to match my mood right now.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Speaker).mediaPlayback_speak(\""I don\""t know the user\""s current mood state. I can\""t set emotional lighting.\"")""}",,
424,9,0,16,집이 외로워 보이면 음악을 틀어 줘.,"If the house seems lonely, play some music.",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Speaker).mediaPlayback_speak(\""There is no ability to determine if a home looks lonely.\"")""}",,
425,9,0,16,밖이 위험해 보이면 자동으로 경찰에 전화해 줘.,Automatically call the police if it looks dangerous outside.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Speaker).mediaPlayback_speak(\""No ability to determine if it\""s dangerous outside or call the police.\"")""}",,
426,9,0,16,스마트폰 배터리가 20% 이하가 되면 커튼을 닫아 줘.,Close the curtains when your smartphone's battery drops below 20%.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Speaker).mediaPlayback_speak(\""There is no way to know the battery status of your smartphone.\"")""}",,
427,9,0,16,오늘 중요한 발표가 있으면 행운을 빌어 줘.,"If there is a big announcement today, wish me luck.",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Speaker).mediaPlayback_speak(\""I don\""t know if there\""s an important announcement today, there\""s no good luck feature.\"")""}",,
428,9,0,16,로봇청소기에게 커피 한 잔 타 달라고 부탁해 줘.,Ask your robot vacuum cleaner to make you a cup of coffee.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Speaker).mediaPlayback_speak(\""I can\""t ask a robot vacuum cleaner to make you a cup of coffee.\"")""}",,
429,9,0,16,기분 좋게 춤춰 줘.,Do a happy dance.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Speaker).mediaPlayback_speak(\""There\""s no device to make you feel good about dancing.\"")""}",,
430,1,1,-,팔을 위로 들어.,Raise your arm up.,,,{},,
