index,category_analysis,selected,test_no,command,command_english,connected_devices,options,joi_gt,joi_pred_llama4:scout.dense,script_similarity_llama4:scout.dense,cloud_similarity_llama4:scout.dense,response_time_llama4:scout_dence [ms],connected_devices_dict,options_dict,response_time_korean,joi_pred_cloud_korean,response_time_english,joi_pred_cloud_english,cloud_similarity_cloud_korean,cloud_similarity_cloud_english,local_similarity
403,6,1,14,매일 자정 선풍기가 꺼져 있으면 선풍기를 꺼 줘. 또한 그 때마다 선풍기를 꺼 줘,"Every night at midnight, turn off the fan if it is off. Also, turn off the fan again at that time",,,"{""name"": ""Scenario1"", ""cron"": ""0 0 * * *"", ""period"": 0, ""code"": ""if ((#Fan).switch_switch == \""off\"") {\n(#Fan).switch_off()\n(#Fan).switch_off()\n}""}","{""cron"": """", ""period"": ""1000"", ""code"": ""if ((#TemperatureSensor).temperatureSensor_getCurrentTemperature() > 35) {\\n(#Fan).fanController_turnOnFan()\\n""}",0.472,0.0,,,,4.6465 seconds,"{""name"": ""Scenario1"",""cron"": ""0 0 * * *"",""period"": 0,""code"": ""\nif ((#Fan).switch_switch == \""off\"") {\n(#Fan).switch_off()\n}\n(#Fan).switch_off()\n""}",8.5963 seconds,"{""name"": ""Scenario1"",""cron"": ""0 0 * * *"",""period"": 0,""code"": ""\nif ((#Fan).switch_switch == \""off\"") {\n(#Fan).switch_off()\n}\n(#Fan).switch_off()\n""}",0.8,0.8,0.968
404,4,1,14,주말에는 관개 장치가 꺼지면 관개 장치를 꺼 줘.,"On weekends, turn off the irrigation when it turns off.",,,"{""name"": ""Scenario1"", ""cron"": ""0 0 * * 6,0"", ""period"": 0, ""code"": ""wait until((#Irrigator).switch_switch == \""off\"")\n(#Irrigator).switch_off()""}","{""cron"": """", ""period"": ""3000"", ""code"": ""if ((#Illuminometer).illuminometer_illuminance < 200) {\\n(#Light).light_switchOn()\\n""}",0.268,0.0,,,,4.7878 seconds,"{""name"": ""Scenario1"",""cron"": ""*/1 * * * 6,0"",""period"": -1,""code"": ""if ((#Irrigator).switch_switch == \""off\"") {\n(#Irrigator).switch_off()\n}""}",7.1450 seconds,"{""name"": ""Scenario1"",""cron"": ""0 0 * * 6,0"", ""period"": 0,""code"": ""if ((#Irrigator).state == \""off\"") { (#Irrigator).switch_off() }""}",0.7,0.6,0.2065
405,7,1,14,실시간으로 확인하여 블라인드가 닫힌 상태에서 또 닫히면 전등을 켜 줘,"Check in real-time, and turn on the light if the blinds are closed again while already closed.",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 100, ""code"": ""wasClosed := false\nif (wasClosed == true) {\nif ((wasClosed == false) and ((#Blind).blind_blind == \""closed\"")) {\n(#Light).switch_on()\n}\n}\nwasClosed = ((#Blind).blind_blind == \""closed\"")""}","{""cron"": """", ""period"": ""1000"", ""code"": ""if ((#Door).doorState_state ==""}",0.241,0.0,,,,7.0014 seconds,"{""name"": ""Scenario1"",""cron"": """",""period"": 100,""code"": ""\nprev_blind := (#Blind).blind_blind\ncurr_blind = (#Blind).blind_blind\nif ((prev_blind == \""closed\"") and (curr_blind == \""closed\"")) {\n(#Light).switch_on()\n}\nprev_blind = curr_blind\n""}",11.1798 seconds,"{""name"": ""Scenario1"",""cron"": """",""period"": 100,""code"": ""\nprev_blind := \""\""\ncurr_blind = (#Blind).blind_blind\nif (prev_blind == \""closed\"" and curr_blind == \""closed\"") {\n(#Light).switch_on()\n}\nprev_blind = curr_blind\n""}",0.6,0.5,0.12
406,7,0,14,"매일, 실시간으로 확인하여 관개 장치가 꺼질 때마다 10초간 기다리는 것을 반복해 줘","Check daily, in real time, and repeat the 10-second wait each time the irrigation device is turned off.",,,"{""name"": ""Scenario1"", ""cron"": ""0 0 * * *"", ""period"": 100, ""code"": ""triggered := false\nif ((#Irrigator).switch_switch == \""off\"") {\nif (triggered == false) {\n(#Clock).clock_delay(10000)\ntriggered = true\n}\n} else {\ntriggered = false\n}""}","{""cron"": ""*/1 * * * *"", ""period"": ""-1"", ""code"": ""if ((#RainSensor).rainSensor_isRaining() == true) {\\n(#Irrigator).irrigatorOperatingState_stopWatering()\\n(#Speaker).speaker_text(""}",0.137,0.0,,,,,,,,0.0,0.0,
407,7,0,14,"실시간으로 확인하여 선풍기가 꺼져 있으면서 움직임이 감지되지 않다가 감지되는 순간 그 때부터 10초 간격으로 전등이 꺼져 있으면 끄고, 켜져 있으면 켜 줘","Check in real-time. if the fan is off and motion was not detected but then becomes active, then starting from that moment, every 10 seconds, turn off the light if it's off, or turn it on if it's on.",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 100, ""code"": ""motion_prev := \""inactive\""\ntriggered := false\ntick := 0\n\nif (triggered == false) {\nif ((#Fan).switch_switch == \""off\"") {\ncurrent = (#MotionSensor).motionSensor_motion\nif ((motion_prev == \""inactive\"") and (current == \""active\"")) {\ntriggered = true\ntick = 100\n}\nmotion_prev = current\n}\n} else {\ntick = tick + 1\nif (tick >= 100) {\nif ((#Light).switch_switch == \""on\"") {\n(#Light).switch_on()\n} else {\n(#Light).switch_off()\n}\ntick = 0\n}\n}""}","{""cron"": """", ""period"": ""0"", ""code"": ""if ((#Window).windowState ==""}",0.307,,,,,,,,,0.0,0.0,
408,6,1,14,1초마다 확인하여 온도가 30도 미만이면서 25도 이상일 때마다 에어컨을 켜 줘.,Check every second to turn on the air conditioner whenever the temperature is below 30 degrees but above 25 degrees.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 1000, ""code"": ""temp = (#TemperatureSensor).temperatureMeasurement_temperature\nif ((temp < 30.0) and (temp >= 25.0)) {\n(#AirConditioner).switch_on()\n}""}","{""cron"": """", ""period"": ""1000"", ""code"": ""if ((#Light).switch_switch ==""}",0.42,0.0,,,,7.7406 seconds,"{""name"": ""Scenario1"",""cron"": """",""period"": 1000,""code"": ""\ntriggered := false\ntemp = (#TemperatureSensor).temperatureMeasurement_temperature\nif ((temp < 30) and (temp >= 25)) {\nif (triggered == false) {\n(#AirConditioner).switch_on()\ntriggered = true\n}\n}\nelse {\ntriggered = false\n}\n""}",9.0985 seconds,"{""name"": ""Scenario1"",""cron"": """",""period"": 1000,""code"": ""\nif ((#TemperatureSensor).temperatureMeasurement_temperature > 25 and (#TemperatureSensor).temperatureMeasurement_temperature < 30) {\n(#AirConditioner).switch_on()\n}\n""}",0.85,0.95,0.702
409,7,0,14,"주말 오전에, 실시간으로 확인하여 문이 열린 후 10초 동안 움직임이 감지되지 않고 10초가 끝났을 때 조명이 켜져 있으면 조명을 켜 줘.","On a weekend morning, check in real-time and turn on the lights if no motion is detected for 10 seconds after the time when the door is opened and the lights are on at the end of the 10 seconds.",,,"{""name"": ""Scenario1"", ""cron"": ""0 0 * * 6,0"", ""period"": 100, ""code"": ""check_motion := false\nno_motion_tick := 0\n\nif ((#Clock).clock_hour < 12) {\nif ((#ContactSensor).contactSensor_contact == \""open\"" and check_motion == false) {\ncheck_motion = true\nno_motion_tick = 0\n}\n\nif (check_motion == true) {\nif ((#MotionSensor).motionSensor_motion == \""inactive\"") {\nno_motion_tick = no_motion_tick + 1\nif (no_motion_tick == 100) {\nif ((#Light).switch_switch == \""on\"") {\n(#Light).switch_on()\n}\nbreak\n}\n} else {\nbreak\n}\n}\n}""}","{""cron"": """", ""period"": ""2000"", ""code"": ""if ((#TV).tv_state ==""}",0.143,,,,,,,,,0.0,0.0,
410,7,1,14,실시간으로 확인하여 재실 센서가 감지 상태일 때마다 10초 대기 후 조명의 밝기를 현재 밝기로 맞춰줘.,Check in real-time to adjust lights to their current brightness after a 10-second wait whenever an occupancy sensor is detected.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 100, ""code"": ""wait until((#OccupancySensor).presenceSensor_presence == \""present\"")\n(#Clock).clock_delay(10000)\nlevel = (#Light).switchLevel_level\n(#Light).switchLevel_setLevel(level, 1)""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#Door).door_isOpen == true) {\\n(#Alarm).alarm_light_on()\\n(#clock).clock_delay(0)\\n""}",0.286,0.0,,,,6.6667 seconds,"{""name"": ""Scenario1"",""cron"": """",""period"": 100,""code"": ""\ntriggered := false\nif ((#PresenceSensor).presenceSensor_presence == \""present\"") {\nif (triggered == false) {\ncurrent = (#Light).switchLevel_level\n(#clock).clock_delay(10000)\n(#Light).switchLevel_setLevel(current)\ntriggered = true\n}\n} else {\ntriggered = false\n}\n""}",5.9764 seconds,"{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""\nwait until((#OccupancySensor).presenceSensor_presence == \""present\"")\n(#clock).clock_delay(10000)\nlevel = (#Light).switchLevel_level\n(#Light).switchLevel_setLevel(level)\n""}",0.75,0.85,0.267
411,7,1,14,TV가 꺼져 있으면 10초 대기 후 다시 TV를 확인하여 켜져 있으면 TV를 켜 줘.,"If the TV is off, wait 10 seconds, then check the TV again and turn it on if it's on.",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Television).switch_switch == \""off\"") {\n(#Clock).clock_delay(10000)\nif ((#Television).switch_switch == \""on\"") {\n(#Television).switch_on()\n}\n}""}","{""cron"": """", ""period"": ""1000"", ""code"": ""if ((#AirPurifier).airPurifierState_getState() ==""}",0.375,0.0,,,,5.1512 seconds,"{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""\nif ((#Television).switch_switch == \""off\"") {\n(#clock).clock_delay(10000)\nif ((#Television).switch_switch == \""off\"") {\n(#Television).switch_on()\n}\n}\n""}",5.3402 seconds,"{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""\nif ((#Television).switch_switch == \""off\"") {\n(#clock).clock_delay(10000)\nif ((#Television).switch_switch == \""on\"") {\n(#Television).switch_on()\n}\n}\n""}",0.8,0.95,0.957
412,3,1,14,"월, 수, 금에 실시간으로 확인하여 창문이 열려 있지 않으면 창문을 닫아 줘.","Check in real-time on Mon, Wed, Fri and close the window if it's not open.", ,,"{""name"": ""Scenario1"", ""cron"": ""0 0 * * 1,3,5"", ""period"": 100, ""code"": ""if ((#Window).windowControl_window != \""open\"") {\n(#Window).windowControl_close()\n}""}","{""cron"": """", ""period"": ""0"", ""code"": ""while (true) {\\nif ((#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity <= 25.0) {\\n(#Irrigator).irrigatorOperatingState_startWatering()\\n(#Speaker).speakerText_speak(""}",0.691,0.0,,,,4.7544 seconds,"{""name"": ""Scenario1"",""cron"": ""* * * * 1,3,5"",""period"": 100,""code"": ""if ((#Window).windowControl_window != \""open\"") {\n(#Window).windowControl_close()\n}""}",4.2125 seconds,"{""name"": ""Scenario1"",""cron"": ""*/1 * * * 1,3,5"",""period"": 100,""code"": ""if ((#Window).windowControl_window != \""open\"") {\n(#Window).windowControl_close()\n}""}",0.9,0.9,0.5
413,7,1,15,"매주 평일 오전 9시 창문이 닫혀 있고 이산화탄소 농도가 1000ppm 이상이며 기온이 30도 이상이면, 5초 후 창문을 열고, 팬이 꺼져 있으면 켜 줘. 그 후, 실시간으로 확인하여 1분 연속으로 미세먼지 농도가 50 이상으로 유지되면 창문을 다시 닫고, 팬도 꺼 줘. 만약 그 때 온실 내 습도가 40% 이하이면 가습기를 작동시켜 줘. 또한 마찬가지로 그 때 토양 습도가 25% 이하이고 관개 장치가 꺼져 있으면 물을 줘.","Every weekday at 9 a.m., if the windows are closed, the carbon dioxide concentration is above 1000 ppm, and the temperature is above 30 degrees, open the windows after 5 seconds and turn on the fans if they are off.Then, check in real time and if the particulate matter concentration remains above 50 for one continuous minute, close the windows again and turn off the fans.If the humidity in the greenhouse is below 40% at that time, turn on the humidifier. Similarly, if the soil humidity is below 25% and the irrigation is turned off, water the plants.",,,"{""name"": ""Scenario1"", ""cron"": ""0 9 * * *"", ""period"": 100, ""code"": ""phase := 0\nconsecutive_time := 0\nif ((#Clock).clock_weekday == \""saturday\"") or ((#Clock).clock_weekday == \""sunday\"") {\nbreak\n}\n\nif (phase == 0) {\nif ((#Window).windowControl_window == \""closed\"") and \n((#AirQualityDetector).carbonDioxideMeasurement_carbonDioxide >= 1000.0) and \n((#AirQualityDetector).temperatureMeasurement_temperature >= 30.0) {\n(#Clock).clock_delay(5000)\n(#Window).windowControl_open()\n\nif ((#Fan).switch_switch == \""off\"") {\n(#Fan).switch_on()\n}\n\nphase = 1  \n}\n} \nelse if (phase == 1) {\nif ((#AirQualityDetector).dustSensor_fineDustLevel >= 50) {\nconsecutive_time = consecutive_time + 100  \n} else {\nconsecutive_time = 0\n}\nif (consecutive_time >= 60000) {\n(#Window).windowControl_close()\n(#Fan).switch_off()\n\nif ((#HumiditySensor).relativeHumidityMeasurement_humidity <= 40.0) {\n(#Humidifier).switch_on()\n}\n\nif ((#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity <= 25.0) and ((#Irrigator).switch_switch == \""off\"") {\n(#Irrigator).switch_on()\n}\n\nbreak\n}\n}""}","{""cron"": """", ""period"": ""1000"", ""code"": ""if ((#TemperatureSensor).temperatureMeasurement_temperature > 35.0) {\\n(#Fan).fanOperatingState_startFan()\\n""}",0.656,0.0,,,,16.1760 seconds,,,,0.7,0.7,
414,7,0,15,"매일 오전 9시에 조명이 꺼져 있고 하단부의 홀수 태그가 달린 창문이 닫혀 있으면 모든 블라인드를 열어 줘. 이후 그 창문이 열리면 5초 기다렸다가 알람의 사이렌을 울려 줘. 사이렌이 울린 후 10초 동안 실시간으로 확인하여 한 번도 그 창문이 닫히지 않았면 2초마다 조명을 깜빡여 줘. 블라인드를 열었다면, 그때부터 10초가 지난 이때까지 문이 두 번 이상 열렸다 닫혔을 경우, 첫 번째로 열린 시간보다 두 번째로 열린 시간이 길면 벽에 있는 모든 에어컨을 꺼 줘.","Every day at 9am, if the lights are off and the window with the odd tag at the bottom is closed, open all the blinds. Then, when that window turns open, wait 5 seconds and sound the alarm's siren. After the siren sounds, monitor in real time for 10 seconds, and if the window remains open the entire time, blink the lights every 2 seconds. If the blinds were opened, and within the next 10 seconds the door was opened and closed more than once, then if the second opening lasted longer than the first, turn off all air conditioners on the wall.",,,"{""name"": ""Scenario1"", ""cron"": ""0 9 * * *"", ""period"": 100, ""code"": ""state := 0\nblind_opened := false\nalarm_time := 0\ndoor_open_flag := false\ndoor_open_count := 0\nfirst_open_start := 0\nfirst_open_end := 0\nsecond_open_start := 0\nsecond_open_end := 0\nblink_mode := false\nwindow_closed_during_monitoring := false\n\nif (state == 0) {\nif ((#Light).switch_switch == \""off\"" and (#Window #Lower #Odd).windowControl_window == \""closed\"") {\nall(#Blind).blind_open()\nblind_opened = true\n}\nstate = 1\n}\n\nif (state == 1 and (#Window #Lower #Odd).windowControl_window == \""open\"") {\n(#Clock).clock_delay(5000)\n(#Alarm).alarm_siren()\nalarm_time = (#Clock).clock_timestamp\nstate = 2\n}\n\nif (state == 2) {\nnow = (#Clock).clock_timestamp\n\nif ((now - alarm_time) <= 10 and (#Window #Lower #Odd).windowControl_window == \""closed\"") {\nwindow_closed_during_monitoring = true\n}\n\nif ((now - alarm_time) >= 10) {\nif (window_closed_during_monitoring == false) {\nblink_mode = true\n}\n\nif (blind_opened == true and door_open_count >= 2) {\nfirst_duration = first_open_end - first_open_start\nsecond_duration = second_open_end - second_open_start\nif (second_duration > first_duration) {\nall(#AirConditioner #Wall).switch_off()\n}\n}\n\nstate = 3\n}\n}\n\nif (state == 3 and blink_mode == true) {\n(#Light).switch_toggle()\n(#Clock).clock_delay(2000)\n}\n\nif ((#DoorLock).doorControl_door == \""open\"" and door_open_flag == false) {\ndoor_open_flag = true\nnow = (#Clock).clock_timestamp\ndoor_open_count = door_open_count + 1\nif (door_open_count == 1) {\nfirst_open_start = now\n} else if (door_open_count == 2) {\nsecond_open_start = now\n}\n}\nif ((#DoorLock).doorControl_door == \""closed\"" and door_open_flag == true) {\ndoor_open_flag = false\nnow = (#Clock).clock_timestamp\nif (door_open_count == 1) {\nfirst_open_end = now\n} else if (door_open_count == 2) {\nsecond_open_end = now\n}\n}""}","{""cron"": """", ""period"": ""3000"", ""code"": ""if ((#Illuminometer).illuminometer_illuminance < 200) {\\n(#Light).light_on()\\n""}",0.419,,,,,,,,,0.0,0.0,
415,7,0,15,"에어컨이 꺼진 상태에서 창문이 열렸을 때부터 10초 간격으로 습도를 체크해서, 습도가 60%를 초과하면 블라인드를 내리고 조명을 꺼 줘. 이후 문이 닫히면 5초 지연 후 알람을 울리고, 알람이 울린 후 1분 동안은 문이 열려 있는 동안 1초 간격으로 조명을 깜빡이다가 실시간으로 확인해서 문이 닫히면 스피커로 ‘문이 닫혔습니다’를 말해 줘.","Starting from the moment when the window is opened while the air conditioner is off, check the humidity every 10 seconds, and if it exceeds 60%, lower the blinds and turn off the lights. Then, when the door turns closed, wait 5 seconds and sound the alarm. For the next 1 minute after the alarm, blink the lights every second while the door remains open, and if the door closes during that time, announce “The door is now closed” via the speaker.",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 100, ""code"": ""state := 0\ncheck_start := 0.0\nalarm_time := 0.0\nblink_phase := 0\nwait_start := 0.0\ndoor_opened := false\nblink_start := 0.0\n\nif (state == 0 and (#AirConditioner).switch_switch == \""off\"" and (#Window).windowControl_window == \""open\"") {\ncheck_start = (#Clock).clock_timestamp\nstate = 1\n}\n\nif (state == 1) {\nnow = (#Clock).clock_timestamp\nif ((now - check_start) >= 10) {\nhumidity = (#HumiditySensor).relativeHumidityMeasurement_humidity\nif (humidity > 60.0) {\n(#Blind).blind_close()\n(#Light).switch_off()\nstate = 2\n} else {\ncheck_start = now\n}\n}\n}\n\nif (state == 2 and (#DoorLock).doorControl_door == \""closed\"") {\n(#Clock).clock_delay(5000)\n(#Alarm).alarm_siren()\nalarm_time = (#Clock).clock_timestamp\nblink_start = alarm_time\nstate = 3\n}\n\nif (state == 3) {\nnow = (#Clock).clock_timestamp\n\nif ((now - alarm_time) > 60) {\nbreak\n}\n\nif ((#DoorLock).doorControl_door == \""open\"") {\ndoor_opened = true\n\nif (blink_phase == 0) {\n(#Light).switch_toggle()\nwait_start = now\nblink_phase = 1\n} else if (blink_phase == 1 and (now - wait_start) >= 1) {\nblink_phase = 0\n}\n}\n\nif (door_opened == true and (#DoorLock).doorControl_door == \""closed\"") {\n(#Speaker).mediaPlayback_speak(\""문이 닫혔습니다\"")\nbreak\n}\n}""}","{""cron"": """", ""period"": ""1000"", ""code"": ""if ((#Door).doorState_state ==""}",0.477,,,,,,,,,0.0,0.0,
416,7,0,15,"조명이 켜지고 창문이 닫혀 있는 상태에서 문이 열리면 3초 기다렸다가 사이렌을 울려 줘. 사이렌이 울린 후 10초 동안 창문이 열리지 않으면 커튼을 닫고 조명을 끈 다음, 선풍기를 50% 속도로 켜 줘. 이후 온도가 27도 이상이면 에어컨을 냉방 모드로 바꾸고, 움직임이 감지되고 있으면 1초마다 블라인드를 열고 닫는 동작을 3번 반복해 줘. 단, 중간에 스피커가 켜지면 모든 동작을 멈추고 스피커를 꺼 줘.","When the lights are on and the windows are closed, and then the door turns opened, wait 3 seconds before sounding the siren. Check in real-time. If the window remains closed for 10 seconds after the siren sounds, close the curtains, turn off the lights, and turn on the fan at 50% speed. Then, if the temperature is above 27 degrees, switch the air conditioner to cooling mode. If motion is being detected, repeat the action of opening and closing the blinds every second, three times. At any point, if the speaker turns on, immediately stop all actions and turn off the speaker.",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 100, ""code"": ""state := 0\nalarm_time := 0.0\ndoor_open_time := 0.0\nblind_count := 0\nblind_phase := 0\nblind_timer := 0.0\nwindow_remained_closed := true\n\nif ((#Speaker).switch_switch == \""on\"") {\n(#Speaker).switch_off()\nbreak\n}\n\nif (state == 0 and (#Light).switch_switch == \""on\"" and (#Window).windowControl_window == \""closed\"" and (#DoorLock).doorControl_door == \""open\"") {\ndoor_open_time = (#Clock).clock_timestamp\nstate = 1\n}\n\nif (state == 1) {\nnow = (#Clock).clock_timestamp\nif ((now - door_open_time) >= 3) {\n(#Siren).sirenMode_setSirenMode(\""siren\"")\nalarm_time = now\nwindow_remained_closed = true\nstate = 2\n}\n}\n\nif (state == 2) {\nnow = (#Clock).clock_timestamp\nif ((now - alarm_time) <= 10 and (#Window).windowControl_window == \""open\"") {\nwindow_remained_closed = false\n}\nif ((now - alarm_time) > 10) {\nstate = 3\n}\n}\n\nif (state == 3) {\nif (window_remained_closed == true) {\n(#Curtain).curtain_close()\n(#Light).switch_off()\n(#Fan).fanSpeed_setSpeed = 50\n}\nstate = 4\n}\n\nif (state == 4) {\nif ((#TemperatureSensor).temperatureMeasurement_temperature >= 27.0) {\n(#AirConditioner).airConditionerMode_setMode = \""cool\""}\nstate = 5\n}\n\nif (state == 5) {\nif ((#MotionSensor).motionSensor_motion == \""active\"") {\nblind_timer = (#Clock).clock_timestamp\nstate = 6\n} else {\nbreak\n}\n}\n\nif (state == 6) {\nnow = (#Clock).clock_timestamp\nif ((now - blind_timer) >= 1) {\nif (blind_phase == 0) {\n(#Blind).blind_open()\nblind_phase = 1\n} else {\n(#Blind).blind_close()\nblind_phase = 0\nblind_count = blind_count + 1\n}\nblind_timer = now\n}\nif (blind_count >= 3) {\nbreak\n}\n}""}","{""cron"": ""*/1 * * * *"", ""period"": ""-1"", ""code"": ""if ((#RainSensor).rainSensor_isRaining() == true) {\\n(#Irrigator).irrigatorOperatingState_stopWatering()\\n(#Speaker).speaker_textOutput(""}",0.196,,,,,,,,,0.0,0.0,
417,7,0,15,"실시간으로 확인해서 조명이 꺼져 있고 창문이 열려 있는 상태에서 움직임 감지되면 3초 대기 후 조명을 켜고, 5초 후 블라인드를 닫아 줘. 이후 10초마다 알람을 한 번 1초간 울리되, 알람이 두 번 울린 후에는 에어컨을 ‘cool’ 모드로 전환해 줘. 단, 움직임이 감지된 이후 문이 열리면 모든 동작을 중지하고 커튼을 닫아 줘.","Check in real-time. when a motion is detected with the lights off and the windows open, wait 3 seconds before turning on the lights, and then wait another 5 seconds to close the blinds. After that, sound the alarm once for one second every 10 seconds, and after the second alarm, switch the air conditioner to 'cool' mode. However, when the door opens after a motion is detected, immediately stop all ongoing actions and close the curtains.",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 100, ""code"": ""state := 0\nmotion_time := 0.0\nblind_time := 0.0\nalarm_timer := 0.0\nalarm_count := 0\n\nif (state == 0 and (#Light).switch_switch == \""off\"" and (#Window).windowControl_window == \""open\"" and (#MotionSensor).motionSensor_motion == \""active\"") {\nmotion_time = (#Clock).clock_timestamp\nstate = 1\n}\n\nif (state >= 1 and (#DoorLock).doorControl_door == \""open\"") {\n(#Curtain).curtain_close()\nbreak\n}\n\nif (state == 1) {\nnow = (#Clock).clock_timestamp\nif ((now - motion_time) >= 3) {\n(#Light).switch_on()\nblind_time = now\nstate = 2\n}\n}\n\nif (state == 2) {\nnow = (#Clock).clock_timestamp\nif ((now - blind_time) >= 5) {\n(#Blind).blind_close()\nalarm_timer = now\nstate = 3\n}\n}\n\nif (state == 3) {\nnow = (#Clock).clock_timestamp\nif ((now - alarm_timer) >= 10) {\n(#Alarm).alarm_siren()\nalarm_timer = now\nalarm_count = alarm_count + 1\nstate = 4\n}\n}\n\nif (state == 4) {\nnow = (#Clock).clock_timestamp\nif ((now - alarm_timer) >= 1) {\n(#Alarm).alarm_off()\nif (alarm_count == 2) {\n(#AirConditioner).airConditionerMode_setMode = \""cool\""}\nstate = 3\n}\n}""}","{""cron"": """", ""period"": ""0"", ""code"": ""while (true) {\\nif ((#Window).windowState ==""}",0.571,,,,,,,,,0.0,0.0,
418,7,1,15,매일 밤 10시에 하단부에 있는 창문이 열려 있고 짝수 태그가 붙은 조명이 켜져 있으면 사이렌을 울려 줘. 사이렌을 울렸다면 5초 후 블라인드를 닫아 줘. 사이렌을 울렸는지 상관 없이 5초 후부터는 실시간으로 확인해서 홀수 태그가 붙은 문이 두 번 열렸다 닫히면 커튼을 닫아 줘. 커튼을 닫은 후 문이 두 번 열린 총 시간만큼 알람의 경광등을 켰다가 꺼 줘.,"Sound the siren every night at 10 p.m. if the window located at the bottom is open and a light with an even-numbered tag is on. If the siren is sounded, close the blinds after 5 seconds. Starting 5 seconds later, regardless of whether the siren was triggered, monitor in real-time: when a door with an odd-numbered tag has opened and closed twice in total, close the curtains. After closing the curtains, turn on the alarm's strobe for the total duration the door remained open across the two events, then turn it off.",,,"{""name"": ""Scenario1"", ""cron"": ""0 22 * * *"", ""period"": 100, ""code"": ""state := 0\nsiren_triggered := false\ndoor_open_flag := false\ndoor_open_count := 0\nfirst_open_start := 0\nfirst_open_end := 0\nsecond_open_start := 0\nsecond_open_end := 0\n\nif (state == 0) {\nif ((#Window #Lower).windowControl_window == \""open\"" and (#Light #Even).switch_switch == \""on\"") {\n(#Alarm).alarm_siren()\nsiren_triggered = true\n}\n(#Clock).clock_delay(5000)\nstate = 1\n}\n\nif (state == 1) {\nif (siren_triggered == true) {\n(#Blind).blind_close()\n}\nstate = 2\n}\n\nif (state == 2 and door_open_count >= 2) {\n(#Curtain).curtain_close()\ntotal_time = (first_open_end - first_open_start) + (second_open_end - second_open_start)\ntotal_time = total_time * 1000\n(#Alarm).alarm_siren()\n(#Clock).clock_delay(total_time)\n(#Alarm).alarm_off()\nbreak\n}\n\nif ((#DoorLock #Odd).doorControl_door == \""open\"" and door_open_flag == false) {\ndoor_open_flag = true\nnow = (#Clock).clock_timestamp\ndoor_open_count = door_open_count + 1\nif (door_open_count == 1) {\nfirst_open_start = now\n} else if (door_open_count == 2) {\nsecond_open_start = now\n}\n}\nif ((#DoorLock #Odd).doorControl_door == \""closed\"" and door_open_flag == true) {\ndoor_open_flag = false\nnow = (#Clock).clock_timestamp\nif (door_open_count == 1) {\nfirst_open_end = now\n} else if (door_open_count == 2) {\nsecond_open_end = now\n}\n}""}","{""cron"": """", ""period"": ""0"", ""code"": ""while true {\\nif ((#Light).switch_switch ==""}",0.756,,,,,35.9951 seconds,,,,0.65,0.6,
